Reaction,Dataset,Reference,wB97M-V,MACE-OMOL-0-100M,MACE-OMOL-0-4M
BUT14DIOL_40,BUT14DIOL,3.3000026705299192,3.2459077770461184,3.2127587285381574,3.164076599052341
BUT14DIOL_41,BUT14DIOL,3.150002178341143,3.1286620871309294,3.0936231960395237,3.034284761671142
BUT14DIOL_42,BUT14DIOL,3.290002679551299,3.2684732059928283,3.2056807010246957,3.1902612007825404
BUT14DIOL_43,BUT14DIOL,3.5900024089099043,3.5262451873019924,3.4664012346779427,3.427937795892502
BUT14DIOL_44,BUT14DIOL,3.180002151277004,3.1592432593728472,3.0841332880425285,3.0290871729795286
BUT14DIOL_45,BUT14DIOL,3.180002151277004,3.159249848223985,3.084138802129288,3.02909273320787
BUT14DIOL_46,BUT14DIOL,3.3700026073802607,3.346968930852124,3.296336394962135,3.2770871048762076
BUT14DIOL_47,BUT14DIOL,3.450002535209222,3.4058119375274654,3.386857770252882,3.366512771135351
BUT14DIOL_48,BUT14DIOL,3.33000264346578,3.315027004366975,3.2525317097403748,3.216213879782011
BUT14DIOL_49,BUT14DIOL,3.33000264346578,3.3150342834641,3.2525212542677737,3.2162094805597508
BUT14DIOL_50,BUT14DIOL,3.3700026073802607,3.34615065851942,3.2856996848151905,3.239600034997765
BUT14DIOL_51,BUT14DIOL,3.6100030183766174,3.553299128781504,3.5012230122429076,3.4626316097649337
BUT14DIOL_52,BUT14DIOL,3.420002562273361,3.400525044701672,3.330312063359671,3.337025328375341
BUT14DIOL_53,BUT14DIOL,3.150002178341143,3.15544990184611,3.096136553605591,3.060098522421356
BUT14DIOL_54,BUT14DIOL,3.31000266150854,3.314695616594108,3.290088843638604,3.241511323074183
BUT14DIOL_55,BUT14DIOL,3.450002535209222,3.4546579652450795,3.4361470533175154,3.390321345397456
BUT14DIOL_56,BUT14DIOL,3.3200026524871595,3.332644960347021,3.2851636918737612,3.2557571595511736
BUT14DIOL_57,BUT14DIOL,3.570002426952664,3.569660120529265,3.537364027242042,3.5063522051845815
BUT14DIOL_58,BUT14DIOL,3.520002472059564,3.4796787132421088,3.4414264969647217,3.353780989315567
BUT14DIOL_59,BUT14DIOL,3.5000024901023226,3.497203295822524,3.4567899113596936,3.429685262395108
BUT14DIOL_60,BUT14DIOL,3.650002982291099,3.639354397521767,3.613185151933571,3.5818210401189097
BUT14DIOL_61,BUT14DIOL,3.780002865013161,3.7440568632974784,3.683729888808987,3.632710337719207
BUT14DIOL_62,BUT14DIOL,4.1500031587315815,4.076429367179919,4.0018317434104596,3.9766842436886756
BUT14DIOL_63,BUT14DIOL,4.310003014389504,4.221707411293767,4.1481276652462595,4.124760458448412
BUT14DIOL_64,BUT14DIOL,4.7000032900651645,4.600033500736684,4.563442394079604,4.554835811623366
ICONF_1,ICONF,0.9000004430947626,0.8121311072131041,0.8320437642083618,0.7835705650403634
ICONF_2,ICONF,5.290004012822702,4.983170956293296,4.981907923971569,4.892646379458199
ICONF_3,ICONF,0.1299998827220621,0.5257096788441205,0.542892459014456,0.4813969458188632
ICONF_4,ICONF,2.330001663075341,2.843093444160936,2.856648684750695,2.7560364525216077
ICONF_5,ICONF,12.160009110305284,12.256550689888725,10.4555834436858,10.935443083160806
ICONF_6,ICONF,0.0999999097862016,0.1242319411823956,0.08352964851618835,-0.07967965453234666
ICONF_7,ICONF,1.0300009533262986,1.020366047345856,0.8475933605552595,0.8031671305729785
ICONF_8,ICONF,3.5100024810809427,3.521417129388091,3.454784943960203,3.7013288914704328
ICONF_9,ICONF,1.6900009854247031,1.5567653499997385,1.3770316180335405,1.5932931921804965
ICONF_10,ICONF,1.4000012470447187,1.65047303428942,1.7186361152091858,0.21824817509972172
ICONF_11,ICONF,4.390003569727939,4.103025163922186,3.366067294092123,2.3561585998012853
ICONF_12,ICONF,9.160006796643444,9.220736159576358,8.189403768006423,8.496233772796582
ICONF_13,ICONF,0.5500001313335828,0.6246044189811082,0.6192698412958757,0.5824103415553814
ICONF_14,ICONF,3.550002444995424,3.513570123360946,3.2985567505922497,3.4015961625738687
ICONF_15,ICONF,1.3300013101943775,1.2614078103066309,1.307885669237315,1.3979775669103816
ICONF_16,ICONF,3.660002973269719,3.6882722750277153,3.5871363461776595,3.89655363812757
ICONF_17,ICONF,4.350002978303984,4.355259625089733,4.3306331389404775,4.681940851610104
IDISP_1,IDISP,-9.150006805664823,-15.614303684797807,-15.501600137312666,-16.39119581477482
IDISP_2,IDISP,-60.280045393128695,-60.95411619563643,-60.51287461179098,-60.39486953484641
IDISP_3,IDISP,-1.2100007909414616,-1.167053854273826,-1.3308541142809354,-1.2116870727870122
IDISP_4,IDISP,9.100006850771724,8.99507634803435,8.690109435924905,8.745856656544593
IDISP_5,IDISP,-3.640002991312479,-3.0613630138675627,-3.0263901158366657,-2.9808064009635724
IDISP_6,IDISP,-1.9600013693569216,0.0994389163265783,0.2072194908349015,0.4918752989604492
MCONF_1,MCONF,0.3900002756756602,0.8781218233265911,0.9485560866902278,0.9494208478788234
MCONF_2,MCONF,1.740001567827278,2.0168209717125607,2.102827589772464,2.0842326306413184
MCONF_3,MCONF,1.160000836048361,1.592976600121957,1.672939326112394,1.7319209301822347
MCONF_4,MCONF,2.20000178035328,1.9509841837359567,2.0329470836958983,2.0743248285770144
MCONF_5,MCONF,2.20000178035328,2.4756677590745344,2.4994956595945217,2.516345975500584
MCONF_6,MCONF,2.680001974836521,2.4197041424116925,2.3160475690147586,2.37644437464711
MCONF_7,MCONF,2.920002385832879,2.744152958649729,2.8489466883867895,2.8797270965293236
MCONF_8,MCONF,2.23000175328914,2.702506911870302,2.805859322999247,2.869266555653097
MCONF_9,MCONF,2.8400024580039176,2.676654839360263,2.6594664998156965,2.7692332330487544
MCONF_10,MCONF,4.240003077539162,4.099292235646402,4.164015196956079,4.275322121409528
MCONF_11,MCONF,4.4500035155996605,4.232230368716107,4.2857403418145905,4.3581685553896765
MCONF_12,MCONF,3.600003027397998,4.07975058657052,4.127877951304672,4.258876006846772
MCONF_13,MCONF,2.2500017352463804,2.828006735948505,2.947939286784687,2.952732774428013
MCONF_14,MCONF,3.7400029010986806,4.220075886722401,4.256600555567809,4.385617833560286
MCONF_15,MCONF,5.0000036469332425,5.335640141343747,5.345935816139375,5.3830908450741255
MCONF_16,MCONF,5.1100035476980645,4.915430179084624,4.8231921073090644,4.949585541760861
MCONF_17,MCONF,3.180002151277004,3.804638573220269,3.832218605153312,3.8095460815073903
MCONF_18,MCONF,3.830002819906262,3.671557995508231,3.678153944477501,3.784621484004967
MCONF_19,MCONF,3.8000028469704015,4.1374152559895085,4.203582154906918,4.266749491522834
MCONF_20,MCONF,3.1100022144266624,3.7299280482438095,3.8733728034688575,3.87554452251647
MCONF_21,MCONF,5.2700040308654605,5.157847317333038,5.114476633804567,5.277865181795793
MCONF_22,MCONF,5.310003994779942,5.183895925857826,5.129501032284676,5.284765881381482
MCONF_23,MCONF,4.500003470492761,5.122487848737249,5.21160935742502,5.284666172192664
MCONF_24,MCONF,3.850002801863502,4.317800886413316,4.397129229908029,4.398749572998245
MCONF_25,MCONF,4.550003425385862,5.193678673056696,5.2612489155376245,5.341199332644595
MCONF_26,MCONF,4.760003863446359,5.132970645478587,5.19802431822597,5.280260490027019
MCONF_27,MCONF,4.370003587770698,4.683116445409544,4.725639501086934,4.803176002237429
MCONF_28,MCONF,5.2700040308654605,5.754836299359834,5.778109848252104,5.838366987764059
MCONF_29,MCONF,5.670004297519742,5.450849186546516,5.396578294660818,5.445840964561679
MCONF_30,MCONF,4.8600037732325605,5.252260635769231,5.297409775275857,5.384300013401898
MCONF_31,MCONF,6.240004410810564,6.621107480691501,6.638948597393125,6.781819371590295
MCONF_32,MCONF,6.260005020277279,6.628915832087259,6.633866035427198,6.779939034699394
MCONF_33,MCONF,5.850004135134904,6.155038310304608,6.188560855747157,6.17727151232005
MCONF_34,MCONF,5.370003940651663,5.618523106535382,5.690843528720843,5.692980851233005
MCONF_35,MCONF,5.53000442381906,5.930081372174849,5.979839044604498,6.045008689186943
MCONF_36,MCONF,7.530005757090462,7.350836616573798,7.220199286158414,7.360551028759257
MCONF_37,MCONF,5.88000473558024,6.30738223658766,6.382733438189743,6.460278686022294
MCONF_38,MCONF,5.580004378712161,5.9329047255276,5.980823552760607,6.053451134796527
MCONF_39,MCONF,6.980004998247404,7.389867517596543,7.382942692542467,7.5117926371673205
MCONF_40,MCONF,7.07000554456446,7.458660502689204,7.443627462330971,7.573297806034121
MCONF_41,MCONF,6.390004902999341,6.69244413821141,6.772600184556606,6.780183506723792
MCONF_42,MCONF,7.320005319029964,7.773840941283473,7.78450252712977,7.932934926415642
MCONF_43,MCONF,7.3900058833897795,7.8247812818735,7.821673237658468,7.972055173035952
MCONF_44,MCONF,6.180004464938843,6.517706344083822,6.561801953091124,6.559852484869584
MCONF_45,MCONF,7.82000612297992,8.142033003679272,8.15490676538644,8.220313665114384
MCONF_46,MCONF,7.890006059830262,8.210960589557452,8.24675768442081,8.312805130389998
MCONF_47,MCONF,6.740005214760521,7.128767602523671,7.204277146081338,7.268779870901359
MCONF_48,MCONF,8.19000641669834,8.578142236268343,8.58622432233186,8.718537905399149
MCONF_49,MCONF,8.20000640767696,8.584823266902113,8.597443624768026,8.727782404613752
MCONF_50,MCONF,7.280005355115483,7.655058417874035,7.721263351259645,7.707694300202429
MCONF_51,MCONF,8.750006539010544,9.136719857330418,9.131895594848602,9.194136892997474
PCONF21_1,PCONF21,0.020017552222514,0.9690377804493542,0.9519792527576723,1.0426904351346575
PCONF21_2,PCONF21,1.0100009713690583,1.3034880309081345,1.3055256861618378,1.352388871682784
PCONF21_3,PCONF21,0.7000006235223594,1.7289208172827102,1.7835253459921692,1.8669620917900467
PCONF21_4,PCONF21,0.8500004882016616,1.5636404694157242,1.5127385072731012,1.5817983125054278
PCONF21_5,PCONF21,0.7800005513513205,1.6723428688496675,1.6805116278242886,1.7568748868178319
PCONF21_6,PCONF21,1.920001405442441,2.0575523606960937,2.1182511918753613,2.117804694893451
PCONF21_7,PCONF21,2.18000179839604,2.295341993034982,2.2610657462469743,2.276418418168709
PCONF21_8,PCONF21,1.6100010575957422,2.53285934906746,2.5046812413657813,2.6253691198679547
PCONF21_9,PCONF21,1.8900014325065808,2.6281813639512466,2.519576284774944,2.543413270002673
PCONF21_10,PCONF21,2.070001270121743,2.564245302188388,2.609901130654411,2.7039528001804456
PCONF21_11,PCONF21,1.0700009172407794,0.4371055293887875,0.5129227943838777,0.1278610057863157
PCONF21_12,PCONF21,1.230000772898702,1.1539917426087514,1.241372633906576,1.1541218276783298
PCONF21_13,PCONF21,2.440001563840163,1.7413256128408203,1.8770526661112017,1.4543778545410977
PCONF21_14,PCONF21,2.140001834481559,2.4101120325867504,2.4795950175381987,2.3627170431166395
PCONF21_15,PCONF21,1.47000118389506,0.5495510229155794,0.5666018269680604,0.20249533964251804
PCONF21_16,PCONF21,2.800001866579964,2.401017914321627,2.4738154516665913,2.3187412890306702
PCONF21_17,PCONF21,2.2700017172036207,1.2713279194889908,1.3547195029238472,0.9360147690547479
PCONF21_18,PCONF21,2.7400019207082424,2.828952518199053,2.817539031671182,2.7157576013640408
Pentane14_1,Pentane13,16.55699999990941,16.510864748482874,16.615105957927657,16.637728753281262
Pentane14_2,Pentane13,7.046999999932108,6.964106606467424,6.906902645558833,6.904303678601565
Pentane14_3,Pentane13,9.274000000156152,9.092317914431035,9.050150425220611,9.059392149396617
Pentane14_4,Pentane13,3.4919999998317195,3.408397653055055,3.3899835840721897,3.3968502347572964
Pentane14_5,Pentane13,7.151000000236179,6.953172567627068,6.944390983009436,6.922467501660756
Pentane14_6,Pentane13,5.337000000169774,5.282161399410949,5.237308998530116,5.213904751095445
Pentane14_7,Pentane13,3.349000000198009,3.248527817374875,3.221720904488821,3.240451685622301
Pentane14_8,Pentane13,7.10399999996602,6.905093419235388,6.912660882966847,6.889890543593846
Pentane14_9,Pentane13,3.098000000103723,3.0059031617585448,3.0125164401566753,3.0024279185486344
Pentane14_10,Pentane13,3.2260000000918043,3.198291542406117,3.142055846971578,3.1514541679774544
Pentane14_11,Pentane13,0.9290000002664702,0.9148653895244367,0.88019151950429,0.9274705217146585
Pentane14_12,Pentane13,2.799999999739278,2.731714465828959,2.6938839385564153,2.714638575984652
Pentane14_13,Pentane13,0.5980000001796333,0.6048171627012803,0.5765700421209412,0.5924445193496962
SCONF_1,SCONF,0.8600004791802819,0.7971806940474222,0.8000990631524735,0.7727668807380065
SCONF_2,SCONF,2.280001708182241,2.360784893356811,2.4363860085963616,2.5022103702547307
SCONF_3,SCONF,3.080002241490802,3.093263838488792,3.1963590485558,3.208766591344097
SCONF_4,SCONF,4.600003380278962,4.695950331916868,4.30135171951574,4.199332316603456
SCONF_5,SCONF,4.87000376421118,4.954228399615263,4.565961233810846,4.487721787816335
SCONF_6,SCONF,4.160003149710201,4.117468988789109,4.123182404453084,4.032077910397675
SCONF_7,SCONF,4.380003578749319,4.289615482624551,4.302281677919854,4.167890141203048
SCONF_8,SCONF,6.190004455917465,6.330137298875222,5.933060942230018,5.823952521424903
SCONF_9,SCONF,6.180004464938843,6.303488979553304,5.992746563222543,5.916775866484249
SCONF_10,SCONF,5.6500043155625015,5.620895657098175,5.5596386912758735,5.563367306222523
SCONF_11,SCONF,5.590004369690781,5.613114602361224,5.542884996764005,5.564251967855689
SCONF_12,SCONF,5.930004690473339,6.212560597717403,5.968456034941749,5.892801492013429
SCONF_13,SCONF,6.31000497517038,6.354100818983394,6.0164642708684815,5.831315934157642
SCONF_14,SCONF,6.220004428853325,6.218686470754911,5.974279927268796,5.88813753083605
SCONF_15,SCONF,0.2000004470818772,0.2236206566398862,0.26464555800111755,0.20662429941910418
SCONF_16,SCONF,6.160004482981604,5.6644271815441,5.337628046983474,5.085205103779121
SCONF_17,SCONF,5.54000441479768,4.965922979885181,4.932307368477774,4.653480580015688
UPU23_1,UPU23,4.87000376421118,5.0027434788333975,4.290603966423348,5.675395999103942
UPU23_2,UPU23,2.9700023407259803,3.334579885964808,2.6013894124370545,4.088263958387567
