Molecule,charge,multiplicity,num_atoms,field_au_x,field_au_y,field_au_z,field_VA_x,field_VA_y,field_VA_z,mace-polar-1-s,mace-polar-1-m,mace-polar-1-l
OEEF_co_0.04,0,1,2,0.0,0.0,-0.04,0.0,0.0,-2.056882699052,-3084.2114337210164,-3084.150845791267,-3084.3583722957987
OEEF_co_0.05,0,1,2,0.0,0.0,-0.05,0.0,0.0,-2.571103373815,-3084.229486546697,-3084.1533234421836,-3084.4903060620313
OEEF_f2_0.0,0,1,2,0.0,0.0,-0.0,0.0,0.0,-0.0,-5430.093694392274,-5430.087768431184,-5430.080717971757
OEEF_f2_0.01,0,1,2,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-5430.090106742512,-5430.126440784969,-5430.098117595173
OEEF_f2_0.02,0,1,2,0.0,0.0,-0.02,0.0,0.0,-1.028441349526,-5430.079106422156,-5430.234090232338,-5430.1469793629385
OEEF_f2_0.03,0,1,2,0.0,0.0,-0.03,0.0,0.0,-1.542662024289,-5430.060594269055,-5430.386474534126,-5430.210515057055
OEEF_f2_0.04,0,1,2,0.0,0.0,-0.04,0.0,0.0,-2.056882699052,-5430.033568113782,-5430.5581036506155,-5430.308233767764
OEEF_f2_0.05,0,1,2,0.0,0.0,-0.05,0.0,0.0,-2.571103373815,-5429.996777156529,-5430.749753508834,-5430.556502586092
OEEF_fluoromethane_-0.01,0,1,5,-2.5285457948555833e-08,1.760064062851153e-08,0.009999999999952543,-1.3002305247997842e-06,9.050613300254271e-07,0.5142206747605597,-3802.5684708905737,-3802.5550924292666,-3802.5615347100224
OEEF_fluoromethane_-0.02,0,1,5,-5.0570915897111665e-08,3.520128125702306e-08,0.019999999999905087,-2.6004610495995684e-06,1.8101226600508542e-06,1.0284413495211193,-3802.40283863552,-3802.4334795161853,-3802.4411862467487
OEEF_fluoromethane_-0.03,0,1,5,-7.58563738456675e-08,5.280192188553458e-08,0.02999999999985763,-3.900691574399352e-06,2.715183990076281e-06,1.542662024281679,-3802.2396709393693,-3802.355856891845,-3802.3672221442966
OEEF_fluoromethane_-0.04,0,1,5,-1.0114183179422333e-07,7.040256251404612e-08,0.039999999999810174,-5.200922099199137e-06,3.6202453201017085e-06,2.0568826990422386,-3802.0785290503127,-3802.321560346233,-3802.337985468838
OEEF_fluoromethane_-0.05,0,1,5,-1.2642728974277917e-07,8.800320314255765e-08,0.04999999999976272,-6.5011526239989215e-06,4.525306650127135e-06,2.5711033738027984,-3801.918717303501,-3802.3356551183065,-3802.3539497844736
OEEF_fluoromethane_0.0,0,1,5,0.0,0.0,-0.0,0.0,0.0,-0.0,-3802.736906671166,-3802.728798010962,-3802.735059521103
OEEF_fluoromethane_0.01,0,1,5,2.5285457948555833e-08,-1.760064062851153e-08,-0.009999999999952543,1.3002305247997842e-06,-9.050613300254271e-07,-0.5142206747605597,-3802.908364148756,-3802.9583965349484,-3802.9674697014125
OEEF_fluoromethane_0.02,0,1,5,5.0570915897111665e-08,-3.520128125702306e-08,-0.019999999999905087,2.6004610495995684e-06,-1.8101226600508542e-06,-1.0284413495211193,-3803.082905579966,-3803.24238895723,-3803.257700712715
OEEF_fluoromethane_0.03,0,1,5,7.58563738456675e-08,-5.280192188553458e-08,-0.02999999999985763,3.900691574399352e-06,-2.715183990076281e-06,-1.542662024281679,-3803.2602546498697,-3803.5829238553324,-3803.5961245055814
OEEF_fluoromethane_0.04,0,1,5,1.0114183179422333e-07,-7.040256251404612e-08,-0.039999999999810174,5.200922099199137e-06,-3.6202453201017085e-06,-2.0568826990422386,-3803.4393063864622,-3803.9868730679527,-3803.9788745518576
OEEF_fluoromethane_0.05,0,1,5,1.2642728974277917e-07,-8.800320314255765e-08,-0.04999999999976272,6.5011526239989215e-06,-4.525306650127135e-06,-2.5711033738027984,-3803.6162443062276,-3804.4691721915387,-3804.4247846024127
OEEF_formaldehyde_-0.01,0,1,4,5.676791439283995e-09,2.7343750851508105e-09,0.009999999999998014,2.919123524397438e-07,1.4060722013413853e-07,0.5142206747628979,-3115.704129802136,-3115.7068279945415,-3115.712395610005
OEEF_formaldehyde_-0.02,0,1,4,1.135358287856799e-08,5.468750170301621e-09,0.019999999999996028,5.838247048794876e-07,2.8121444026827707e-07,1.0284413495257958,-3115.4651416140455,-3115.5359722877797,-3115.555082856713
OEEF_formaldehyde_-0.03,0,1,4,1.7030374317851983e-08,8.20312525545243e-09,0.029999999999994042,8.757370573192313e-07,4.2182166040241555e-07,1.5426620242886937,-3115.221831089507,-3115.4080041761777,-3115.455961536048
OEEF_formaldehyde_-0.04,0,1,4,2.270716575713598e-08,1.0937500340603242e-08,0.039999999999992056,1.1676494097589752e-06,5.624288805365541e-07,2.0568826990515916,-3114.973969484332,-3115.3078114639193,-3115.4174968254274
OEEF_formaldehyde_-0.05,0,1,4,2.8383957196419976e-08,1.3671875425754053e-08,0.04999999999999007,1.459561762198719e-06,7.030361006706927e-07,2.5711033738144895,-3114.7199628982758,-3115.2352619665407,-3115.4276335752616
OEEF_formaldehyde_0.0,0,1,4,0.0,0.0,-0.0,0.0,0.0,-0.0,-3115.939269820405,-3115.937046666653,-3115.940428549
OEEF_formaldehyde_0.01,0,1,4,-5.676791439283995e-09,-2.7343750851508105e-09,-0.009999999999998014,-2.919123524397438e-07,-1.4060722013413853e-07,-0.5142206747628979,-3116.1706851292493,-3116.2332244094323,-3116.247025246313
OEEF_formaldehyde_0.02,0,1,4,-1.135358287856799e-08,-5.468750170301621e-09,-0.019999999999996028,-5.838247048794876e-07,-2.8121444026827707e-07,-1.0284413495257958,-3116.397698436126,-3116.586682227249,-3116.6194406706986
OEEF_formaldehyde_0.03,0,1,4,-1.7030374317851983e-08,-8.20312525545243e-09,-0.029999999999994042,-8.757370573192313e-07,-4.2182166040241555e-07,-1.5426620242886937,-3116.6199822227236,-3116.988907477532,-3117.007327146785
OEEF_formaldehyde_0.04,0,1,4,-2.270716575713598e-08,-1.0937500340603242e-08,-0.039999999999992056,-1.1676494097589752e-06,-5.624288805365541e-07,-2.0568826990515916,-3116.8367403347925,-3117.4431211977917,-3117.3906232898057
OEEF_formaldehyde_0.05,0,1,4,-2.8383957196419976e-08,-1.3671875425754053e-08,-0.04999999999999007,-1.459561762198719e-06,-7.030361006706927e-07,-2.5711033738144895,-3117.047009622322,-3117.946777573794,-3117.840046186275
OEEF_formamide_-0.01,0,1,6,-0.00851279567096257,-0.005247123959059722,-1.506729273486076e-07,-0.4377455534041918,-0.2698179622792794,-7.747913436971748e-06,-4623.09133196407,-4623.085829669751,-4623.089364867796
OEEF_formamide_-0.02,0,1,6,-0.01702559134192514,-0.010494247918119443,-3.013458546972152e-07,-0.8754911068083836,-0.5396359245585588,-1.5495826873943495e-05,-4622.740613731813,-4622.829136085089,-4622.846971582213
OEEF_formamide_-0.03,0,1,6,-0.02553838701288771,-0.015741371877179167,-4.5201878204582276e-07,-1.3132366602125756,-0.8094538868378384,-2.3243740310915243e-05,-4622.389156574897,-4622.660736233548,-4622.717853981857
OEEF_formamide_0.0,0,1,6,0.0,0.0,-0.0,0.0,0.0,-0.0,-4623.442172559584,-4623.440565724161,-4623.442717186435
OEEF_formamide_0.01,0,1,6,0.00851279567096257,0.005247123959059722,1.506729273486076e-07,0.4377455534041918,0.2698179622792794,7.747913436971748e-06,-4623.793201460732,-4623.902960049017,-4623.917415436236
OEEF_formamide_0.02,0,1,6,0.01702559134192514,0.010494247918119443,3.013458546972152e-07,0.8754911068083836,0.5396359245585588,1.5495826873943495e-05,-4624.143663910284,-4624.463786109372,-4624.471639351815
OEEF_formamide_0.03,0,1,6,0.02553838701288771,0.015741371877179167,4.5201878204582276e-07,1.3132366602125756,0.8094538868378384,2.3243740310915243e-05,-4624.491957018939,-4625.110047689703,-4625.059273038733
OEEF_formamide_0.04,0,1,6,0.03405118268385028,0.020988495836238887,6.026917093944304e-07,1.7509822136167672,1.0792718491171176,3.099165374788699e-05,-4624.835349120387,-4625.839738761179,-4625.7060731768825
OEEF_formamide_0.05,0,1,6,0.042563978354812855,0.02623561979529861,7.53364636743038e-07,2.1887277670209593,1.3490898113963972,3.8739567184858734e-05,-4625.169005356427,-4626.657230402089,-4626.452092613748
OEEF_formicacid_-0.01,0,1,5,0.008315279034514244,-0.005554829837428856,-2.353252532372523e-07,0.4275888395970542,-0.2856408347196312,-1.2100911050843373e-05,-5164.28824555449,-5164.3333453964415,-5164.333950183849
OEEF_formicacid_-0.02,0,1,5,0.016630558069028488,-0.011109659674857712,-4.706505064745046e-07,0.8551776791941084,-0.5712816694392624,-2.4201822101686745e-05,-5164.134047886895,-5164.291820914906,-5164.300325635532
OEEF_formicacid_-0.03,0,1,5,0.024945837103542732,-0.01666448951228657,-7.059757597117569e-07,1.2827665187911625,-0.8569225041588936,-3.630273315253012e-05,-5163.983218041572,-5164.307348594578,-5164.345548509924
OEEF_formicacid_-0.04,0,1,5,0.033261116138056976,-0.022219319349715425,-9.413010129490092e-07,1.7103553583882167,-1.1425633388785248,-4.840364420337349e-05,-5163.834974308302,-5164.3736286821,-5164.467733148387
OEEF_formicacid_-0.05,0,1,5,0.04157639517257122,-0.027774149187144284,-1.1766262661862616e-06,2.137944197985271,-1.428204173598156,-6.050455525421687e-05,-5163.6893202765195,-5164.506499636022,-5164.669960929334
OEEF_formicacid_0.0,0,1,5,0.0,0.0,-0.0,0.0,0.0,-0.0,-5164.445957828974,-5164.447631087655,-5164.447363633392
OEEF_formicacid_0.01,0,1,5,-0.008315279034514244,0.005554829837428856,2.353252532372523e-07,-0.4275888395970542,0.2856408347196312,1.2100911050843373e-05,-5164.607126866488,-5164.63967266191,-5164.643883139501
OEEF_formicacid_0.02,0,1,5,-0.016630558069028488,0.011109659674857712,4.706505064745046e-07,-0.8551776791941084,0.5712816694392624,2.4201822101686745e-05,-5164.771454809554,-5164.902615207629,-5164.906412302558
OEEF_formicacid_0.03,0,1,5,-0.024945837103542732,0.01666448951228657,7.059757597117569e-07,-1.2827665187911625,0.8569225041588936,3.630273315253012e-05,-5164.938407977983,-5165.22960592902,-5165.198080873998
OEEF_formicacid_0.04,0,1,5,-0.033261116138056976,0.022219319349715425,9.413010129490092e-07,-1.7103553583882167,1.1425633388785248,4.840364420337349e-05,-5165.1068915097085,-5165.619965492018,-5165.536505849015
OEEF_formicacid_0.05,0,1,5,-0.04157639517257122,0.027774149187144284,1.1766262661862616e-06,-2.137944197985271,1.428204173598156,6.050455525421687e-05,-5165.2749662791975,-5166.076436364598,-5165.9602640200455
OEEF_h2_0.0,0,1,2,0.0,0.0,-0.0,0.0,0.0,-0.0,-31.585152386723834,-31.588794362568684,-31.59160401895821
OEEF_h2_0.01,0,1,2,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-31.58509887583098,-31.570158280031837,-31.52838829558173
OEEF_h2_0.02,0,1,2,0.0,0.0,-0.02,0.0,0.0,-1.028441349526,-31.584872280262207,-31.6337609624591,-31.57630393165611
OEEF_h2_0.03,0,1,2,0.0,0.0,-0.03,0.0,0.0,-1.542662024289,-31.584316590649973,-31.676028833229275,-31.60639523335288
OEEF_h2_0.04,0,1,2,0.0,0.0,-0.04,0.0,0.0,-2.056882699052,-31.583121643249864,-31.726341628981633,-31.582093482089423
OEEF_h2_0.05,0,1,2,0.0,0.0,-0.05,0.0,0.0,-2.571103373815,-31.580777685498067,-31.78773999575855,-31.555303957684533
OEEF_hcl_-0.01,0,1,2,0.0,0.0,0.01,0.0,0.0,0.514220674763,-12538.649527620462,-12538.649967566149,-12538.657711840824
OEEF_hcl_-0.02,0,1,2,0.0,0.0,0.02,0.0,0.0,1.028441349526,-12538.544637578523,-12538.557571917108,-12538.586685786013
OEEF_hcl_-0.03,0,1,2,0.0,0.0,0.03,0.0,0.0,1.542662024289,-12538.438948824902,-12538.47473255741,-12538.544329866281
OEEF_hcl_-0.04,0,1,2,0.0,0.0,0.04,0.0,0.0,2.056882699052,-12538.332094478652,-12538.401978752723,-12538.517152782018
OEEF_hcl_-0.05,0,1,2,0.0,0.0,0.05,0.0,0.0,2.571103373815,-12538.223309141687,-12538.345904962463,-12538.505240206394
OEEF_hcl_0.0,0,1,2,0.0,0.0,-0.0,0.0,0.0,-0.0,-12538.753699145138,-12538.759141970877,-12538.758936750326
OEEF_hcl_0.01,0,1,2,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-12538.857013288116,-12538.889703153565,-12538.886414791114
OEEF_hcl_0.02,0,1,2,0.0,0.0,-0.02,0.0,0.0,-1.028441349526,-12538.959141637954,-12539.039328975667,-12539.028354605753
OEEF_hcl_0.03,0,1,2,0.0,0.0,-0.03,0.0,0.0,-1.542662024289,-12539.05953969552,-12539.202577125025,-12539.167452100253
OEEF_hcl_0.04,0,1,2,0.0,0.0,-0.04,0.0,0.0,-2.056882699052,-12539.1572663084,-12539.374400243258,-12539.276202630866
OEEF_hcl_0.05,0,1,2,0.0,0.0,-0.05,0.0,0.0,-2.571103373815,-12539.250424697773,-12539.550255460206,-12539.358601699772
OEEF_hcn_-0.01,0,1,3,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-2542.175285316759,-2542.1168358461196,-2542.126259679805
OEEF_hcn_-0.02,0,1,3,0.0,0.0,-0.02,0.0,0.0,-1.028441349526,-2541.9182650037533,-2541.8803475787017,-2541.8951294793974
OEEF_hcn_-0.03,0,1,3,0.0,0.0,-0.03,0.0,0.0,-1.542662024289,-2541.6526740646373,-2541.7025606747634,-2541.7230118518014
OEEF_hcn_-0.04,0,1,3,0.0,0.0,-0.04,0.0,0.0,-2.056882699052,-2541.3774438838996,-2541.578347938432,-2541.6524248557
OEEF_hcn_-0.05,0,1,3,0.0,0.0,-0.05,0.0,0.0,-2.571103373815,-2541.0899474164194,-2541.5033258766844,-2541.7763062491135
OEEF_hcn_0.0,0,1,3,0.0,0.0,-0.0,0.0,0.0,-0.0,-2542.424176043615,-2542.4210773030754,-2542.4257764642043
OEEF_hcn_0.01,0,1,3,0.0,0.0,0.01,0.0,0.0,0.514220674763,-2542.6648982948645,-2542.794104194123,-2542.7973984590544
OEEF_hcn_0.02,0,1,3,0.0,0.0,0.02,0.0,0.0,1.028441349526,-2542.8975727132915,-2543.226092686592,-2543.217439267783
OEEF_hcn_0.03,0,1,3,0.0,0.0,0.03,0.0,0.0,1.542662024289,-2543.121874305744,-2543.7104635973787,-2543.6300272944536
OEEF_hcn_0.04,0,1,3,0.0,0.0,0.04,0.0,0.0,2.056882699052,-2543.336454475043,-2544.2581879136737,-2544.1595457543535
OEEF_hcn_0.05,0,1,3,0.0,0.0,0.05,0.0,0.0,2.571103373815,-2543.5397096701486,-2544.8750411875044,-2544.8857999221227
OEEF_hf_-0.01,0,1,2,0.0,0.0,0.01,0.0,0.0,0.514220674763,-2733.566157804047,-2733.5130874620845,-2733.5285005804603
OEEF_hf_-0.02,0,1,2,0.0,0.0,0.02,0.0,0.0,1.028441349526,-2733.417316059885,-2733.325839469131,-2733.3545110455857
OEEF_hf_-0.03,0,1,2,0.0,0.0,0.03,0.0,0.0,1.542662024289,-2733.268247729934,-2733.1575576090722,-2733.1950980873517
OEEF_hf_-0.04,0,1,2,0.0,0.0,0.04,0.0,0.0,2.056882699052,-2733.118895373878,-2733.012709558517,-2733.065368979039
OEEF_hf_-0.05,0,1,2,0.0,0.0,0.05,0.0,0.0,2.571103373815,-2732.969136830652,-2732.8906854612433,-2732.971266569911
OEEF_hf_0.0,0,1,2,0.0,0.0,-0.0,0.0,0.0,-0.0,-2733.7147751211855,-2733.712066605668,-2733.711622922514
OEEF_hf_0.01,0,1,2,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-2733.8631169574455,-2733.921927277379,-2733.9016128400385
OEEF_hf_0.02,0,1,2,0.0,0.0,-0.02,0.0,0.0,-1.028441349526,-2734.0110786314913,-2734.1387058106147,-2734.0942660414853
OEEF_hf_0.03,0,1,2,0.0,0.0,-0.03,0.0,0.0,-1.542662024289,-2734.1585068994923,-2734.358710010545,-2734.2987155617357
OEEF_hf_0.04,0,1,2,0.0,0.0,-0.04,0.0,0.0,-2.056882699052,-2734.3051009279725,-2734.5855479228426,-2734.501285950435
OEEF_hf_0.05,0,1,2,0.0,0.0,-0.05,0.0,0.0,-2.571103373815,-2734.4506086969304,-2734.825284202637,-2734.6886371754254
OEEF_meoh_-0.01,0,1,6,0.009948161790476745,-0.001016895723282656,2.801212825205606e-07,0.5115550468550446,-0.05229088049900164,1.4404415491319963e-05,-3148.7277385359193,-3148.7497232531255,-3148.75629277846
OEEF_meoh_-0.02,0,1,6,0.01989632358095349,-0.002033791446565312,5.602425650411212e-07,1.0231100937100892,-0.10458176099800327,2.8808830982639927e-05,-3148.633893514769,-3148.7452353683575,-3148.7586908437884
OEEF_meoh_-0.03,0,1,6,0.029844485371430234,-0.0030506871698479684,8.403638475616817e-07,1.5346651405651337,-0.15687264149700492,4.321324647395988e-05,-3148.543698042738,-3148.805168997559,-3148.8161157854393
OEEF_meoh_-0.04,0,1,6,0.03979264716190698,-0.004067582893130624,1.1204851300822424e-06,2.0462201874201784,-0.20916352199600655,5.7617661965279854e-05,-3148.455916205267,-3148.928957761034,-3148.939928200023
OEEF_meoh_-0.05,0,1,6,0.049740808952383725,-0.0050844786164132814,1.400606412602803e-06,2.557775234275223,-0.26145440249500823,7.202207745659982e-05,-3148.3662964474615,-3149.108109509855,-3149.155046879752
OEEF_meoh_0.0,0,1,6,0.0,0.0,-0.0,0.0,0.0,-0.0,-3148.8258623277507,-3148.8215705922407,-3148.823353797937
OEEF_meoh_0.01,0,1,6,-0.009948161790476745,0.001016895723282656,-2.801212825205606e-07,-0.5115550468550446,0.05229088049900164,-1.4404415491319963e-05,-3148.9278966946777,-3148.962570865873,-3148.9697817838796
OEEF_meoh_0.02,0,1,6,-0.01989632358095349,0.002033791446565312,-5.602425650411212e-07,-1.0231100937100892,0.10458176099800327,-2.8808830982639927e-05,-3149.0334485501544,-3149.1661634143406,-3149.1832297097103
OEEF_meoh_0.03,0,1,6,-0.029844485371430234,0.0030506871698479684,-8.403638475616817e-07,-1.5346651405651337,0.15687264149700492,-4.321324647395988e-05,-3149.141260867582,-3149.429143602206,-3149.4415408523905
OEEF_meoh_0.04,0,1,6,-0.03979264716190698,0.004067582893130624,-1.1204851300822424e-06,-2.0462201874201784,0.20916352199600655,-5.7617661965279854e-05,-3149.2485156927546,-3149.758707282732,-3149.7491953356644
OEEF_meoh_0.05,0,1,6,-0.049740808952383725,0.0050844786164132814,-1.400606412602803e-06,-2.557775234275223,0.26145440249500823,-7.202207745659982e-05,-3149.3477908067016,-3150.1654330144484,-3150.111406125884
OEEF_methylamine_-0.01,0,1,7,-0.00995034074374985,4.720290928046117e-07,0.0009953486125274028,-0.511667093137282,2.4272711860975417e-05,0.05118288351582569,-2607.856020156647,-2607.904184267417,-2607.9151891083093
OEEF_methylamine_-0.02,0,1,7,-0.0199006814874997,9.440581856092234e-07,0.0019906972250548056,-1.023334186274564,4.8545423721950834e-05,0.10236576703165139,-2607.8042815745243,-2607.974795144132,-2607.9963671900164
OEEF_methylamine_-0.03,0,1,7,-0.029851022231249545,1.416087278413835e-06,0.002986045837582208,-1.5350012794118455,7.281813558292625e-05,0.15354865054747704,-2607.7488831822266,-2608.116962468266,-2608.141836259703
OEEF_methylamine_0.0,0,1,7,0.0,0.0,-0.0,0.0,0.0,-0.0,-2607.906992833454,-2607.9070820055745,-2607.909641034046
OEEF_methylamine_0.01,0,1,7,0.00995034074374985,-4.720290928046117e-07,-0.0009953486125274028,0.511667093137282,-2.4272711860975417e-05,-0.05118288351582569,-2607.9579805582807,-2607.99022200163,-2607.998481504405
OEEF_methylamine_0.02,0,1,7,0.0199006814874997,-9.440581856092234e-07,-0.0019906972250548056,1.023334186274564,-4.8545423721950834e-05,-0.10236576703165139,-2608.0089554780093,-2608.146293942907,-2608.1668950668904
OEEF_methylamine_0.03,0,1,7,0.029851022231249545,-1.416087278413835e-06,-0.002986045837582208,1.5350012794118455,-7.281813558292625e-05,-0.15354865054747704,-2608.0590671101595,-2608.3693388281995,-2608.3925277219046
OEEF_methylamine_0.04,0,1,7,0.0398013629749994,-1.8881163712184468e-06,-0.003981394450109611,2.046668372549128,-9.709084744390167e-05,-0.20473153406330277,-2608.106321220878,-2608.6618189975447,-2608.6685274553797
OEEF_methylene-imine_-0.01,0,1,5,0.009893048673756451,-0.001458625359121469,2.0334079117676875e-08,0.5087210164482244,-0.0750055316393865,1.045620388457603e-06,-2574.6801590300224,-2574.703770595525,-2574.69767471543
OEEF_methylene-imine_-0.02,0,1,5,0.019786097347512903,-0.002917250718242938,4.066815823535375e-08,1.0174420328964489,-0.150011063278773,2.091240776915206e-06,-2574.5322861785367,-2574.6638692278148,-2574.652768864472
OEEF_methylene-imine_-0.03,0,1,5,0.02967914602126935,-0.0043758760773644064,6.100223735303062e-08,1.5261630493446732,-0.22501659491815948,3.136861165372809e-06,-2574.3763034709154,-2574.6935927445265,-2574.664936908988
OEEF_methylene-imine_-0.04,0,1,5,0.039572194695025806,-0.005834501436485876,8.13363164707075e-08,2.0348840657928977,-0.300022126557546,4.182481553830412e-06,-2574.2001293245867,-2574.7949479567483,-2574.7320369421864
OEEF_methylene-imine_0.0,0,1,5,0.0,0.0,-0.0,0.0,0.0,-0.0,-2574.822021880204,-2574.8241959035154,-2574.822350710126
OEEF_methylene-imine_0.01,0,1,5,-0.009893048673756451,0.001458625359121469,-2.0334079117676875e-08,-0.5087210164482244,0.0750055316393865,-1.045620388457603e-06,-2574.9584625177054,-2575.03304183545,-2575.038646381746
OEEF_methylene-imine_0.02,0,1,5,-0.019786097347512903,0.002917250718242938,-4.066815823535375e-08,-1.0174420328964489,0.150011063278773,-2.091240776915206e-06,-2575.089391734173,-2575.313319269785,-2575.326283637142
OEEF_methylene-imine_0.03,0,1,5,-0.02967914602126935,0.0043758760773644064,-6.100223735303062e-08,-1.5261630493446732,0.22501659491815948,-3.136861165372809e-06,-2575.2139307157167,-2575.657738622535,-2575.6305549639437
OEEF_methylene-imine_0.04,0,1,5,-0.039572194695025806,0.005834501436485876,-8.13363164707075e-08,-2.0348840657928977,0.300022126557546,-4.182481553830412e-06,-2575.330442003158,-2576.068950411088,-2575.9393413203356
OEEF_methylene-imine_0.05,0,1,5,-0.049465243368782254,0.007293126795607345,-1.0167039558838438e-07,-2.5436050822411223,0.3750276581969325,-5.228101942288015e-06,-2575.4349082334547,-2576.545780746364,-2576.2542974812404
