Molecule,charge,multiplicity,num_atoms,field_au_x,field_au_y,field_au_z,field_VA_x,field_VA_y,field_VA_z,mace-polar-1-s,mace-polar-1-m,mace-polar-1-l
HR46_acetone2-,0,1,10,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-5255.695119485686,-5255.700762399333,-5255.700872549611
HR46_acetonitrile,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,-3612.3384493309436,-3612.3383656722563,-3612.3373749232132
HR46_acetonitrile0+,0,1,6,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-3612.188655957418,-3612.1715746580057,-3612.1682063534204
HR46_acetonitrile0-,0,1,6,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-3612.485239966202,-3612.523889374436,-3612.526167549072
HR46_acetonitrile1+,0,1,6,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-3612.3382483064634,-3612.3417993867915,-3612.3412171070972
HR46_acetonitrile1-,0,1,6,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-3612.3382481953367,-3612.3420470573733,-3612.34128393732
HR46_acetonitrile2+,0,1,6,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-3612.338247257801,-3612.3419870553153,-3612.3412619381784
HR46_acetonitrile2-,0,1,6,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-3612.338249249065,-3612.341848833983,-3612.3412397479615
HR46_ammonia,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,-1538.808086917247,-1538.8106461672194,-1538.8114888409941
HR46_ammonia0+,0,1,4,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-1538.7920900644597,-1538.7903688580793,-1538.7915156164904
HR46_ammonia0-,0,1,4,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-1538.8240350929282,-1538.8354024727344,-1538.8370844973465
HR46_ammonia1+,0,1,4,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-1538.8020532342223,-1538.8046145700384,-1538.8059763431065
HR46_ammonia1-,0,1,4,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-1538.8140684029402,-1538.8215563968888,-1538.823093379642
HR46_ammonia2+,0,1,4,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-1538.763299550652,-1538.7478351039604,-1538.748557963861
HR46_ammonia2-,0,1,4,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-1538.8528544006904,-1538.874729994778,-1538.8762324708835
HR46_benzene,0,1,12,0.0,0.0,0.0,0.0,0.0,0.0,-6319.220133793539,-6319.218729214873,-6319.225331150053
HR46_benzene0+,0,1,12,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-6319.216177470048,-6319.238192356727,-6319.245600638937
HR46_benzene0-,0,1,12,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-6319.216177483923,-6319.2381363854,-6319.245562926529
HR46_benzene1+,0,1,12,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-6319.216177693109,-6319.2381901602885,-6319.245603707018
HR46_benzene1-,0,1,12,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-6319.216177710938,-6319.238134069247,-6319.24556390565
HR46_benzene2+,0,1,12,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-6319.220134658015,-6319.21873382232,-6319.225335716587
HR46_benzene2-,0,1,12,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-6319.220132068375,-6319.218728897632,-6319.225331004399
HR46_bromine,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,-140084.64519590736,-140084.65463026706,-140084.6520441444
HR46_bromine0+,0,1,2,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-140084.64430783901,-140084.66741781318,-140084.65857365256
HR46_bromine0-,0,1,2,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-140084.64430783901,-140084.66739777834,-140084.6585497154
HR46_bromine1+,0,1,2,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-140084.64519590736,-140084.65463026706,-140084.6520441444
HR46_bromine1-,0,1,2,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-140084.64519590736,-140084.65463026706,-140084.6520441444
HR46_carbon_dioxide,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,-5132.7300007967215,-5132.7273220968245,-5132.730635172104
HR46_carbon_dioxide0+,0,1,3,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-5132.729249215953,-5132.734303578942,-5132.734715216791
HR46_carbon_dioxide0-,0,1,3,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-5132.729249215953,-5132.734564707707,-5132.734790414621
HR46_carbon_dioxide1+,0,1,3,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-5132.7300007967215,-5132.7273220968245,-5132.730635172104
HR46_carbon_dioxide1-,0,1,3,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-5132.7300007967215,-5132.7273220968245,-5132.730635172104
HR46_carbon_monoxide,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,-3084.1041115394214,-3084.104910326138,-3084.116162476558
HR46_carbon_monoxide0+,0,1,2,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-3084.1175895655397,-3084.106230670536,-3084.113844536669
HR46_carbon_monoxide0-,0,1,2,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-3084.0903226317478,-3084.1053699454965,-3084.1242043013453
HR46_carbon_monoxide1+,0,1,2,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-3084.1041115394214,-3084.104910326138,-3084.116162476558
HR46_carbon_monoxide1-,0,1,2,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-3084.1041115394214,-3084.104910326138,-3084.116162476558
HR46_chlorine,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,-25043.959715823967,-25043.96556239622,-25043.95708642162
HR46_chlorine0+,0,1,2,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-25043.959307313544,-25043.975987129994,-25043.961798881875
HR46_chlorine0-,0,1,2,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-25043.959307313544,-25043.975982919772,-25043.96178009019
HR46_chlorine1+,0,1,2,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-25043.959715823967,-25043.96556239622,-25043.95708642162
HR46_chlorine1-,0,1,2,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-25043.959715823967,-25043.96556239622,-25043.95708642162
HR46_chlorobenzene,0,1,12,0.0,0.0,0.0,0.0,0.0,0.0,-18825.60592581969,-18825.611060048745,-18825.619961477616
HR46_chlorobenzene0+,0,1,12,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-18825.54426311083,-18825.561537385263,-18825.56836328692
HR46_chlorobenzene0-,0,1,12,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-18825.656516495892,-18825.713657544835,-18825.721069255334
HR46_chlorobenzene1+,0,1,12,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-18825.601800563036,-18825.631204032907,-18825.640703476693
HR46_chlorobenzene1-,0,1,12,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-18825.602393214365,-18825.632047936648,-18825.641554895483
HR46_chlorobenzene2+,0,1,12,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-18825.605422950037,-18825.61037940133,-18825.619277407808
HR46_chlorobenzene2-,0,1,12,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-18825.606427788447,-18825.611745069567,-18825.620649627224
HR46_cytosine,0,1,13,0.0,0.0,0.0,0.0,0.0,0.0,-10747.705085820002,-10747.711598431528,-10747.712095323268
HR46_cytosine0+,0,1,13,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-10747.860352961427,-10747.922960656795,-10747.925363065098
HR46_cytosine0-,0,1,13,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-10747.541216635027,-10747.552431440501,-10747.550922954506
HR46_cytosine1+,0,1,13,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-10747.504436716099,-10747.51214617514,-10747.513351361922
HR46_cytosine1-,0,1,13,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-10747.898904486407,-10747.95070949095,-10747.953064287105
HR46_cytosine2+,0,1,13,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-10747.691395645781,-10747.691599246691,-10747.691802313897
HR46_cytosine2-,0,1,13,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-10747.71876931092,-10747.731710083559,-10747.732505397553
HR46_dimethyl_amine,0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,-3677.1744377175014,-3677.167108203105,-3677.1707309648177
HR46_dimethyl_amine0+,0,1,10,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-3677.187772455603,-3677.186517325419,-3677.1904571312175
HR46_dimethyl_amine0-,0,1,10,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-3677.1589712358323,-3677.1680747857417,-3677.172322261863
HR46_dimethyl_amine1+,0,1,10,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-3677.1501769360966,-3677.1405310259415,-3677.145454472536
HR46_dimethyl_amine1-,0,1,10,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-3677.197790758613,-3677.2102681548595,-3677.2149093784897
HR46_dimethyl_amine2+,0,1,10,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-3677.140269817768,-3677.1454648762215,-3677.149453211123
HR46_dimethyl_amine2-,0,1,10,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-3677.2073857671867,-3677.2062319355323,-3677.210194831819
HR46_dimethyl_ether,0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,-4217.974845883943,-4217.968969510064,-4217.975874266869
HR46_dimethyl_ether0+,0,1,9,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-4218.007143996794,-4218.0117146644825,-4218.019006792975
HR46_dimethyl_ether0-,0,1,9,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-4217.940721287282,-4217.944380228517,-4217.951023459334
HR46_dimethyl_ether1+,0,1,9,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-4217.99882922937,-4218.000686559016,-4218.008496594707
HR46_dimethyl_ether1-,0,1,9,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-4217.950121617371,-4217.951847201022,-4217.958766863664
HR46_dimethyl_ether2+,0,1,9,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-4218.014500157613,-4218.017277903779,-4218.02510651899
HR46_dimethyl_ether2-,0,1,9,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-4217.934170496056,-4217.936325489075,-4217.942956764101
HR46_dimethyl_sulfide,0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,-13006.392592674789,-13006.390097828431,-13006.39520636697
HR46_dimethyl_sulfide0+,0,1,9,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-13006.427267587962,-13006.44397983044,-13006.44943045639
HR46_dimethyl_sulfide0-,0,1,9,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-13006.355061910017,-13006.363217771599,-13006.365539213308
HR46_dimethyl_sulfide1+,0,1,9,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-13006.417732409109,-13006.42727790867,-13006.433220880368
HR46_dimethyl_sulfide1-,0,1,9,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-13006.36646111541,-13006.370062062668,-13006.373674401444
HR46_dimethyl_sulfide2+,0,1,9,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-13006.435957354293,-13006.450363716045,-13006.456473436057
HR46_dimethyl_sulfide2-,0,1,9,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-13006.347644472227,-13006.351765562102,-13006.353802183674
HR46_dimethyl_sulfone,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,-17101.0003423621,-17100.998012914417,-17100.997277877832
HR46_dimethyl_sulfone0+,0,1,11,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-17101.10274652854,-17101.126490400202,-17101.128790663617
HR46_dimethyl_sulfone0-,0,1,11,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-17100.895496821253,-17100.896027927523,-17100.89088076045
HR46_dimethyl_sulfone1+,0,1,11,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-17100.981402559606,-17100.99042115272,-17100.98835822336
HR46_dimethyl_sulfone1-,0,1,11,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-17101.017467958754,-17101.03056116453,-17101.02975505289
HR46_dimethyl_sulfone2+,0,1,11,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-17101.14467043677,-17101.172553934888,-17101.176348770718
HR46_dimethyl_sulfone2-,0,1,11,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-17100.853764126005,-17100.849160685735,-17100.84244769992
HR46_ethanol,0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,-4218.476684898493,-4218.474371555663,-4218.475142459598
HR46_ethanol0+,0,1,9,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-4218.4731840571785,-4218.487712866181,-4218.490774359373
HR46_ethanol0-,0,1,9,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-4218.478591539691,-4218.478847914784,-4218.479163638464
HR46_ethanol1+,0,1,9,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-4218.418144149604,-4218.41203055574,-4218.411654973538
HR46_ethanol1-,0,1,9,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-4218.534491570901,-4218.551800828642,-4218.554481935205
HR46_ethanol2+,0,1,9,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-4218.476399926974,-4218.481085950117,-4218.482476844197
HR46_ethanol2-,0,1,9,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-4218.476399566648,-4218.481040212524,-4218.482446558984
HR46_ethene,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,-2137.8977477053854,-2137.899842265763,-2137.899890803809
HR46_ethene0+,0,1,6,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-2137.8967884266763,-2137.9099404191998,-2137.9089854230638
HR46_ethene0-,0,1,6,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-2137.896788423821,-2137.9099226255385,-2137.9089931745766
HR46_ethene1+,0,1,6,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-2137.897264774203,-2137.90562467568,-2137.9058352509483
HR46_ethene1-,0,1,6,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-2137.897264634543,-2137.905563896,-2137.9058008000547
HR46_ethene2+,0,1,6,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-2137.8976541694788,-2137.900980800597,-2137.9010510046537
HR46_ethene2-,0,1,6,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-2137.897654504891,-2137.9009542434305,-2137.901036726644
HR46_fluorobenzene,0,1,12,0.0,0.0,0.0,0.0,0.0,0.0,-9020.476054290488,-9020.48036454404,-9020.488086898795
HR46_fluorobenzene0+,0,1,12,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-9020.524248801732,-9020.567816619527,-9020.57585926457
HR46_fluorobenzene0-,0,1,12,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-9020.419611008841,-9020.433326218388,-9020.44147814968
HR46_fluorobenzene1+,0,1,12,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-9020.471966181221,-9020.499913874122,-9020.508487391948
HR46_fluorobenzene1-,0,1,12,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-9020.472635194988,-9020.500807617987,-9020.509386253296
HR46_fluorobenzene2+,0,1,12,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-9020.476035299802,-9020.480343923253,-9020.488066110745
HR46_fluorobenzene2-,0,1,12,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-9020.476073275726,-9020.480385168461,-9020.488107690488
HR46_fluoromethane,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,-3802.735799111389,-3802.727775115726,-3802.734045979549
HR46_fluoromethane0+,0,1,5,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-3802.8033716734003,-3802.8120991063483,-3802.818937599741
HR46_fluoromethane0-,0,1,5,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-3802.667815988153,-3802.651227311668,-3802.657390656608
HR46_fluoromethane1+,0,1,5,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-3802.7356193013607,-3802.7311687583833,-3802.7380400658676
HR46_fluoromethane1-,0,1,5,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-3802.7356190499063,-3802.7314057271906,-3802.7381892336484
HR46_furan,0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,-6259.387816835189,-6259.386032711421,-6259.387468388054
HR46_furan0+,0,1,9,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-6259.365120003201,-6259.373372506196,-6259.373329238544
HR46_furan0-,0,1,9,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-6259.406986189844,-6259.424909843466,-6259.427988833244
HR46_furan1+,0,1,9,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-6259.386518029555,-6259.40200661864,-6259.405120725417
HR46_furan1-,0,1,9,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-6259.383962020927,-6259.398798475731,-6259.401735184707
HR46_furan2+,0,1,9,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-6259.387658211441,-6259.385839158556,-6259.387260765497
HR46_furan2-,0,1,9,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-6259.387975239171,-6259.386227843528,-6259.3876775973495
HR46_hydrogen_sulfide,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,-10867.511118995744,-10867.513431898276,-10867.515011614596
HR46_hydrogen_sulfide0+,0,1,3,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-10867.493464674675,-10867.492677464135,-10867.492365560982
HR46_hydrogen_sulfide0-,0,1,3,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-10867.52847463771,-10867.539916786856,-10867.542965981404
HR46_hydrogen_sulfide1+,0,1,3,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-10867.520045086145,-10867.525845333807,-10867.528283760957
HR46_hydrogen_sulfide1-,0,1,3,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-10867.502169319807,-10867.501715387505,-10867.50231808688
HR46_hydrogen_sulfide2+,0,1,3,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-10867.487953471076,-10867.484590585822,-10867.483494097074
HR46_hydrogen_sulfide2-,0,1,3,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-10867.534127126553,-10867.546906702526,-10867.550422209622
HR46_imidazole,0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,-6155.907230980767,-6155.901182207062,-6155.90246819701
HR46_imidazole0+,0,1,9,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-6155.765331947031,-6155.753198055113,-6155.755627248444
HR46_imidazole0-,0,1,9,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-6156.046229086769,-6156.073804403745,-6156.076525367081
HR46_imidazole1+,0,1,9,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-6155.859785288204,-6155.86780583841,-6155.871046109928
HR46_imidazole1-,0,1,9,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-6155.950353388787,-6155.962024422677,-6155.96599919213
HR46_imidazole2+,0,1,9,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-6155.907363548701,-6155.901340905635,-6155.902627985926
HR46_imidazole2-,0,1,9,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-6155.907098417859,-6155.901023588692,-6155.902308500369
HR46_isobutene,0,1,12,0.0,0.0,0.0,0.0,0.0,0.0,-4277.218779108742,-4277.228346769706,-4277.227852447488
HR46_isobutene0+,0,1,12,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-4277.183973971745,-4277.22110911889,-4277.217698804398
HR46_isobutene0-,0,1,12,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-4277.248809467793,-4277.269661664899,-4277.269608937154
HR46_isobutene1+,0,1,12,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-4277.217611555048,-4277.2388833239565,-4277.238185984353
HR46_isobutene1-,0,1,12,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-4277.217611901608,-4277.238841921948,-4277.238151692407
HR46_isobutene2+,0,1,12,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-4277.217354634348,-4277.239903930523,-4277.239113890461
HR46_isobutene2-,0,1,12,0.0,0.0,-0.004,0.0,0.0,-0.2056882699052,-4277.21735487303,-4277.2398660849085,-4277.239086589558
HR46_methanol,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,-3148.8248326382213,-3148.8204497854485,-3148.8222528784345
HR46_methanol0+,0,1,6,0.004,0.0,0.0,0.2056882699052,0.0,0.0,-3148.864262442484,-3148.867368360168,-3148.8701321109284
HR46_methanol0-,0,1,6,-0.004,0.0,0.0,-0.2056882699052,0.0,0.0,-3148.7849122202856,-3148.7832070982713,-3148.7857024666664
HR46_methanol1+,0,1,6,0.0,0.004,0.0,0.0,0.2056882699052,0.0,-3148.7762821312144,-3148.7642357287073,-3148.7655679812224
HR46_methanol1-,0,1,6,0.0,-0.004,0.0,0.0,-0.2056882699052,0.0,-3148.8730132338137,-3148.8861488636157,-3148.8894895220396
HR46_methanol2+,0,1,6,0.0,0.0,0.004,0.0,0.0,0.2056882699052,-3148.8223405247863,-3148.8213896461307,-3148.8233449063846
