Reaction,Dataset,Reference,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4
3B-69_11,3B-69,0.33499969778377536,0.30875769079667675,0.32606057429165947,0.09309975282014074,0.3474387553133061,0.33444372438646247,0.2876667836917579,0.32862577029453355,0.3500330677760206,0.27315594086542416,0.4030238583192511,0.4017110457636771,0.25115288586895307,0.3312940033905553,0.31659553507550364,0.3127224838679485,0.35620931535879247
3B-69_12,3B-69,-0.16600010124888426,-0.1697616440101425,-0.17377739083263027,-0.19307142469191854,-0.17651803847667485,-0.18200284784486187,-0.18768256165621286,-0.18223201447088777,-0.18843281192508946,-0.18601175484361285,-0.17689943885351084,-0.17393000122068827,-0.1884140493690837,-0.184605191751783,-0.1852294387588163,-0.1827327041644975,-0.17283357516427628
3B-69_13,3B-69,-0.12199976443727115,-0.2177103958888828,-0.16540233585259811,-1.0167105536764673,-0.13556043247288405,-0.2832013006415181,-0.29869984338594663,-0.47292653103026144,-0.48365148376344186,-0.47251325342365286,-0.06305208914822939,-0.21241101585649041,-0.6336224204600015,-0.26975904392631145,-0.3056185119340537,-0.24937170012293033,-0.2998240448253347
3B-69_14,3B-69,0.2549997699548141,0.18993971326287956,0.20882937989891034,-0.4403665077935546,0.25335299681846496,0.19740820545477872,0.16970403873597875,0.11265991347942941,0.09350142158857845,-0.08720034813218934,0.3301220039057305,0.25338656854132047,-0.10175530485033248,0.2204890706614771,0.1547742705634767,0.16473297138438614,0.33452285698157996
3B-69_15,3B-69,0.21999980152964352,0.21467450512767658,0.24538318721609947,0.2508883279687265,0.2500143953995037,0.23830299793225315,0.23942705555107263,0.23866557279591483,0.23906805751065863,0.22266885029788855,0.23761738106206615,0.24025605821084042,0.24909509393279564,0.23353963616019108,0.2293983247428621,0.22648906517437445,0.3447998056830528
3B-69_16,3B-69,0.5420000130487919,0.5218762863010294,0.5614240040757378,0.30960614636544737,0.5726288758446995,0.5267502778364344,0.5019979783856376,0.5389584746723165,0.5692462861629076,0.4247056911459003,0.6263441889691133,0.6249994361909283,0.48178207037647947,0.5533755675331109,0.5196205152576777,0.5137444537680375,0.5870934462222528
3B-69_17,3B-69,-0.921999670236358,-0.9354157600239973,-0.9924780830411946,-1.019257991192082,-0.9557267357831902,-0.8825042240308754,-0.9449202694611489,-0.8331359201581963,-0.8817094203114427,-0.8991534308426122,-0.9229611401627075,-0.8401365412831943,-0.9005946318984771,-0.9382896908117456,-0.927682145100844,-0.9458424575407867,-0.9307733362974592
3B-69_18,3B-69,-0.20600006516336491,-0.30932094332936183,-0.3448953338943276,-1.215112985085989,-0.2683943362225855,-0.3183041808228737,-0.33910009567622085,-0.5141368980806771,-0.5520433022825528,-0.5711332698433498,-0.16477275546381032,-0.30994763703388034,-0.8361953425255121,-0.271536778192707,-0.39515049692322596,-0.35039796449292393,-0.17487537754909604
3B-69_19,3B-69,-0.21799992883581432,-0.34302441435074116,-0.35627572029729815,-0.8824160589547366,-0.31219669349010637,-0.35670776056692177,-0.4073746950458047,-0.36365303552784783,-0.3155460883359792,-0.5859812734543918,-0.21266289817798958,-0.26515651282234987,-0.5282440642507692,-0.2995472323925097,-0.390692606935549,-0.3953618419978145,-0.23595656870888868
3B-69_20,3B-69,-1.197999672250064,-1.223004167783763,-1.3116264523636034,-1.2491472164844073,-1.276951471154294,-1.2484614741635904,-1.2654137682346605,-1.1681940390936791,-1.2038879073475472,-1.2500101675042785,-1.261247607177038,-1.190949728527381,-1.1990946137757252,-1.250326175108396,-1.2535200163096643,-1.256153234519045,-1.2104020399186495
3B-69_21,3B-69,-0.7769998010463657,-0.8244342459916933,-0.903489835039564,-1.0072781448932404,-0.8515742192802492,-0.8349766560733485,-0.8664013895973222,-0.7671565617676017,-0.7802169166601508,-0.8702090542030315,-0.7942558095084579,-0.7511225028150509,-0.8387283472261666,-0.8183833610414464,-0.8580311662678646,-0.8541350225492393,-0.7916493016893164
3B-69_22,3B-69,-0.31200022054052823,-0.31180788892221317,-0.3219451787914732,-0.3379308573180261,-0.3229379616894397,-0.3128071975357997,-0.32755781193593286,-0.31914667493633536,-0.307592092076219,-0.32400278249818115,-0.31296959713934386,-0.31621200125322446,-0.32206145650839463,-0.3126367667377374,-0.31312459205245374,-0.31235181388951594,-0.3179779460496637
3B-69_23,3B-69,-0.14699974188382153,-0.2609070185888516,-0.24486354673703448,-0.8743011692123865,-0.22058037321613558,-0.2795554707369857,-0.32780436034063076,-0.365598252092301,-0.33951600895882955,-0.5579728901709011,-0.13295984483911147,-0.2377007769810917,-0.5625330642269184,-0.24607639757688674,-0.3002266366921093,-0.29807616178065754,-0.13769111536269768
3B-69_24,3B-69,-0.4900001854618619,-0.5230986120342324,-0.5531853695395801,-0.945308132988804,-0.5293294673095406,-0.575024581661712,-0.625550452346935,-0.5824151371593376,-0.5719337837601338,-0.6295282347840229,-0.4537328987664696,-0.4550689294264227,-0.6711530716679033,-0.5980968506288459,-0.5895199248968593,-0.5712037389970299,-0.4447125914143978
3B-69_25,3B-69,-0.08900029621540387,-0.23469670088485714,-0.1676506393553564,-1.2761417955248617,-0.0817378782145953,-0.18930078307467316,-0.17387421553353946,-0.5368945332654194,-0.6548405236956759,-0.411442776432512,0.008576548595361657,-0.3127974084629927,-0.8436315808503908,-0.19656332667358598,-0.29464255549749047,-0.20670889985139662,-0.07055488732548507
3B-69_26,3B-69,0.5789998541677916,0.5466332291729512,0.5655897256459531,0.36067976999216894,0.5875569497381373,0.6896078116710691,0.6185622557210556,0.6916745139549079,0.6096503033988696,0.6916800361724982,0.6699925558559777,0.7360147099971884,0.5093447965573622,0.6358499534832803,0.5837089361863065,0.5804482716042979,0.5694727800520278
3B-69_27,3B-69,-0.8599998516708078,-0.8619647720699932,-0.8993152028363091,-0.8666879103108938,-0.8831725215445121,-0.8616269837824472,-0.8746390830219021,-0.8323419324207395,-0.8495153605678655,-0.8571436796801469,-0.8714507700307478,-0.8479172823400655,-0.8577927752573802,-0.8654999722111827,-0.8670870063604998,-0.8697302645082774,-0.874234393914515
3B-69_28,3B-69,-0.6630001548938854,-0.7608669090269433,-0.7927103792039287,-1.4436623522435423,-0.7385779606413896,-0.7755264088165092,-0.8173115744232915,-0.9570495256053508,-0.9073955794945374,-0.8816903441823669,-0.6543133528971979,-0.7139801542298437,-1.1613935932644686,-0.7664863190023015,-0.8310585499694155,-0.7922149604699517,-0.627732392430816
3B-69_29,3B-69,0.2699997564227443,0.18439572972075494,0.22729503835158024,-0.4470923427078004,0.24771262806283825,0.11744467316246933,0.08411243680787103,-0.04807149288915993,-0.050525745127583684,-0.20618279579347512,0.31341450139549326,0.1598702748643935,-0.14572106575447397,0.1675025471161425,0.1164538984019953,0.12932173326942292,0.29876099380858995
3B-69_30,3B-69,-1.6360000301249957,-1.6375342909235844,-1.704857585932039,-1.6532230316972136,-1.670670807138401,-1.6412259291059996,-1.6486404554474534,-1.6454422278615226,-1.6371492511230301,-1.6192213680955836,-1.7099257917359598,-1.6707359426249684,-1.6438861925735502,-1.693023635719488,-1.6489781182843697,-1.6483587037483158,-1.6501072953019102
3B-69_31,3B-69,0.17600009222750446,0.017141488102863967,-0.02146590678872724,-0.9025525871415053,0.061265507063283646,0.12978150922155324,0.09087981278808528,-0.09098604988888379,-0.17466123806796915,-0.049225106027189505,0.20187795546724455,0.06348525897289896,-0.5320261891485462,0.11090175728730826,-0.01772902515945663,0.018198653319911398,0.2251320546533105
3B-69_32,3B-69,0.18999982859378303,0.14202189746666435,0.12275415609042724,-0.492746166930933,0.17947680827589493,0.15785000821859652,0.13319415708114954,0.08527728261053075,0.09520303910441325,0.08709555390981828,0.25625836570527666,0.22218340918719606,-0.17183305274361435,0.15213866800739315,0.11091537429864139,0.12620094043256708,0.23555047642354351
3B-69_33,3B-69,-0.1290002601298845,-0.1182831512863043,-0.11799255162593747,-0.12277762523874525,-0.11825190120267176,-0.11874361787678996,-0.12653490071024748,-0.12329023762895416,-0.11208643249353957,-0.11752348840351969,-0.1228538049108048,-0.11925673214085797,-0.12272227878931508,-0.12621242382010806,-0.11828327684394353,-0.11928955119560394,-0.1132378208714792
3B-69_34,3B-69,-1.2830002230778095,-1.354649631274536,-1.4984298103839513,-2.0191979149735677,-1.411255190189144,-1.3495909009703522,-1.3831180420178029,-1.407898892990403,-1.4052439004468154,-1.4785413369368536,-1.3635108806754261,-1.328124429243588,-1.7265406739070432,-1.385210095673115,-1.4083198262600451,-1.3999305266588327,-1.2418695248200282
3B-69_35,3B-69,0.06699981405486026,-0.02433098968658585,-0.0065147405982379615,-0.6183487771653541,0.019696392766704342,-0.08828430788449593,-0.12100208708960317,-0.2572974585766363,-0.1782867995095602,-0.2701899546408892,0.09686644133358838,-0.027409048945258835,-0.34820469343848837,-0.03608273599294864,-0.11045672765186851,-0.08051115967616886,0.12588991086781715
3B-69_36,3B-69,-0.2929998611754655,-0.30277194054826195,-0.31892616811342883,-0.29152929276602896,-0.3104586179951842,-0.29463452348256725,-0.31279427112715213,-0.2892711371619555,-0.29518478643541757,-0.27592187706645277,-0.32354802631906554,-0.3069202175253159,-0.30454722790315364,-0.3119677155215674,-0.3032695557918601,-0.3032923342304832,-0.3009443061803962
3B-69_37,3B-69,-0.0050012505082582,-0.03028147400442054,-0.014729655548524996,0.02900210707901607,-0.012606226037922377,-0.008753757258746175,-0.012963090668562946,-0.011833824690581429,-0.009890616192281194,-0.011356227472372001,-0.007253130949335026,-0.010938745254319615,0.005519385124118955,-0.008944331782515573,-0.03424865138672554,-0.03704182153908086,-0.07441167789134512
3B-69_38,3B-69,0.1369997509052014,0.078001121964615,0.10263563772021525,-0.38730562448420336,0.12166147404153993,0.0345694969549693,0.0004408254520333343,-0.05071795111592787,-0.030626101901684733,-0.007865454653382847,0.18041317798387474,0.18726834250998917,-0.1795481563330497,-0.002590736281522925,0.016956749298415348,0.051156015584010284,0.15653581766793195
3B-69_39,3B-69,0.12499988723275199,0.02069225036437093,0.02349840995388192,-0.5296216982204636,0.05389164302700279,-0.004354915780358244,-0.04797943720268478,-0.07545318243246218,-0.08334204352668301,-0.24433361488326596,0.13836941582516554,0.04481779340316911,-0.25199230535405426,0.015145505303248645,-0.030842529956144935,-0.027535868795464345,0.12621532170468946
3B-69_40,3B-69,1.4589996877958398,1.2831828280894428,1.4559353079644137,0.17372505655376905,1.5218546136342939,1.306719453579673,1.3260062710849856,0.8804099739016119,0.7404618697291411,0.8829691458487063,1.6068522151053013,1.1850883510749886,0.6408592361572023,1.3548147918263613,1.2015685069029127,1.2948085708129342,1.5168477103489748
3B-69_41,3B-69,0.3529998070471864,0.2475962249309568,0.2162225082580467,-0.5751092955435819,0.29474226681132937,0.29277082011460726,0.28002635376043716,0.16266200195997246,0.07160924764907763,0.0563841107661049,0.3938231261377318,0.3254050779143893,-0.22474082382671823,0.2993499426752283,0.1880970942684972,0.21489024290047926,0.4018472907835545
3B-69_42,3B-69,-1.2279996451859245,-1.2309292986276217,-1.3204715747774787,-1.3517831679560415,-1.3276157700641862,-1.3274272662427102,-1.3576442320850524,-1.32377503571649,-1.3343340119872087,-1.3180234721881436,-1.319285079912893,-1.300611966674943,-1.33662159805223,-1.340617892108394,-1.3246265661276397,-1.314190267731823,-1.2375456619407372
3B-69_43,3B-69,-0.9069996837684278,-1.012605825974214,-1.0235801509105327,-1.8840820100839153,-0.9120168730118257,-1.0766870308698955,-1.1142895946092817,-1.3330279136977323,-1.3788559348773877,-1.1737267901138528,-0.9204081179717111,-1.026093514579744,-1.5303856048887021,-1.074127546312815,-1.1041861901786263,-1.0221686311455358,-0.8849390429786774
3B-69_44,3B-69,0.5769999814739625,0.39636359812929123,0.41497207786154233,-0.6105965877372956,0.4935788093354472,0.44436455912162115,0.4106625310500088,0.16643609494983563,0.058573052115164566,0.03621394825601006,0.61751638562643,0.35081117974875026,-0.19162212891365044,0.5039126350767762,0.3469536903048148,0.38057577361600065,0.5968487651764838
3B-69_45,3B-69,0.13800000100685303,0.08642662889334363,0.10638325010458712,-0.1897213397784069,0.1251616590463997,0.08251122070918375,0.03902217883317273,0.05252210374404189,0.04400736499861801,-0.03048604185574293,0.18663010263911006,0.16736073001231686,-0.027919025837816493,0.11678961548787102,0.06234388196185944,0.06879166723682657,0.15333626473551162
3B-69_46,3B-69,-0.1360001283130238,-0.18343720904132013,-0.15464029731646436,-0.12559263257546682,-0.1522971141147719,-0.1508595526966441,-0.16154597639174595,-0.14576417579155582,-0.13216002141800368,-0.16978900355477822,-0.13715819694926507,-0.13211735079698936,-0.1479303384166341,-0.1458176395184536,-0.19780190477309412,-0.2005795130548204,-0.24686140897756206
3B-69_47,3B-69,0.7799999238418466,0.7095199422105761,0.7475254928239237,0.08606022623383495,0.7940476019123891,0.8279108995687924,0.8050521099777651,0.7031147647064642,0.6980860295872465,0.7490455715072909,0.8819569727848868,0.8499196651549825,0.39445176520092323,0.7968144794390141,0.7074671079106699,0.725062285131065,0.7922731789077002
3B-69_48,3B-69,0.5120000401129314,0.36982339877338355,0.40618932977193456,-0.3950492169593017,0.4482079291096479,0.37838193773053747,0.3607311628740942,0.19167716139764296,0.18458040556803504,0.1125298303077067,0.5510798242165553,0.4061275830218445,-0.062095011596910527,0.4514281192235654,0.3088375727782836,0.3372323763899737,0.5232508642976602
3B-69_49,3B-69,0.5389998902533111,0.498550755162477,0.48276016923719806,0.19889910511350464,0.5324571628202924,0.541358698495494,0.5391111476251754,0.5566538025869483,0.5620044502289849,0.4768170272233456,0.5948530652382545,0.5905963548647997,0.41092395168573437,0.5504562046053506,0.49786143587573334,0.49329241407250546,0.5692870791621686
3B-69_50,3B-69,-0.21400018344815586,-0.3372333804230502,-0.3216752245166539,-1.1154922166392314,-0.27011672414656024,-0.3352720369072519,-0.3713742257378638,-0.5309764914007525,-0.5533295082826287,-0.513720796711298,-0.19054776993336178,-0.3134643256273331,-0.7792676830726545,-0.3544425139168238,-0.4052052695629164,-0.36266979065874944,-0.1923457810094281
3B-69_51,3B-69,0.1540002375764349,0.12199336383094563,0.11936378529497191,0.15490968700994454,0.13520927828928328,0.16273830690431298,0.15081073239087134,0.18806113798492002,0.17563419141968492,0.16418923436117458,0.1475250927179394,0.17327532071838464,0.15664744896746646,0.15140705455853412,0.1345814549227095,0.1265374108642782,0.14725626717776094
3B-69_52,3B-69,0.4320001122839701,0.34402554312205913,0.387263644073507,-0.040182443494150046,0.420557539476797,0.35892286891273295,0.3243195492979786,0.3363913256186467,0.3628022581058356,0.1285988423668331,0.4761157854540215,0.41309387911382134,0.2541424036639279,0.3731143722917772,0.32017993198136485,0.31330324373694485,0.4649274371060526
3B-69_53,3B-69,-0.0009977400637554,-1.6503410244143216e-05,-0.0004960464151638501,0.0053188958272241856,0.0012823783825777406,0.0028363427185683107,0.0023892422381560172,0.0024410745004790194,0.006682473975904208,0.006180968300318577,0.0003460713820779709,0.0007647457556469635,0.0033925674120857947,0.0012826292838375043,0.0009028603715763278,0.0011103153352054074,-0.003485451243933123
3B-69_54,3B-69,-0.13100013282371373,-0.17499105708374188,-0.16375650402391212,-0.1979891536602339,-0.16038621317659033,-0.16595115560599288,-0.18261404210087312,-0.14217896308206768,-0.15956430117047954,-0.18833046518493887,-0.13209877632775396,-0.09899156480222714,-0.16369193308301408,-0.1594532948055585,-0.1847356515964234,-0.18747736594535472,-0.14300038555606456
3B-69_55,3B-69,0.04800001944832417,-0.129882789435166,-0.07145262130706272,-0.9573991111031964,-0.04002882925136451,-0.16913262855939168,-0.2126381113521855,-0.4348390279470324,-0.5254377161464504,-0.5397132429473581,0.04360205659244325,-0.21426712598353861,-0.5939702222143411,-0.1288945248643925,-0.20985818164525497,-0.16903072091428056,0.06800712360969695
3B-69_56,3B-69,0.1499998646793024,0.046701576683592844,0.07437185814213707,-0.5273978048349218,0.1038961787757476,-0.004116462062393799,-0.03429684415399062,-0.14494715835751834,-0.08627652869498614,-0.22934536288982338,0.18365733926264854,0.10301057473221341,-0.23754339764993923,0.03325015836274727,-0.022826723810777213,-0.005928019345272261,0.20932747500811094
3B-69_57,3B-69,-0.02698290738458,-0.10482803054890205,-0.1099157517196172,-0.17291977365822075,-0.09272858103918867,-0.0811432501476478,-0.1418635769169248,-0.04094794252429284,-0.01967712840817907,-0.09843791311289955,-0.04218181435251677,0.022682898676468465,-0.06880835912620871,-0.06516949453171282,-0.11612370299866315,-0.12978998086656268,-0.005766956966255749
3B-69_58,3B-69,1.6940001033028877,1.6148441127932929,1.6441215715561448,1.131589967914564,1.6984893688159202,1.698668146486088,1.7013184326157123,1.6659954223200377,1.6694785391192954,1.566345035111543,1.7763569567355717,1.7347249033550367,1.3924327926634725,1.7313519146592815,1.6219181528204183,1.6259539170619084,1.7283762713044701
3B-69_59,3B-69,-1.4489996968172199,-1.4755356290550161,-1.571895231081576,-1.5074976989805136,-1.5342225740053523,-1.5222313073118081,-1.5378762481590655,-1.5149050715684627,-1.5140522860802974,-1.5299935998851206,-1.5557942166630752,-1.5382849449806897,-1.498059705450565,-1.5492756479836318,-1.5136909662223115,-1.508539866408894,-1.4754545507801977
3B-69_60,3B-69,-0.362000175433629,-0.4043721253558827,-0.38859603498871365,-0.3852192809905728,-0.39137169755506923,-0.3793420271313972,-0.41054901474507577,-0.38272869575998436,-0.3654436964169097,-0.3962519641901927,-0.3751181983774892,-0.36381311302846187,-0.3872691034766079,-0.38629012592643336,-0.4224829272797347,-0.4297297201365129,-0.45581052820323953
3B-69_61,3B-69,0.3320002024977685,0.1635965517242395,0.18446287327347527,-0.6693430833204684,0.23386035638481434,0.18945138528956887,0.15237843936717385,-0.004842239435234194,-0.09599175581089775,-0.1714155706682411,0.33605359996724105,0.13696875230156963,-0.30094212311828356,0.20613937175528582,0.0829989210369774,0.10534246281148417,-20.432719736588467
3B-69_62,3B-69,0.004000002666542804,-0.020573274584997393,-0.0640908056320296,-0.3271851969555253,-0.0354575483737146,-0.02300449730518936,-0.0738796397368389,-0.018910939381737032,-0.027781413381104493,-0.006099078395237918,0.02017549628421695,0.08359825537520911,-0.14474798688078874,-0.08398963358934834,-0.06709939987710822,-0.05662225051863169,-20.999468951576976
3B-69_63,3B-69,0.09600016439854316,0.011068200459497237,0.03317228441162353,-0.44650662530956226,0.05116737362793073,-0.022904095709692932,-0.06762198953390385,-0.08367769819043694,-0.07446221954954801,-0.26281012925630876,0.12539044896383808,0.06464138251464775,-0.19817514768437702,0.011766053599353427,-0.049949189156635494,-0.051315716768404414,-20.741608660086992
3B-69_64,3B-69,-0.0039972353497622,-0.003472700223612864,-0.022246967618159495,-0.2763110583429335,0.0017724631640837411,0.021159619272054744,-0.024378743002113613,0.03480933102223007,0.07117174804769262,-0.06933358463735342,0.06888491518582768,0.09177219387653666,-0.06536339465644206,0.023060533750918783,-0.021777214328102902,-0.037528204082379106,0.028081388416124963
3B-69_65,3B-69,-0.23799991079305463,-0.2646737070309597,-0.27794383784863486,-0.23052263326294134,-0.27637098550600864,-0.2569274791295497,-0.2776199805378595,-0.24990539713640536,-0.2238416656220101,-0.26760511757090233,-0.2538679936623862,-0.2516651219786119,-0.2544571624689119,-0.264710604354775,-0.30547650656510883,-0.3126331893437732,-0.3535336401190634
3B-69_66,3B-69,0.017999983761516288,0.015412887715311163,0.016205745969061613,0.017231849581614493,0.01888056791622086,0.012518814164939888,0.01321227499894951,0.021119960892948934,0.02992561312149816,0.006238950104720872,0.021367827224821386,0.019598564282407173,0.023308776613029797,0.01788627896863966,-0.0001662899641920369,-0.0012222001755636744,0.006124122293174369
3B-69_67,3B-69,0.08100017793061293,-0.14479341862843312,-0.07883250922077428,-1.2815172299570328,-0.037459429100753776,-0.20314991720283784,-0.23631460858756828,-0.5755117173368269,-0.6453763630619668,-0.7375296432785622,0.08067939517738268,-0.2890292948501929,-0.7818926179734845,-0.15389312171161804,-0.2776606430213814,-0.22738464680552342,0.13180442406344456
3B-69_68,3B-69,0.13800000100685303,0.0812728308034553,0.0695338228903093,-0.47840136295351277,0.10745396926878979,0.04349895657779682,0.015638226224462003,-0.047039929909175916,-0.03993106333186825,-0.06675226168313418,0.17331435173733167,0.10572241977484592,-0.20566528879552315,0.023279722860669465,-0.0021310221807978517,0.024512088853297413,0.17608355414913
3B-69_69,3B-69,0.1540002375764349,0.03816336921788834,0.052740602572135066,-0.5935955362819516,0.08871283403835196,0.012700791700079322,-0.011147203965666885,-0.13421994672826476,-0.14842600801620112,-0.2589125424095675,0.17179245318159125,0.004371042660363823,-0.29665541752419283,0.04592553587686375,-0.04393175005057674,-0.03083757249824268,0.19513423718582587
3BHET_1,3BHET,-0.5459997584364504,-0.6093368623783809,-0.7894490869050635,-1.5572548075280952,-0.6282809969527349,-0.6997671900539927,-0.6920552240857561,-0.8325557875423494,-0.8091759768732723,-0.9066020937379491,-0.6151514280548606,-0.6722482013416902,-1.1664503156808483,-0.7054575085634287,-0.681820858293299,-0.6449441972347039,-0.5717470439164797
3BHET_2,3BHET,-0.5739998586784817,-0.6031131606068888,-0.7374279240769193,-1.3514568632343853,-0.644756760225124,-0.6608239521265189,-0.666815914624493,-0.7159399916603575,-0.6463358251026677,-0.834793549161512,-0.6022822752959283,-0.5786858483786111,-0.9952093809214904,-0.6765595050684283,-0.6470747802491227,-0.6468202623586327,-0.5618512739398058
3BHET_3,3BHET,-0.40500026214359053,-0.46113518890959376,-0.4920791243516324,-1.323609185061356,-0.4240485632683855,-0.5250434520684469,-0.5550824559372389,-0.6997461686019137,-0.6566409112710928,-0.7238257778051898,-0.3583966395111909,-0.4887046921710634,-0.9235098973869712,-0.4959446447047278,-0.5235263224201312,-0.4820689676559594,-0.3901072441663021
3BHET_4,3BHET,-0.5589998722105514,-0.5911288592947207,-0.6732131225358036,-1.2639082472461667,-0.6125869221552951,-0.6424128240342939,-0.6859381990094789,-0.7042419599821523,-0.6425141042479067,-0.7670623099995428,-0.5445778220115342,-0.5454161119415895,-0.9271416710781216,-0.6339152162019521,-0.6403198288393667,-0.6231736346078977,-0.5421584824658209
3BHET_5,3BHET,-2.4209999494561525,-2.455103018574503,-2.6035392551152485,-3.3173034204570113,-2.4426935167451087,-2.702495051899018,-2.6329577778144397,-2.780057858476456,-2.7879017896433864,-2.856131145762299,-2.486077137199104,-2.5909520425345915,-2.903166243913891,-2.54275228754102,-2.615290750609526,-2.5296967639958523,-2.4397489850216636
3BHET_6,3BHET,-1.5929999434150344,-1.6100209496476485,-1.7768335501347234,-2.4027869262201023,-1.6873279832932508,-1.688395816165552,-1.7086114103519516,-1.7530824420378806,-1.7389448418374713,-1.8240720868501152,-1.6259055990401972,-1.6163184465126434,-2.0361402313321784,-1.6875041879592287,-1.702501099702286,-1.6771265618278208,-1.611961750453372
3BHET_7,3BHET,3.385999706402472,3.472445348846186,3.644941428108135,2.7309912612284553,3.6423627406872368,3.599206090367481,3.5955307674372,3.3569864920598818,3.497485549645209,3.540982372813233,3.799632051601638,3.7071675266244863,3.129551079875271,3.5538877326499927,3.520344088299307,3.511783917770569,3.476234497588115
3BHET_8,3BHET,-4.62299971997484,-4.7452623481928695,-5.174364119619188,-4.760892918861307,-5.023014733077967,-4.749179952494283,-4.947213722205544,-4.624288122414752,-4.753541959106647,-4.615072267207954,-5.082695527702496,-4.887955429750431,-4.754629872283779,-4.904788496962518,-4.8108190158992405,-4.824026207882648,-4.829062915697938
3BHET_9,3BHET,1.3380001734602205,1.2669550570275934,1.2923964245071762,0.5419939262671437,1.361035795250043,1.2950352273919388,1.2983534345763008,1.068318878100052,1.086781650118141,1.1871157084457822,1.4794659721063441,1.2149849104441264,0.9072865184882893,1.3608155394710753,1.2276845727675088,1.2921450439881965,1.470577633038403
3BHET_10,3BHET,1.1709998221096845,1.1268277986547164,1.1754450992693812,0.48861740549902233,1.2001883626365084,1.1917346175806975,1.1554063998165982,0.9666113267079265,1.0372025657878825,1.0416581970578354,1.3471990856566667,1.2074844151794573,0.7908719646426413,1.2528449416084313,1.1120117979737654,1.135247783615543,1.3143726195143348
