Molecule,charge,multiplicity,num_atoms,field_au_x,field_au_y,field_au_z,field_VA_x,field_VA_y,field_VA_z,mace-polar-1-s,mace-polar-1-m,mace-polar-1-l
Dip146_CH2F1-,0,2,4,0.0,-0.0001,0.0,0.0,-0.00514220674763,0.0,-3784.559521330164,-3784.5918220888125,-3784.582768161138
Dip146_CH2NH0+,0,1,5,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-2574.8205254668324,-2574.823351065794,-2574.821470214271
Dip146_CH2NH0-,0,1,5,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-2574.81868431505,-2574.8202738866407,-2574.8183922294998
Dip146_CH2NH2+,0,1,5,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-2574.818188239277,-2574.820140511085,-2574.818207716199
Dip146_CH2NH2-,0,1,5,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-2574.821021356304,-2574.823486195537,-2574.8216563126225
Dip146_CH2PH0+,0,1,5,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-10372.91683865767,-10372.906744100857,-10372.903168583935
Dip146_CH2PH0-,0,1,5,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-10372.918096908697,-10372.90842082813,-10372.904971382735
Dip146_CH2PH2+,0,1,5,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-10372.917570422485,-10372.907278169158,-10372.903685593901
Dip146_CH2PH2-,0,1,5,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-10372.917365642044,-10372.907881706813,-10372.904453673325
Dip146_CH3BH21+,0,1,7,0.0,0.0001,0.0,0.0,0.00514220674763,0.0,-1793.447889998572,-1793.4403921831495,-1793.459611005066
Dip146_CH3BH21-,0,1,7,0.0,-0.0001,0.0,0.0,-0.00514220674763,0.0,-1793.4470809054244,-1793.4388598774726,-1793.458189931669
Dip146_CH3BO2+,0,1,6,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-3810.957924794689,-3810.881281536259,-3810.8670238395994
Dip146_CH3BO2-,0,1,6,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-3810.9504048748227,-3810.8727523054768,-3810.8590911079386
Dip146_CH3Cl2+,0,1,5,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-13607.985327292032,-13607.986032538653,-13607.985271857562
Dip146_CH3Cl2-,0,1,5,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-13607.982320342458,-13607.981928193396,-13607.981153953442
Dip146_CH3F2+,0,1,5,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-3802.7255744731283,-3802.717656653026,-3802.723970812953
Dip146_CH3F2-,0,1,5,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-3802.722348637139,-3802.713828412627,-3802.7201307268506
Dip146_CH3Li2+,0,1,5,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-1288.8670029906011,-1289.0288959762536,-1289.0486138586105
Dip146_CH3Li2-,0,1,5,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-1288.855943274485,-1289.015822525898,-1289.0362573410175
Dip146_CH3NH20+,0,1,7,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-2607.905662880104,-2607.9056721366014,-2607.9082370786946
Dip146_CH3NH20-,0,1,7,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-2607.9047815091394,-2607.9050221443767,-2607.9076147236597
Dip146_CH3NH21+,0,1,7,0.0,0.0001,0.0,0.0,0.00514220674763,0.0,-2607.9041126205375,-2607.9038465154617,-2607.9064075496176
Dip146_CH3NH21-,0,1,7,0.0,-0.0001,0.0,0.0,-0.00514220674763,0.0,-2607.906332031458,-2607.9068458055604,-2607.9094410796233
Dip146_CH3O2+,0,2,5,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-3130.522804070667,-3130.5388654355374,-3130.557039534788
Dip146_CH3O2-,0,2,5,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-3130.5195327878537,-3130.5352409197717,-3130.5533341324744
Dip146_CH3OH0+,0,1,6,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-3148.8064241050333,-3148.8015087789463,-3148.8032138069643
Dip146_CH3OH0-,0,1,6,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-3148.8088154117067,-3148.8045116039016,-3148.806271734352
Dip146_CH3OH1+,0,1,6,0.0,0.0001,0.0,0.0,0.00514220674763,0.0,-3148.80659584669,-3148.8019095843624,-3148.8036388677087
Dip146_CH3OH1-,0,1,6,0.0,-0.0001,0.0,0.0,-0.00514220674763,0.0,-3148.8086435870227,-3148.804110784883,-3148.805847037363
Dip146_CH3SH0+,0,1,6,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-11936.862196112199,-11936.856633448962,-11936.861481006783
Dip146_CH3SH0-,0,1,6,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-11936.86009420576,-11936.854024389186,-11936.858806974991
Dip146_CH3SH1+,0,1,6,0.0,0.0001,0.0,0.0,0.00514220674763,0.0,-11936.860409570696,-11936.85421332721,-11936.858973751576
Dip146_CH3SH1-,0,1,6,0.0,-0.0001,0.0,0.0,-0.00514220674763,0.0,-11936.86188126579,-11936.85644019363,-11936.861310852177
Dip146_CH3SH2+,0,1,6,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-11936.86100054917,-11936.855061276665,-11936.859858594431
Dip146_CH3SH2-,0,1,6,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-11936.86129032462,-11936.855590504581,-11936.860424601218
Dip146_CN2+,0,2,2,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-2522.454315004945,-2522.763643166881,-2522.794311499637
Dip146_CN2-,0,2,2,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-2522.4539800745674,-2522.767351429009,-2522.801070184899
Dip146_CS2+,0,1,2,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-11869.912239736183,-11869.924257464367,-11869.931196393798
Dip146_CS2-,0,1,2,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-11869.913785678897,-11869.927976027258,-11869.935301571084
Dip146_CSO2+,0,1,3,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-13920.069206595857,-13920.075710590096,-13920.071299837273
Dip146_CSO2-,0,1,3,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-13920.068541947532,-13920.074030441043,-13920.070146227117
Dip146_ClCN2+,0,1,3,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-15048.481358753346,-15048.47278843437,-15048.48088949615
Dip146_ClCN2-,0,1,3,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-15048.486018782967,-15048.479096230685,-15048.487484784066
Dip146_ClF2+,0,1,2,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-15237.655786780952,-15237.650087981314,-15237.659005178393
Dip146_ClF2-,0,1,2,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-15237.657408789584,-15237.651482785583,-15237.660455066172
Dip146_ClO22+,0,2,3,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-16611.568875080633,-16611.865551877014,-16612.074682337734
Dip146_ClO22-,0,2,3,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-16611.572504092725,-16611.869044359973,-16612.078392868894
Dip146_FCN2+,0,1,3,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-5242.961596119079,-5242.937047405074,-5242.933880145294
Dip146_FCN2-,0,1,3,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-5242.958021811987,-5242.932088971159,-5242.928574440375
Dip146_FCO0+,0,2,3,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-5799.816415835162,-5799.886785768384,-5799.8903091658485
Dip146_FCO0-,0,2,3,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-5799.814393660865,-5799.884729298628,-5799.888856442432
Dip146_FCO1+,0,2,3,0.0,0.0001,0.0,0.0,0.00514220674763,0.0,-5799.8149891956655,-5799.885305638244,-5799.889313536984
Dip146_FCO1-,0,2,3,0.0,-0.0001,0.0,0.0,-0.00514220674763,0.0,-5799.815820879257,-5799.886205726722,-5799.889849807998
Dip146_FH-BH22+,0,2,5,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-3438.4369692619525,-3438.8437519627323,-3438.9107459402003
Dip146_FH-BH22-,0,2,5,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-3438.4335409836103,-3438.8386536206094,-3438.904467855781
Dip146_FH-NH22+,0,2,5,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-4254.368627294414,-4254.48720845743,-4254.530411299731
Dip146_FH-NH22-,0,2,5,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-4254.362111995383,-4254.475751534291,-4254.520741711394
Dip146_FH-OH0+,0,2,4,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-4794.766452831254,-4795.028037440525,-4795.014698716585
Dip146_FH-OH0-,0,2,4,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-4794.768784087096,-4795.03182186959,-4795.017856207434
Dip146_FH-OH2+,0,2,4,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-4794.769541824254,-4795.0336506219555,-4795.019596980587
Dip146_FH-OH2-,0,2,4,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-4794.765694285337,-4795.026211490505,-4795.012959604971
Dip146_FNO0+,0,1,3,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-6252.1686056189865,-6252.168812930353,-6252.168437596921
Dip146_FNO0-,0,1,3,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-6252.170596132008,-6252.170880477137,-6252.171212980505
Dip146_FNO1+,0,1,3,0.0,0.0001,0.0,0.0,0.00514220674763,0.0,-6252.168321326053,-6252.168779520955,-6252.168631206083
Dip146_FNO1-,0,1,3,0.0,-0.0001,0.0,0.0,-0.00514220674763,0.0,-6252.170881224264,-6252.170910671612,-6252.171016937534
Dip146_H2CN2+,0,2,4,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-2557.0936700034904,-2557.228130252097,-2557.254225877547
Dip146_H2CN2-,0,2,4,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-2557.0902855217114,-2557.222142815652,-2557.2499340281047
Dip146_H2O-Al0+,0,2,4,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-8674.500466073752,-8674.608263917977,-8674.698662313147
Dip146_H2O-Al0-,0,2,4,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-8674.500790303495,-8674.60861272002,-8674.698923233238
Dip146_H2O-Al1+,0,2,4,0.0,0.0001,0.0,0.0,0.00514220674763,0.0,-8674.500054986744,-8674.607827065394,-8674.698338069427
Dip146_H2O-Al1-,0,2,4,0.0,-0.0001,0.0,0.0,-0.00514220674763,0.0,-8674.501201737015,-8674.609043347056,-8674.699242516785
Dip146_H2O-Al2+,0,2,4,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-8674.49866545892,-8674.60574678774,-8674.694894676664
Dip146_H2O-Al2-,0,2,4,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-8674.502589757472,-8674.611155973153,-8674.702728130473
Dip146_H2O-Cl0+,0,2,4,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-14600.48597086662,-14600.784341188171,-14600.764736918463
Dip146_H2O-Cl0-,0,2,4,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-14600.48766372482,-14600.786490477978,-14600.766836762617
Dip146_H2O-Cl1+,0,2,4,0.0,0.0001,0.0,0.0,0.00514220674763,0.0,-14600.485698894954,-14600.783995249716,-14600.764399263791
Dip146_H2O-Cl1-,0,2,4,0.0,-0.0001,0.0,0.0,-0.00514220674763,0.0,-14600.487935718664,-14600.786836201998,-14600.767174029486
Dip146_H2O-Cl2+,0,2,4,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-14600.485838341376,-14600.784273848827,-14600.765079229082
Dip146_H2O-Cl2-,0,2,4,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-14600.487795751622,-14600.786557742058,-14600.7664945904
Dip146_H2O-F0+,0,2,4,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-4794.0071700758435,-4794.437329492276,-4794.413441870111
Dip146_H2O-F0-,0,2,4,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-4794.008964386552,-4794.439569457498,-4794.415964425537
Dip146_H2O-F1+,0,2,4,0.0,0.0001,0.0,0.0,0.00514220674763,0.0,-4794.006894370398,-4794.436984254945,-4794.413054069854
Dip146_H2O-F1-,0,2,4,0.0,-0.0001,0.0,0.0,-0.00514220674763,0.0,-4794.0092400442945,-4794.439914170875,-4794.416351904082
Dip146_H2O-F2+,0,2,4,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-4794.00709503927,-4794.437965004503,-4794.414604545444
Dip146_H2O-F2-,0,2,4,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-4794.009038913655,-4794.438929711948,-4794.414799273984
Dip146_H2O-H2O0+,0,1,6,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-4159.946544816368,-4159.950009828926,-4159.951538615299
Dip146_H2O-H2O0-,0,1,6,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-4159.941402473892,-4159.9440830866315,-4159.945438769407
Dip146_H2O-H2O2+,0,1,6,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-4159.943777301937,-4159.946814278024,-4159.948256198864
Dip146_H2O-H2O2-,0,1,6,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-4159.9441704389465,-4159.947273949703,-4159.948716119045
Dip146_H2O-Li1+,0,2,4,0.0,0.0001,0.0,0.0,0.00514220674763,0.0,-2283.764611080766,-2283.7543612852423,-2283.6257762397518
Dip146_H2O-Li1-,0,2,4,0.0,-0.0001,0.0,0.0,-0.00514220674763,0.0,-2283.7661768369117,-2283.7561279333104,-2283.62761935708
Dip146_H2O-Li2+,0,2,4,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-2283.7635793222794,-2283.7508991957216,-2283.6229925423518
Dip146_H2O-Li2-,0,2,4,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-2283.7672079287913,-2283.7596064171034,-2283.6304129592736
Dip146_H2O-NH30+,0,1,7,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-3618.9711828282784,-3618.9603376095138,-3618.9640652698727
Dip146_H2O-NH30-,0,1,7,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-3618.9652399257043,-3618.95320818318,-3618.956873488602
Dip146_H2O-NH31+,0,1,7,0.0,0.0001,0.0,0.0,0.00514220674763,0.0,-3618.969375403966,-3618.9582237992577,-3618.961952916995
Dip146_H2O-NH31-,0,1,7,0.0,-0.0001,0.0,0.0,-0.00514220674763,0.0,-3618.967047898981,-3618.9553176869526,-3618.958982290066
Dip146_H2O2+,0,1,3,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-2079.866546016149,-2079.8662658848757,-2079.8672016021505
Dip146_H2O2-,0,1,3,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-2079.8632442931735,-2079.8622219346844,-2079.8630778888905
Dip146_H2S-H2S0+,0,1,6,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-21735.096163577495,-21735.09660132727,-21735.100345042494
Dip146_H2S-H2S0-,0,1,6,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-21735.093955742417,-21735.094302887705,-21735.09795749138
Dip146_H2S-H2S1+,0,1,6,0.0,0.0001,0.0,0.0,0.00514220674763,0.0,-21735.095244504577,-21735.095666332803,-21735.099377011687
Dip146_H2S-H2S1-,0,1,6,0.0,-0.0001,0.0,0.0,-0.00514220674763,0.0,-21735.094876108025,-21735.095232887466,-21735.09892050342
Dip146_H2S-HCl0+,0,1,5,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-23406.399220443564,-23406.417356169564,-23406.41605076175
Dip146_H2S-HCl0-,0,1,5,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-23406.40351388507,-23406.421802883055,-23406.420552344727
Dip146_H2S-HCl2+,0,1,5,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-23406.400657385097,-23406.418603756607,-23406.417268436657
Dip146_H2S-HCl2-,0,1,5,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-23406.402078462514,-23406.420549558352,-23406.41932856677
Dip146_HBH2BH2+,0,1,6,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-1413.749406666356,-1414.7577351962143,-1414.8944048564833
Dip146_HBH2BH2-,0,1,6,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-1413.7486648090537,-1414.7585179116197,-1414.8948752018794
Dip146_HBO2+,0,1,3,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-2740.745562127074,-2740.714649673359,-2740.6881881933773
Dip146_HBO2-,0,1,3,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-2740.740769582555,-2740.7086800140673,-2740.682684705293
Dip146_HBS2+,0,1,3,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-11527.721550264938,-11527.722040984603,-11527.698113396682
Dip146_HBS2-,0,1,3,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-11527.726947291394,-11527.724021284565,-11527.700996733949
Dip146_HCCCl2+,0,1,4,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-14610.210215549525,-14610.210684763279,-14610.21085417664
Dip146_HCCCl2-,0,1,4,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-14610.210046129632,-14610.209716118416,-14610.210157495894
Dip146_HCCF2+,0,1,4,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-4804.6635936572675,-4804.656977449541,-4804.654516320095
Dip146_HCCF2-,0,1,4,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-4804.662963107628,-4804.655344405749,-4804.653697710773
Dip146_HCHO2+,0,1,4,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-3115.941833047889,-3115.9397413134984,-3115.9433103922192
Dip146_HCHO2-,0,1,4,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-3115.9371181461147,-3115.9344467247747,-3115.937937196246
Dip146_HCHS2+,0,1,4,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-11903.508059609936,-11903.506496762631,-11903.50901972786
Dip146_HCHS2-,0,1,4,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-11903.503481814285,-11903.502478562363,-11903.504574254966
Dip146_HCN2+,0,1,3,0.0,0.0,0.0001,0.0,0.0,0.00514220674763,-2542.4226262539,-2542.418801755921,-2542.423418334819
Dip146_HCN2-,0,1,3,0.0,0.0,-0.0001,0.0,0.0,-0.00514220674763,-2542.4275086054504,-2542.4255616424343,-2542.4301215805217
Dip146_HCNO0+,0,1,4,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-4587.562833897228,-4587.561809959948,-4587.556870070101
Dip146_HCNO0-,0,1,4,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-4587.567621779096,-4587.5672018816595,-4587.561930612355
Dip146_HCNO1+,0,1,4,0.0,0.0001,0.0,0.0,0.00514220674763,0.0,-4587.563952802234,-4587.56280931944,-4587.557697245453
Dip146_HCNO1-,0,1,4,0.0,-0.0001,0.0,0.0,-0.00514220674763,0.0,-4587.566505018122,-4587.566193409212,-4587.561094078007
Dip146_HCO0+,0,2,3,0.0001,0.0,0.0,0.00514220674763,0.0,0.0,-3098.2613438161466,-3098.274499930916,-3098.328912897167
Dip146_HCO0-,0,2,3,-0.0001,0.0,0.0,-0.00514220674763,0.0,0.0,-3098.263628320411,-3098.27810011234,-3098.331954660985
Dip146_HCO1+,0,2,3,0.0,0.0001,0.0,0.0,0.00514220674763,0.0,-3098.2634668384358,-3098.277245837347,-3098.330938001086
