Identifier,Dataset,Subset,Source_Datatype,Model,Reference,Prediction,DeltaE,Abs_DeltaE,exclusion_type
ORBH35_CO3_17,ORBH35,Barrier Heights,Barrier Height,MACE-MP-0b3,21.755060067691364,-31.27307605214014,-53.0281361198315,53.0281361198315,single_atom
ORBH35_CO3_18,ORBH35,Barrier Heights,Barrier Height,MACE-MP-0b3,76.69131949350411,-0.6496360080043923,-77.3409555015085,77.3409555015085,single_atom
ORBH35_CO3_19,ORBH35,Barrier Heights,Barrier Height,MACE-MP-0b3,62.554614751794006,-1.306838952807222,-63.861453704601225,63.861453704601225,single_atom
DBH24_1,DBH22,Proton Transfer,Barrier Height,MACE-MP-0b3,17.189999552475435,-19.544524732924064,-36.7345242853995,36.7345242853995,single_atom
DBH24_11,DBH22,Proton Transfer,Barrier Height,MACE-MP-0b3,10.649999804872582,-8.692282296312879,-19.34228210118546,19.34228210118546,single_atom
DBH24_12,DBH22,Proton Transfer,Barrier Height,MACE-MP-0b3,3.76999973648717,-15.39752685766442,-19.16752659415159,19.16752659415159,single_atom
DBH24_15,DBH22,Proton Transfer,Barrier Height,MACE-MP-0b3,59.32999730442081,27.35093211408372,-31.97906519033709,31.97906519033709,single_atom
DBH24_18,DBH22,Proton Transfer,Barrier Height,MACE-MP-0b3,17.7699990292354,-22.35062804337082,-40.12062707260622,40.12062707260622,single_atom
DBH24_2,DBH22,Proton Transfer,Barrier Height,MACE-MP-0b3,17.59999918259886,-35.92971826330458,-53.529717445903444,53.529717445903444,single_atom
DBH24_23,DBH22,Proton Transfer,Barrier Height,MACE-MP-0b3,12.89999965759054,-26.292237817201705,-39.19223747479224,39.19223747479224,single_atom
DBH24_7,DBH22,Proton Transfer,Barrier Height,MACE-MP-0b3,14.31999963157355,-6.944403322207999,-21.26440295378155,21.26440295378155,single_atom
DBH24_8,DBH22,Proton Transfer,Barrier Height,MACE-MP-0b3,1.830000231615912,-11.007768933574418,-12.83776916519033,12.83776916519033,single_atom
BDE99_1,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-17.64999913749196,-34.73502840592165,-17.085029268429693,17.085029268429693,single_atom
BDE99_12,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-105.5799957411454,-120.64823270078092,-15.068236959635527,15.068236959635527,single_atom
BDE99_3,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-62.66999742882732,-86.50712437352948,-23.837126944702156,23.837126944702156,single_atom
BDE99_4,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-60.939997734507074,-93.37134434049968,-32.4313466059926,32.4313466059926,single_atom
BDE99_5,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-5.560000004188602,-29.07692218466001,-23.516922180471408,23.516922180471408,single_atom
BDE99_55,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-57.7599974657585,-79.99829507293762,-22.23829760717912,22.23829760717912,single_atom
BDE99_57,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-85.86999657952926,-82.93778566630706,2.9322109132221925,2.9322109132221925,single_atom
BDE99_58,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-26.59999859347069,-55.21502222272353,-28.615023629252843,28.615023629252843,single_atom
BDE99_6,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-81.6499966214947,-117.33394318765777,-35.68394656616307,35.68394656616307,single_atom
BDE99_7,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-13.89999938296203,-26.28849175796189,-12.38849237499986,12.38849237499986,single_atom
BDE99_8,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-36.009998261975426,-53.40595976100676,-17.395961499031337,17.395961499031337,single_atom
BDE99_9,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-40.6999984235146,-66.0740500728174,-25.3740516493028,25.3740516493028,single_atom
BDE99_97,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-65.97999758029796,-69.15154890367774,-3.1715513233797736,3.1715513233797736,single_atom
BDE99_10,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-100.7799956788414,-97.40711696280574,3.3728787160356575,3.3728787160356575,single_atom
BDE99_11,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-59.019997584083576,-54.76171867074503,4.258278913338543,4.258278913338543,single_atom
BDE99_13,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-51.44999813817338,-51.251805134864014,0.1981930033093633,0.1981930033093633,single_atom
BDE99_14,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-75.13999684682771,-96.89516544395092,-21.755168597123202,21.755168597123202,single_atom
BDE99_15,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-118.09999511403888,-125.59493425941534,-7.494939145376463,7.494939145376463,single_atom
BDE99_16,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-42.3599981809845,-74.015180107995,-31.655181927010496,31.655181927010496,single_atom
BDE99_17,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-84.76999631686209,-74.88520196952057,9.884794347341526,9.884794347341526,single_atom
BDE99_19,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-116.8499949866924,-64.43284171526031,52.417153271432085,52.417153271432085,single_atom
BDE99_20,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-215.1099910563931,-190.02564728901925,25.084343767373866,25.084343767373866,single_atom
BDE99_24,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-53.13999786857913,-53.49270720563272,-0.3527093370535894,0.3527093370535894,single_atom
BDE99_25,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-122.7899946480686,-131.72641092211794,-8.936416274049336,8.936416274049336,single_atom
BDE99_28,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-43.04999818601876,-37.14328227276746,5.906715913251304,5.906715913251304,single_atom
BDE99_30,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-173.5299927992505,-191.5145349582652,-17.984542159014694,17.984542159014694,single_atom
BDE99_34,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-161.84999329607052,-186.97252936899432,-25.122536072923793,25.122536072923793,single_atom
BDE99_35,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-124.31999515032588,-114.49907051786803,9.820924632457846,9.820924632457846,single_atom
BDE99_36,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-95.23999628411951,-82.36262719444932,12.877369089670196,12.877369089670196,single_atom
BDE99_37,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-183.90999222019084,-187.30318611703413,-3.393193896843286,3.393193896843286,single_atom
BDE99_38,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-19.68999917965889,-49.51686886428626,-29.82686968462737,29.82686968462737,single_atom
BDE99_39,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-195.19999207520456,-204.4016775478274,-9.201685472622842,9.201685472622842,single_atom
BDE99_40,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-108.55999556281208,-146.41047546266438,-37.8504798998523,37.8504798998523,single_atom
BDE99_41,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-130.40999467638136,-161.01608902435575,-30.60609434797439,30.60609434797439,single_atom
BDE99_43,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-42.82999838448911,-72.49709483970966,-29.667096455220552,29.667096455220552,single_atom
BDE99_45,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-35.1899983742191,-57.13782187813326,-21.947823503914158,21.947823503914158,single_atom
BDE99_46,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-100.0299957279354,-84.21367699460511,15.816318733330291,15.816318733330291,single_atom
BDE99_47,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-107.66999573820544,-99.57294995618152,8.097045782023926,8.097045782023926,single_atom
BDE99_48,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-103.18999601472676,-74.47421570503677,28.71578030968999,28.71578030968999,single_atom
BDE99_50,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-22.82999885698352,-53.74601895266005,-30.916020095676533,30.916020095676533,single_atom
BDE99_51,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-132.06999443385126,-86.72130014006615,45.348694293785115,45.348694293785115,single_atom
BDE99_52,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-229.1999902679489,-206.2080721159805,22.991918151968378,22.991918151968378,single_atom
BDE99_54,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-96.17999606361928,-79.36695487438627,16.81304118923302,16.81304118923302,single_atom
BDE99_59,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-93.55999591718287,-85.85983327856556,7.700162638617314,7.700162638617314,single_atom
BDE99_61,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-77.39999669052429,-79.13470068161902,-1.734703991094733,1.734703991094733,single_atom
BDE99_62,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-60.87999778863536,-67.83109951375225,-6.951101725116892,6.951101725116892,single_atom
BDE99_63,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-68.32999734280212,-79.8035366798719,-11.47353933706978,11.47353933706978,single_atom
BDE99_64,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-54.70999770724145,-58.15451281609294,-3.4445151088514905,3.4445151088514905,single_atom
BDE99_65,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-125.76999509724476,-111.77131681361116,13.998678283633595,13.998678283633595,single_atom
BDE99_69,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-141.76999384073596,-145.72961581718485,-3.9596219764488865,3.9596219764488865,single_atom
BDE99_70,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-65.46999741287885,-58.27587037892316,7.194127033955695,7.194127033955695,single_atom
BDE99_71,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-115.4299950127094,-102.69647793512338,12.733517077586015,12.733517077586015,single_atom
BDE99_72,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-99.49999557855908,-103.9440149717437,-4.444019393184618,4.444019393184618,single_atom
BDE99_76,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-127.80999451190225,-116.77609551084808,11.033899001054166,11.033899001054166,single_atom
BDE99_79,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-86.14999632693062,-97.073767749616,-10.923771422685377,10.923771422685377,single_atom
BDE99_80,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-40.55999854981392,-64.11427636972375,-23.554277819909835,23.554277819909835,single_atom
BDE99_81,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-169.18999294947247,-169.0348661776346,0.15512677183787105,0.15512677183787105,single_atom
BDE99_82,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-132.30999421733813,-120.77576523975004,11.534228977588086,11.534228977588086,single_atom
BDE99_84,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-139.3599941323601,-115.73991453477372,23.620079597586383,23.620079597586383,single_atom
BDE99_86,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-115.08999531943633,-112.64022159120115,2.449773728235172,2.449773728235172,single_atom
BDE99_87,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-112.54999510082892,-102.70668166822944,9.843313432599487,9.843313432599487,single_atom
BDE99_88,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-117.12999536160324,-113.19065014035152,3.9393452212517133,3.9393452212517133,single_atom
BDE99_89,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-106.51999552064515,-99.4611186252426,7.058876895402548,7.058876895402548,single_atom
BDE99_90,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-126.05999483562476,-121.71232572821702,4.347669107407739,4.347669107407739,single_atom
BDE99_91,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-104.09999582129066,-83.51658216432885,20.58341365696181,20.58341365696181,single_atom
BDE99_93,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-104.52999543337133,-113.55153225626924,-9.021536822897914,9.021536822897914,single_atom
BDE99_94,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-82.31999664457172,-85.51498074414452,-3.1949840995728067,3.1949840995728067,single_atom
BDE99_95,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-86.31999617356716,-104.39990525067564,-18.079909077108482,18.079909077108482,single_atom
BDE99_96,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-134.1599944309113,-143.18622155071145,-9.026227119800154,9.026227119800154,single_atom
HAT707_10,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,100.9399958273404,56.37817604194766,-44.561819785392736,44.561819785392736,single_atom
HAT707_103,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-111.77999516796568,-85.89267969439736,25.88731547356832,25.88731547356832,single_atom
HAT707_108,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,21.74999920378307,40.268498081958704,18.518498878175635,18.518498878175635,single_atom
HAT707_109,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,23.61999877180399,32.73484125162601,9.11484247982202,9.11484247982202,single_atom
HAT707_11,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,52.46999784550211,19.07733580068621,-33.39266204481589,33.39266204481589,single_atom
HAT707_117,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,17.539999236727137,-2.8268784614358164,-20.366877698162952,20.366877698162952,single_atom
HAT707_119,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,115.06999533747909,94.75409206792108,-20.315903269558007,20.315903269558007,single_atom
HAT707_120,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,201.13999168527053,166.5350232328354,-34.604968452435116,34.604968452435116,single_atom
HAT707_121,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,178.0799926385257,135.19600156593964,-42.88399107258607,42.88399107258607,single_atom
HAT707_122,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,118.81999508821634,103.20062871588088,-15.619366372335463,15.619366372335463,single_atom
HAT707_123,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,197.04999185434352,166.02282038006794,-31.027171474275576,31.027171474275576,single_atom
HAT707_124,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,218.0199909874852,184.2342145692809,-33.78577641820428,33.78577641820428,single_atom
HAT707_125,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,92.01999605145645,63.415070401025375,-28.60492565043107,28.60492565043107,single_atom
HAT707_126,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,204.98999152611952,147.43772685380492,-57.55226467231461,57.55226467231461,single_atom
HAT707_129,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,79.64999670742696,74.71599433928097,-4.934002368145997,4.934002368145997,single_atom
HAT707_130,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,206.64999145749803,197.75681861903564,-8.893172838462391,8.893172838462391,single_atom
HAT707_16,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,88.55999633910517,67.67909998020326,-20.880896358901907,20.880896358901907,single_atom
HAT707_161,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,233.119990363281,197.31492253087387,-35.80506783240713,35.80506783240713,single_atom
HAT707_17,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,54.129997602972,69.39642756591691,15.266429962944912,15.266429962944912,single_atom
HAT707_176,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-27.29999858948358,-52.71510179056396,-25.415103201080385,25.415103201080385,single_atom
HAT707_181,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,106.22999578226516,73.44607598579213,-32.78391979647303,32.78391979647303,single_atom
HAT707_182,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,108.09999553136022,65.9124191554594,-42.18757637590082,42.18757637590082,single_atom
HAT707_188,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,94.15999610761192,83.77788466793487,-10.382111439677047,10.382111439677047,single_atom
HAT707_189,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,71.09999706086647,52.438863001039145,-18.661134059827326,18.661134059827326,single_atom
HAT707_190,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,90.06999627668488,83.26568181516744,-6.804314461517436,6.804314461517436,single_atom
HAT707_191,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,111.03999540982656,101.47707600438036,-9.562919405446195,9.562919405446195,single_atom
HAT707_192,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,98.0099959484609,64.6805882889044,-33.329407659556495,33.329407659556495,single_atom
HAT707_196,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,99.6699958798394,114.9996800541351,15.329684174295693,15.329684174295693,single_atom
HAT707_2,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,123.98999487449908,87.71719770884339,-36.27279716565569,36.27279716565569,single_atom
HAT707_221,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-145.50999423179678,-100.19489131770428,45.315102914092506,45.315102914092506,single_atom
HAT707_236,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,94.97999607371467,89.77451111575924,-5.205484957955434,5.205484957955434,single_atom
HAT707_237,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,126.13999478562236,114.55778396597331,-11.582210819649049,11.582210819649049,single_atom
HAT707_260,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,38.35999865198906,77.332986769584,38.97298811759494,38.97298811759494,single_atom
HAT707_261,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-62.009997396728906,-57.867095456639326,4.14290194008958,4.14290194008958,single_atom
HAT707_262,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,35.42999878521545,20.03809772864013,-15.391901056575325,15.391901056575325,single_atom
HAT707_263,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,62.22999719825855,59.823656043495625,-2.406341154762927,2.406341154762927,single_atom
HAT707_264,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,39.17999853974538,28.4846343765999,-10.695364163145477,10.695364163145477,single_atom
HAT707_265,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,58.14999774143416,59.31145319072819,1.1614554492940243,1.1614554492940243,single_atom
HAT707_266,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,29.439998541436715,28.11819564741126,-1.3218028940254563,1.3218028940254563,single_atom
HAT707_267,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,79.11999672933624,77.52284737994115,-1.5971493493950817,1.5971493493950817,single_atom
HAT707_268,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,12.369999508214198,-11.300923938255597,-23.670923446469793,23.670923446469793,single_atom
HAT707_269,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,66.08999726796996,40.72635966446517,-25.36363760350479,25.36363760350479,single_atom
HAT707_273,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,67.7499971993491,91.04545142969586,23.295454230346763,23.295454230346763,single_atom
HAT707_296,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-67.12999717034874,-64.79685461007749,2.3331425602712557,2.3331425602712557,single_atom
HAT707_297,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-71.2499972185971,-59.72594438330626,11.524052835290838,11.524052835290838,single_atom
HAT707_3,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,48.619998181185984,38.17463217971667,-10.445366001469317,10.445366001469317,single_atom
HAT707_315,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-110.70999550574386,-77.16103732672968,33.54895817901418,33.54895817901418,single_atom
HAT707_316,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,63.05999739322439,65.82028249132004,2.7602850980956504,2.7602850980956504,single_atom
HAT707_317,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,94.21999610513204,90.60355534153412,-3.6164407635979217,3.6164407635979217,single_atom
HAT707_325,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-74.7399972076829,-62.002969376286224,12.73702783139668,12.73702783139668,single_atom
HAT707_330,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-79.2299969221402,-66.00263910518828,13.227357816951923,13.227357816951923,single_atom
HAT707_334,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-72.98999690389596,-66.93919959365522,6.050797310240739,6.050797310240739,single_atom
HAT707_336,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-89.62999632503781,-95.50215269034322,-5.872156365305415,5.872156365305415,single_atom
HAT707_339,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-79.64999654324225,-74.71599433928097,4.934002203961285,4.934002203961285,single_atom
HAT707_341,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-129.43999492394573,-105.79008935325818,23.64990557068755,23.64990557068755,single_atom
HAT707_346,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-73.04999684976768,-46.55252701440588,26.497469835361798,26.497469835361798,single_atom
HAT707_349,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,60.47999752198108,79.60865076195022,19.128653239969132,19.128653239969132,single_atom
HAT707_350,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,62.34999771751146,72.07499393161748,9.724996214106028,9.724996214106028,single_atom
HAT707_354,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-9.71999938884196,-9.685166453348897,0.03483293549306232,0.03483293549306232,single_atom
HAT707_355,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,14.029999265684092,39.0181678269751,24.988168561291012,24.988168561291012,single_atom
HAT707_358,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,21.38999890104327,-18.98007009833499,-40.37006899937826,40.37006899937826,single_atom
HAT707_359,HAT707MR,Bond Dissociation Energies,Thermochemistry,MACE-MP-0b3,-5.510000049295501,-31.22179538620026,-25.711795336904757,25.711795336904757,single_atom
