Reaction,Dataset,Reference,wB97M-V,MACE-OMOL-0-100M,MACE-OMOL-0-4M
V30_126,V30,613.1385678845083,696.1281703879881,689.5579411955775,690.2950431250475
V30_127,V30,617.8286736300038,700.9538720729068,697.3760460713692,694.960397522173
V30_128,V30,623.2853186179606,703.4127446989785,697.5058732984783,695.5524437580253
V30_129,V30,629.374927196207,709.2329112324682,703.7091010411382,703.0525149831022
V30_130,V30,747.608814662628,773.6594501746401,764.5871441393675,765.5576913908626
V30_131,V30,754.8148387704955,781.9573160386876,774.6860177903492,773.8996894703703
V30_132,V30,765.6255718451561,790.9999782586877,782.326579885574,778.9216348868702
V30_133,V30,772.7354087830737,800.300120983512,790.0133931425371,788.2779065988824
V30_134,V30,1998.7369249379003,2016.825311738688,2028.0113586411114,2024.0300989796733
V30_135,V30,2002.862426737065,2021.5893611203344,2031.8344957341444,2028.5495846007077
V30_136,V30,3390.522472157524,3380.9717163516275,3402.013989484435,3401.8094830335376
V30_137,V30,3403.994158051971,3397.346684085941,3415.5253261812472,3418.8443963026352
V30_138,V30,3488.65477489274,3482.84887159072,3502.6109980188844,3501.0629474828743
V30_139,V30,3496.409233917273,3491.8666913456664,3508.9871704075026,3510.8872045333455
V30_140,V30,149.05760793680216,166.45591178189383,-47.789836755206466,-48.82177983015639
V30_141,V30,185.170127575228,195.10778164932196,155.1798442752724,158.2002134966702
V30_142,V30,352.2202993523281,350.0074004911623,281.3704107526624,281.5188225598961
V30_143,V30,615.255611216243,602.6942027977933,565.910017433047,568.0245054327232
V30_144,V30,1650.8740134033849,1636.890583643796,1620.1850797603222,1622.293020772662
V30_145,V30,1670.8117249318834,1653.75570900334,1637.9471110132833,1638.9415593380838
V30_146,V30,3750.770160287792,3752.0423686881495,3765.0901490805936,3769.486302706131
V30_147,V30,3826.3475050293086,3839.764313914198,3850.9388481027863,3853.4065503515917
V30_148,V30,3913.2169458405374,3915.3341771765295,3927.8117650863906,3925.387939807856
V30_149,V30,3932.2313874297697,3931.6479538583294,3942.3136356321465,3942.8360571911803
V30_150,V30,80.43100145276206,194.8147123106283,179.57973758457402,179.11487540403832
V30_151,V30,2160.801759818743,2174.1418295341664,2185.4566192901475,2177.6775111601983
V30_152,V30,2161.560151242742,2175.162603148477,2185.9969228457044,2179.0347137947697
V30_153,V30,2159.7775946243287,2173.290705712177,2170.9378975144277,2136.968580412201
V30_154,V30,42.99906276373655,120.6138493627786,105.3634227522465,73.45802060819953
V30_155,V30,611.7894378881275,698.5451214627994,691.0850418329285,675.7796007422145
V30_156,V30,612.0319634187432,696.3643839761601,691.1302118710795,678.7045125103027
V30_157,V30,747.4575837690671,778.0572906476742,765.843115016414,754.4037184406534
V30_158,V30,748.5161075806922,775.1457952300323,764.2369261738073,757.3331092748143
V30_159,V30,2004.044328968106,2022.8701127981417,2030.1212551312778,2037.3642635585745
V30_160,V30,3408.469269411487,3401.917350213808,3419.0214810484104,3416.3428176863677
V30_161,V30,3500.554832413281,3496.10229431663,3511.6256608089575,3508.2510491239163
V30_162,V30,45.21147646592017,123.13354736783378,-55.07624091357047,-58.80124779729437
V30_163,V30,52.72031872504896,123.22365342503852,-67.67317136587964,-68.4597550172774
V30_164,V30,102.45672917958971,150.63946599866892,49.60131588146089,43.978428628139774
V30_165,V30,140.39589284145197,148.44019287973663,141.31519966000954,143.04944237963605
V30_166,V30,231.6957830093343,255.50205211821304,213.26190501598015,214.59007541954307
V30_167,V30,389.4352457883188,405.6091106175999,379.2113495544535,381.2292416101812
V30_168,V30,1078.487464069883,1074.7484803915152,1063.5544399975768,1063.1525322296975
V30_169,V30,1093.196904703859,1089.790296004319,1080.4538477973636,1081.0097135443411
V30_170,V30,1666.079524000609,1654.6504996602946,1648.1500267243528,1648.0377033393158
V30_171,V30,1676.1730090873536,1664.459870011,1658.2971035141995,1661.7486684179523
V30_172,V30,1680.403485134582,1668.4561231278876,1662.247402489828,1663.3437490846848
V30_173,V30,1696.253959901332,1682.5884135383476,1676.9197653250892,1678.0920830243895
V30_174,V30,3452.1191093649486,3458.5436395652555,3451.9684796141423,3466.5930287826213
V30_175,V30,3472.5505805908365,3482.317657718054,3476.235458233489,3491.8799318834667
V30_176,V30,3578.6776206570225,3570.3454206248634,3562.074700654024,3575.5910345865414
V30_177,V30,3600.3641507787715,3594.10045946014,3589.990105311088,3601.0963561749572
V30_178,V30,3602.665293963962,3596.4673336069814,3582.2325756881296,3596.245776196432
V30_179,V30,3605.7140988199258,3599.5522205769207,3587.141749175319,3603.8813562700243
V30_180,V30,53.09388763000945,65.2854576238537,52.908793667304444,58.952093340503005
V30_181,V30,67.88472117157534,147.57083122660438,82.4834864620358,87.34208066202129
V30_182,V30,78.3668078557169,149.3898403596677,93.47925764033882,99.66506695975167
V30_183,V30,1345.17437396595,1333.7444093448446,1325.8153236940423,1327.5539702813223
V30_184,V30,1345.738096122189,1334.5764074686747,1326.167189018658,1327.886470528326
V30_185,V30,1569.6002062691766,1553.629225960324,1545.8711634832468,1548.7970522943933
V30_186,V30,1570.2859942909763,1554.3435301346483,1546.181668732366,1548.9715788433405
V30_187,V30,2354.3590584849303,2386.37082434573,2392.2540876987514,2404.5584212948925
V30_188,V30,3031.3161621579006,3032.7804307298475,3047.7154091239863,3049.1331670777854
V30_189,V30,3152.4856235173315,3139.36072362136,3155.131442513006,3155.166285247524
V30_190,V30,3152.767279866273,3139.478559482119,3155.205164425074,3154.6915051918586
V30_191,V30,3154.210373908743,3140.8923789040778,3158.0621000174756,3153.547553465561
V30_192,V30,83.98231771201957,215.77431932275036,203.31643691793045,192.72759531937044
V30_193,V30,187.06349486032803,189.9837351807248,192.81684143512547,202.3786514609714
V30_194,V30,629.5858670407694,566.9862662497392,502.5742250261617,508.31003449106043
V30_195,V30,737.4925059230014,784.2146458624642,777.0080101695054,771.9848647081093
V30_196,V30,2152.4830713465994,2176.3528844770244,2183.7897191056422,2180.650582825122
V30_197,V30,3434.32500556644,3429.9699495039586,3459.55657712863,3446.748183423705
V30_198,V30,3887.2819043170575,3883.358652649072,3908.5221470632714,3760.9503936246556
V30_199,V30,161.0677568645369,133.57166502282797,72.58504434418087,69.66451741113417
V30_200,V30,218.3057624417345,71.39682437473657,-207.9278892473043,-206.0021002280709
V30_201,V30,466.076423154736,381.4791362706794,276.18465771054935,234.73812901063403
V30_202,V30,568.4771659332627,509.5540299889123,452.6230753292339,445.1493568491495
V30_203,V30,4025.092808183033,4020.3286420338895,4068.1675677525363,4025.871055119078
V30_204,V30,4104.238192793666,4111.4165914535215,4167.177915127051,4127.479692534993
V30_205,V30,45.8780893377054,41.25429554773167,47.35865131049124,52.4757784153601
V30_206,V30,67.69610180474399,141.60870219099422,131.40958668554458,132.8964335125556
V30_207,V30,824.8330504541989,833.41452403056,821.0486077622148,819.2856850542098
V30_208,V30,951.3802762416894,999.4757715530942,992.1633724479777,980.3505790804948
V30_209,V30,964.8442990534504,985.0583055621004,975.2584993646699,961.8413131021863
V30_210,V30,1048.181431160174,1064.0231700507084,1053.242623439041,1051.5637435999438
V30_211,V30,1246.8443227658702,1242.9985673780302,1236.9966797094576,1232.5998625856369
V30_212,V30,1367.5257868499914,1364.188742591575,1362.0737646000316,1359.9367482722482
V30_213,V30,1476.8712218879652,1465.8974627381651,1459.3822481989419,1448.94219652056
V30_214,V30,1669.4581868997573,1669.121035597779,1669.1461717698235,1666.6573985868984
V30_215,V30,3139.7967211024584,3132.3994875604744,3148.568070645498,3159.1755294558325
V30_216,V30,3154.398044933876,3146.541170278558,3162.917597226721,3172.3680590049853
V30_217,V30,3221.823448119957,3210.100154074629,3226.4436229348867,3237.424515023287
V30_218,V30,3246.9777483208554,3234.556345911441,3250.963213646171,3260.7006742369044
V30_219,V30,77.21741631070077,245.8460746721194,233.45640067488742,225.19139282516517
V30_220,V30,118.24844947739004,120.97460563913867,118.82078882994632,130.19504799912198
V30_221,V30,384.4675338894929,297.4337613247511,145.90063543459055,277.0855438994086
V30_222,V30,2364.92709729176,2397.50771765928,2398.185056509344,2440.346797531693
V30_223,V30,4079.127729646064,4081.521570346203,4108.53242669249,3980.1088413127027
V30_224,V30,62.16737215747629,57.51213941488758,80.79835352882913,-29.118283462716203
V30_225,V30,157.52710151808816,-177.22106704912076,-389.27608475843437,-532.7864616239098
V30_226,V30,4124.085508561308,4128.568670641964,4163.488055883493,4119.383984498903
V30_227,V30,47.12178809816257,43.52346660760186,46.18411137046695,-58.98740703248984
V30_228,V30,60.805598607803205,143.52911149561868,78.76175739507792,-81.0688569981873
V30_229,V30,60.8059028406971,133.34666984165105,78.76200860351278,-81.06836887710965
V30_230,V30,1344.7067178117338,1332.6343231040346,1324.0279765652822,1307.7761487479875
V30_231,V30,1345.4356404290616,1333.744251660485,1325.1516266725985,1316.0803173007519
V30_232,V30,1569.6261349767035,1552.6760834674792,1546.0752945130052,1529.0752674663759
V30_233,V30,3031.962975726262,3033.146346339069,3049.5183020393365,3038.591868411422
V30_234,V30,3153.447845517956,3139.9498587032176,3158.0563047728397,3148.381744084024
V30_235,V30,3153.7763418901995,3140.303487614885,3157.107307477181,3147.892623670546
V30_236,V30,74.35718963830935,74.79392825587429,-119.92632964690583,-122.34748553118487
V30_237,V30,82.60241978012833,134.50698550697948,91.8815138633602,90.78162897777607
V30_238,V30,89.94459722610988,140.1907752479789,41.42519120851913,36.59412311351749
V30_239,V30,170.75535718115466,165.71330570567343,-86.14247123477064,-98.24467841500928
V30_240,V30,1346.3373075512486,1334.2991849433547,1326.7368021575141,1330.452211312424
V30_241,V30,1348.4132439351738,1336.51559112433,1328.6816187489953,1332.3414859769534
V30_242,V30,1350.181856888956,1338.1755455968205,1329.9442570029632,1332.9695049740335
V30_243,V30,1571.6896295305537,1555.2953126993275,1547.9958619992074,1550.6139275534988
V30_244,V30,1574.3615489886934,1557.9098683796194,1550.5805920057837,1553.62337584967
V30_245,V30,1651.8508567146616,1637.3426484107647,1621.8433796914492,1622.8303224912668
V30_246,V30,3026.430091666702,3027.4079272815134,3042.529560235703,3049.341252247659
V30_247,V30,3144.424279576808,3130.627453546315,3146.521251475513,3153.507908793777
V30_248,V30,3148.1049752345334,3134.288919721079,3150.696689631721,3158.508223620162
V30_249,V30,3155.4769367214985,3142.1878658267715,3157.5757715096915,3165.643119701433
V30_250,V30,3828.880031550776,3841.97987575824,3850.918007533635,3850.7619405188493
V30_251,V30,3937.102213454544,3935.880372798559,3944.8961184979767,3943.152500083126
V30_252,V30,48.229201015997326,47.58470418824925,33.645153537391685,-21.89602617710954
V30_253,V30,58.84578243108119,96.71167684499773,-66.96675319185982,-97.08388069332277
V30_254,V30,71.35870572854446,136.93318675399186,-48.81601575282835,-109.46833803194335
V30_255,V30,1060.9100906049612,1057.396079223993,1041.422705489092,1032.4221374547317
V30_256,V30,1672.8764711832057,1661.3448022768555,1650.9354788829487,1636.925165023845
V30_257,V30,1673.9753017322896,1662.2357607330348,1653.3877851634995,1636.853547493936
V30_258,V30,3475.2664108612976,3485.2912375770275,3470.4317789968622,3458.659200937201
V30_259,V30,3606.319446786821,3600.168834034747,3586.1915760029256,3574.462880586982
V30_260,V30,3606.534885103827,3600.37445547796,3582.3267807787774,3568.8668997343625
V30_261,V30,55.14648863583864,198.96756545384704,195.8397181567062,196.19035655860569
V30_262,V30,2354.4800591304383,2386.5259278583326,2390.1472811309986,2368.5715831660723
V30_263,V30,2354.729897930523,2386.6808450543085,2390.993453807391,2368.217685399765
V30_264,V30,94.77879290406426,182.64060965016407,159.48511179864602,158.99943907190553
V30_265,V30,142.49659765208202,143.94095498373002,142.0566727016804,139.56413360194756
V30_266,V30,423.0740222746237,327.43337348309115,210.30928351197744,229.49239747049813
V30_267,V30,488.9429674814664,440.3074445373654,364.41510065352713,383.87769853612565
V30_268,V30,615.3892294004013,697.1903337050697,690.4975226461182,690.095212006951
V30_269,V30,648.8706765970929,717.874690897266,709.0904734469672,713.0682621213039
V30_270,V30,752.9859495617582,778.3742003799574,768.8237470763617,767.3591049671837
V30_271,V30,772.6433681781056,796.7994950782373,788.3007401504298,792.8948878144641
V30_272,V30,1999.793612281244,2017.9256659439525,2029.752699420132,2029.4854699103955
V30_273,V30,3397.716922185707,3390.8061988196096,3406.2172073946417,3401.929294916392
V30_274,V30,3490.213405334001,3485.822028464225,3501.4087209403738,3494.1795762847696
V30_275,V30,3967.563263333008,3960.0587320381865,3995.036314846415,3866.390007507585
