Reaction,Dataset,Reference,wB97M-V,revDSD-PBEP86-D4,MACE-MP-0b3
V30_49,V30,0.0002312428887763,0.0002273467179828,0.0002305946658232,0.00018587211219011002
V30_50,V30,0.0012116392181782,0.0012065124619371,0.0012066128367089,0.0011614144773069994
V30_51,V30,0.0012437112273974,0.0012511284059545,0.0012469416650724,0.0012550871498304241
V30_52,V30,0.0013109488675429,0.0013103652873722,0.0013162130274101,0.0013372000924099382
V30_53,V30,2.000788857661348e-05,2.535137147343786e-05,2.0916796932980223e-05,-3.712469151353796e-05
V30_54,V30,2.2805514064815173e-05,2.9994970947391974e-05,2.4211828888043363e-05,-4.047027633468355e-05
V30_55,V30,2.9834373185656045e-05,3.281876938770735e-05,3.0340718162474104e-05,1.9311615727321687e-05
V30_56,V30,0.0001510264701788,0.0001484059906328,0.0001495625120353,-1.1681746735097023e-05
V30_57,V30,0.0003641883009696,0.0003490207738273,0.0003577456386324,0.00013577043387337062
V30_58,V30,0.0001044903675825,0.000103852825435,0.0001052571804959,8.947673276742953e-05
V30_59,V30,0.0002351773731787,0.0002314882652488,0.0002352018464478,0.00021145292132835976
V30_60,V30,0.0002377520445508,0.0002344375499888,0.0002382120195089,0.000221568374060238
V30_61,V30,0.0002426503835053,0.0002377633649673,0.0002418615734458,0.00019655054497586902
V30_62,V30,0.0010253191051403,0.0010309980776168,0.0010302613895704,0.0010150275930797925
V30_63,V30,0.001101624257186,0.0010978905863982,0.0011068633205315,0.0010959309762147798
V30_64,V30,0.0011039836928084,0.0011001496251504,0.0011092372159878,0.001098055786532677
V30_65,V30,0.0011237690665256,0.0011216104576271,0.0011200648858918,0.0011010001889833988
V30_66,V30,0.0012935103792588,0.0012967483117088,0.0012987588747466,0.0013061692633439387
V30_67,V30,3.2071256207837727e-05,5.961341165621931e-05,3.956071523756537e-05,-0.00020667559174848452
V30_68,V30,4.149789178000927e-05,1.5813235595982257e-05,2.806855292975649e-06,-0.0015349785816943658
V30_69,V30,5.430868594578638e-05,0.000114959754077,4.721694898765915e-05,-0.0008719441157459713
V30_70,V30,2.0410310402328152e-05,2.2653095002571983e-05,2.0908592882689405e-05,4.5934370264022437e-07
V30_71,V30,2.5107783574193905e-05,2.259035185273917e-05,2.2142303697508936e-05,-0.00011889069839390649
V30_72,V30,4.167095889295501e-05,5.208330626190088e-05,4.35554456730836e-05,-8.150367167232806e-05
V30_73,V30,0.0003309277888066,0.0003229163775465,0.0003287841996727,7.067434018544711e-05
V30_74,V30,9.89739317961135e-05,9.902103218140126e-05,9.786829177597372e-05,9.224763304094619e-05
V30_75,V30,0.0001058595932549,0.0001052333530803,0.0001062517967494,6.990848824794928e-05
V30_76,V30,0.0001182899284266,0.0001173442791289,0.0001189312634832,8.836268295535583e-05
V30_77,V30,0.000174984154389,0.0001715611021736,0.0001745223006214,0.00015803136475344624
V30_78,V30,0.0001864613026695,0.000184676025629,0.0001875236514849,0.0001406386912070075
V30_79,V30,0.0001932176971767,0.0001895078545524,0.0001942531129104,0.00012492110944902212
V30_80,V30,0.0001966357412819,0.0001928964126808,0.000197378071336,0.00014341880013418984
V30_81,V30,0.0002312529289279,0.0002275349474323,0.0002305614215846,0.00019185150369910658
V30_82,V30,0.0007645826435736,0.0007613572688581,0.0007688540943441,0.0007793039951388384
V30_83,V30,0.0007925570159272,0.0007843868584295,0.0007965410875957,0.000822905092467128
V30_84,V30,0.0008251059323467,0.0008178330949853,0.0008295135580822,0.0008536642303657336
V30_85,V30,0.0012051068445532,0.0012018061549831,0.00120315340272,0.001264484448173692
V30_86,V30,0.0012417282974594,0.0012502498948475,0.0012453898154552,0.0012755279706508668
V30_87,V30,0.0013112688973747,0.0013108673039104,0.0013165669786755,0.001346713644106954
V30_88,V30,3.17216706798389e-05,3.815254350982242e-05,3.4346720249696235e-05,1.68451974571461e-05
V30_89,V30,6.038053036773835e-05,0.0003643319572152,7.912264324778242e-05,-0.0003492714810297192
V30_90,V30,0.0003399645527425,0.0003708581008726,0.0003433186021773,0.0002504823556720802
V30_91,V30,0.0003434760957593,0.0003733681122242,0.0003467334846062,0.0002514930158986148
V30_92,V30,0.0001545455433093,0.0001576303394215,0.0001543064149415,0.00014989703096645978
V30_93,V30,0.0004709163673367,0.0004839353107662,0.000461856998661,0.0005371683611830964
V30_94,V30,0.0004842333733952,0.0004738951226808,0.0004885255125737,0.0004820186169024494
V30_95,V30,8.241772183251446e-06,2.0205791131037363e-05,8.015178785208963e-06,-3.442389400038457e-05
V30_96,V30,9.746665403942135e-06,9.475392727622791e-06,9.954188236551653e-06,-1.5148097969561921e-05
V30_97,V30,4.0461183377914746e-05,-3.890574666608718e-06,2.2883985513582675e-05,-0.0005183429707259316
V30_98,V30,0.0001543811358271,0.0001517317699416,0.0001555821804315,0.00011426154571896032
V30_99,V30,0.0001551705427455,0.0001522965296296,0.0001561971275055,0.00012164439290431243
V30_100,V30,0.0002111575655306,0.0002067643609435,0.0002121107621691,0.00014946833553116656
V30_101,V30,0.0002111575655306,0.0002068271040933,0.0002121415095228,0.0001494688313565401
V30_102,V30,0.0007744282672216,0.000774911430032,0.0007796020779509,0.0007512573159894017
V30_103,V30,0.000836733682901,0.0008294420044957,0.0008410729222628,0.0008215992740810164
V30_104,V30,0.0008456631427169,0.0008388546540735,0.0008503889067263,0.0008253733642656001
V30_105,V30,0.0014229655837574,0.0014242582295531,0.0014233263564494,0.0015178773581039258
V30_106,V30,2.0938171371907427e-05,0.0002804967291315,8.497230945405441e-05,-0.0005791858864849807
V30_107,V30,8.439186663790722e-06,8.59688162061177e-06,8.604407945008997e-06,-7.88934394655714e-06
V30_108,V30,7.186740504514369e-05,2.8237913063586057e-05,5.359745291753086e-05,-0.00037373853889979163
V30_109,V30,0.0003922078540054,0.0003966487457345,0.0003895321601446,0.0003745294405053758
V30_110,V30,0.0014331375123319,0.0014354279013449,0.0014339043378664,0.0015086940533056196
V30_111,V30,0.0004700409916204,0.0004829312063502,0.0004651307000853,0.000547140897985981
V30_112,V30,6.413586081525042e-05,0.000193398429219,4.955945503417455e-05,-0.0013857018322027145
V30_113,V30,1.0022330315896697e-05,9.663586507337362e-06,1.0794389995682946e-05,2.0570823415075508e-05
V30_114,V30,1.7609108110124314e-05,9.161641308674846e-06,1.2242725900067026e-05,-0.00012792638503299544
V30_115,V30,2.3171540341034373e-05,2.6480890849564016e-05,2.2667505595256723e-05,-6.456069568188717e-05
V30_116,V30,0.0003330130027889,0.0003598766585303,0.0003359547179758,0.00023334590685125304
V30_117,V30,0.0003467698929887,0.0003758781949154,0.0003500248069037,0.00023408258800236656
V30_118,V30,0.0001546490823726,0.0001575676319415,0.0001544501641706,0.0001548503441443785
V30_119,V30,0.0002299370415608,0.0002265936575057,0.000229782036807,0.00019859933179511917
V30_120,V30,0.0004844837496754,0.0004741461666197,0.0004882494284465,0.00048657531631637684
V30_121,V30,0.0012446713168927,0.0012543287346334,0.0012485813336975,0.0012796566921507537
V30_122,V30,0.0013174686909784,0.0013175188981977,0.0013230076932005,0.0013522318596861699
V30_123,V30,3.0208557085038025e-05,0.000300828042232,9.215916451816184e-05,-0.0001648451543373533
V30_124,V30,4.595848012541737e-05,4.574546339354142e-05,4.759847299596602e-05,0.00014720928024760315
V30_125,V30,7.809669159413731e-06,3.2379495999309905e-05,1.3776348257691733e-05,-1.7060218537110123e-05
V30_126,V30,0.0002869255694665,0.0003698540677962,0.0002824018522881,8.397370491256012e-05
V30_127,V30,0.0002913319409934,0.0003749996481386,0.0003010269369468,7.17145834576654e-05
V30_128,V30,0.0002965007365312,0.0003776351814596,0.0003159265266987,0.0001358851704209444
V30_129,V30,0.0003023227694315,0.0003839102811781,0.0003226408641358,0.00011943492032195715
V30_130,V30,0.0004265803129565,0.000456826881409,0.0004431340004456,0.0003777130649350023
V30_131,V30,0.0004348433577109,0.0004666788043752,0.0004521048440803,0.0003406014221820217
V30_132,V30,0.0004473885271163,0.0004775346890782,0.0004654871482355,0.0004751538559458072
V30_133,V30,0.0004557362856497,0.0004888298828395,0.0004748947683738,0.00046650165926454045
V30_134,V30,0.0003387823248934,0.0003449419697111,0.0003391725961884,0.00035816961758298034
V30_135,V30,0.00034018229853,0.0003465735056255,0.0003413450643752,0.00036147496648638845
V30_136,V30,0.0009748610683311,0.0009693766354774,0.0009817887571811,0.0008856180314826489
V30_137,V30,0.0009826233605252,0.0009787892850552,0.0009903272830353,0.0008629045365663756
V30_138,V30,0.0010321087576496,0.0010286762957147,0.0010375843961996,0.0009502120572474444
V30_139,V30,0.0010367021269997,0.0010340101055066,0.0010431779890274,0.0009437606252358922
V30_140,V30,1.6957439521313005e-05,2.1147081057665072e-05,1.663217816392517e-05,-8.776849818238699e-05
V30_141,V30,2.6169404102408616e-05,2.9053681020764265e-05,2.5963215276213453e-05,-4.487363069163091e-05
V30_142,V30,9.46849045409134e-05,9.349888593065226e-05,9.173562150445242e-05,-9.579345954448749e-05
V30_143,V30,0.000288910381933,0.0002772336929725,0.0002839022304072,9.534214326447603e-05
V30_144,V30,0.0002311198969194,0.0002272211603436,0.0002304823416738,0.0001912172643959378
V30_145,V30,0.0002367361067122,0.0002319274672976,0.0002357785555135,0.00019545770095632392
V30_146,V30,0.0011930272871776,0.0011938367405306,0.0011918708003924,0.001180513241067475
V30_147,V30,0.0012415902453751,0.0012503126023275,0.0012455084174866,0.0012666685976138869
V30_148,V30,0.0012986057561882,0.0013000113478677,0.0013035643436998,0.0013265545661417899
V30_149,V30,0.0013112563471852,0.0013108672682406,0.0013168154543899,0.0013480736742632186
V30_150,V30,5.48600785206429e-05,0.0003218496013202,0.0001206518668479,-0.0003539980976362691
V30_151,V30,0.0003959490654897,0.00040085307182,0.0003932049707807,0.0003941000317568454
V30_152,V30,0.0003962270521867,0.0004012295663888,0.0003930819813659,0.0003950609890125671
V30_153,V30,0.0003955738148242,0.0004005392847313,0.000392557956571,0.0003904091683845765
V30_154,V30,1.5679328224547595e-05,0.0001233683705783,3.7896577140748927e-05,-7.898910394104423e-05
V30_155,V30,0.0002856642754237,0.0003724267866278,0.0002827558035535,8.480538528765388e-05
V30_156,V30,0.0002858908063438,0.0003701051117351,0.0002784503179609,8.438992737393266e-05
V30_157,V30,0.0004264077478511,0.0004620352762408,0.0004404400756883,0.00038641496704490776
V30_158,V30,0.0004276163310981,0.0004585838679532,0.0004414389723159,0.00038439073767318146
V30_159,V30,0.0003405839045934,0.0003470127790139,0.0003391009355926,0.0003565975883253913
V30_160,V30,0.0009852086995584,0.0009814247113669,0.0010099883608968,0.0008504379074408618
V30_161,V30,0.0010391619641381,0.0010365201168582,0.0010443262350401,0.0009335516807464701
V30_162,V30,1.733432171143344e-05,0.0001285766940706,4.52672742709384e-05,-0.0008040874898765126
V30_163,V30,2.35703226117995e-05,0.000128764941355,4.449480943138216e-05,-0.0006323906938007449
V30_164,V30,8.011852711955862e-06,1.7319267375781104e-05,9.73267887869959e-06,-6.373436091386083e-05
V30_165,V30,1.504391213111444e-05,1.6817250837550843e-05,1.5322526379239773e-05,5.533784102692706e-06
V30_166,V30,4.09721015916944e-05,4.982424967475664e-05,4.318016387695452e-05,-1.5444802429221546e-05
V30_167,V30,0.0001157503975851,0.0001255646483459,0.0001189588362261,1.7958363762804048e-05
V30_168,V30,9.863695920854328e-05,9.795422028532404e-05,9.928768165074476e-05,8.30456974321817e-05
V30_169,V30,0.000101345917608,0.0001007152755758,0.0001020857443419,8.55113239547681e-05
V30_170,V30,0.0002353970014946,0.0002321785112365,0.0002358224471825,0.0002232405243228799
V30_171,V30,0.0002382578171868,0.0002349395486921,0.0002387121277137,0.00022652124876204979
V30_172,V30,0.0002394620078676,0.0002360690502333,0.0002398692555025,0.0002256522543324244
V30_173,V30,0.0002440007838934,0.0002400851290345,0.0002442687309756,0.00022496370855088507
V30_174,V30,0.0010106040079736,0.0010143690562287,0.0010142291236666,0.0009843334047003082
V30_175,V30,0.0010226019891176,0.0010283625264608,0.0010277281215198,0.0010133318152470208
V30_176,V30,0.0010860620222293,0.0010810105745759,0.001089909900294,0.0010650513170300056
V30_177,V30,0.0010992648215635,0.0010954432825267,0.0011046400585724,0.0010951733494729528
V30_178,V30,0.0011006704427854,0.0010968865533217,0.0011063594491645,0.0010927043160762202
V30_179,V30,0.0011025341459234,0.0010987690796703,0.0011079978693471,0.0010976355710876535
V30_180,V30,2.390553817284236e-05,3.6144513026685246e-05,2.615522572280245e-05,6.259134611734239e-05
V30_181,V30,3.907990952361387e-05,0.000184676025629,5.150852336456946e-05,-0.0004055511392404223
V30_182,V30,5.208033705245192e-05,0.0001892568462833,3.506211343505549e-05,-0.0004250780939265
V30_183,V30,0.0001534499117676,0.0001508532588346,0.0001546384292898,0.0001199104338960982
V30_184,V30,0.0001535785512098,0.0001510415239539,0.0001548266944091,0.00011996266891895914
V30_185,V30,0.000208923631803,0.0002046935873105,0.0002040158970867,0.00014423609862406034
V30_186,V30,0.0002091062370599,0.0002048818524298,0.0002103016264008,0.00014419358675971407
V30_187,V30,0.000470061699433,0.0004829312776898,0.0004609803780525,0.0005478047677708697
V30_188,V30,0.0007792412648877,0.0007799942672246,0.0007844602668447,0.000768333915771024
V30_189,V30,0.000842782874231,0.0008357798830338,0.0008475067881893,0.0008460642596763039
V30_190,V30,0.0008429334765047,0.0008358426261837,0.0008225796017857,0.0008458878018817531
V30_191,V30,0.0008437053131578,0.0008365956153212,0.0008483451351197,0.0008448616131123733
V30_192,V30,5.981156752760815e-05,0.0003948289447008,8.89268757129315e-05,-0.00023730834284178893
V30_193,V30,2.670730522357285e-05,2.754766707585735e-05,2.6441404398816476e-05,1.759598996879955e-05
V30_194,V30,0.0003025254549916,0.0002453562135115,0.0002828335993521,-0.0001378399642500606
V30_195,V30,0.000415113832337,0.000469377080846,0.0004333662224995,0.00030449367965173883
V30_196,V30,0.00039290627205,0.0004016688041074,0.000387979062085,0.00035586771584306375
V30_197,V30,0.0010002124510831,0.0009976773273606,0.001005319150518,0.0009295761789544519
V30_198,V30,0.0012814496471674,0.0012788643381496,0.001276702570898,0.0014181069047033582
V30_199,V30,1.980018294069961e-05,1.361697566334664e-05,1.773091451656882e-05,-4.952830157817155e-05
V30_200,V30,3.637327290915087e-05,3.890538996824845e-06,2.4723904305325843e-05,-0.0002799092266040205
V30_201,V30,0.0001657930231224,0.0001110691794104,0.0001455464510691,-0.0003433297437383327
V30_202,V30,0.0002466482463645,0.0001981675149926,0.0002291363423793,-0.00020787520494584951
V30_203,V30,0.0013739194432648,0.0013706689806859,0.0013710887427025,0.0013844221396846408
V30_204,V30,0.0014284813920344,0.0014334826496814,0.001430217723024,0.001592373418268782
V30_205,V30,1.7849255985847074e-05,1.4432707950740974e-05,2.0127317606516505e-05,7.233770552357597e-06
V30_206,V30,3.886304224937873e-05,0.0001700549812194,8.552572615084583e-05,-0.00017498975884843037
V30_207,V30,0.0005192590697088,0.000530119904869,0.0005240125244743,0.0002811104111712903
V30_208,V30,0.0006908126298031,0.000762423938075,0.0007031601616403,0.0008291214729384428
V30_209,V30,0.0007105038770991,0.0007405866110297,0.0007289840864105,0.0007461432174245091
V30_210,V30,9.317135168948069e-05,9.60089329520197e-05,9.69145174249904e-05,1.1320629053886141e-05
V30_211,V30,0.0001318359754431,0.0001310239622723,0.0001322464371052,0.00011205266694729694
V30_212,V30,0.0001585917243981,0.0001578186758804,0.0001598236030923,0.00013194230413028852
V30_213,V30,0.0001849672026118,0.0001822286504179,0.0001858331534178,0.00012988305565782494
V30_214,V30,0.0002363526984236,0.0002362572440131,0.0002370230029332,0.00020081677313999626
V30_215,V30,0.0008360120470059,0.0008320774664772,0.0008450331600173,0.0008225639639547186
V30_216,V30,0.0008438057146737,0.0008396075005319,0.0008497576942309,0.0008331930550700441
V30_217,V30,0.0008802640151166,0.0008738696120543,0.0008855062369868,0.0008628559699303166
V30_218,V30,0.0008940629484512,0.0008872355081089,0.0008994382838511,0.0008830696829032213
V30_219,V30,5.056383490649112e-05,0.0005125497540684,5.9388121301276696e-05,-0.0006345030060748993
V30_220,V30,1.0671928123443609e-05,1.116967179181202e-05,1.075679404348068e-05,5.9491296118513895e-06
V30_221,V30,0.0001128161632844,6.752001161931851e-05,9.548501516649134e-05,-0.00010709550989382049
V30_222,V30,0.0004742911132882,0.0004874493551943,0.0004651589862239,0.0005194880491129174
V30_223,V30,0.0014110554539397,0.0014127120988623,0.0014099165508908,0.001553758771589711
V30_224,V30,3.277438057352196e-05,2.8049719283871487e-05,3.3295032341981224e-05,-2.2221778249020542e-05
V30_225,V30,1.8939239942289293e-05,-2.3970808158412704e-05,2.083258057325579e-06,-0.00033646297858867786
V30_226,V30,0.0014423305261269,0.0014454680537606,0.0014436570274938,0.0014169444138910831
V30_227,V30,1.883011604475026e-05,1.6064101185961896e-05,2.0926748802680824e-05,4.85961496301509e-06
V30_228,V30,3.135426388277677e-05,0.0001746986163631,4.157441721633837e-05,-0.00041315569426636907
V30_229,V30,3.13545776375138e-05,0.0001507904443452,4.1615223449089215e-05,-0.00041315503294739764
V30_230,V30,0.000153343235157,0.0001506022505655,0.0001546447785114,0.00011789152538932716
V30_231,V30,0.0001535095251677,0.0001508532231648,0.0001547086987641,0.0001182900421658393
V30_232,V30,0.0002089305344072,0.0002044425077018,0.0002100556475712,0.00014334009891635752
V30_233,V30,0.0007795738449089,0.0007801824966741,0.0007848931910115,0.0007662375310267551
V30_234,V30,0.0008432974319997,0.000836093598783,0.0008479378218576,0.0008409811300430861
V30_235,V30,0.0008434731346524,0.0008362819352419,0.0008481272997496,0.000850962969142796
V30_236,V30,4.688731964892098e-05,4.743972462283871e-05,2.8987798929950614e-05,-0.0008199088357926755
V30_237,V30,5.786220934644076e-05,0.0001534260668407,6.015808925596182e-05,-0.00034005756335675616
V30_238,V30,6.86056107989798e-05,0.0001666665122654,6.30860434651867e-05,-0.0007152901889451741
V30_239,V30,2.2253619482379404e-05,2.0958815938382755e-05,1.7139170637005732e-05,-0.00014143020382806354
V30_240,V30,0.0001537153482752,0.000150978780804,0.0001549973564901,0.00011833708560537736
V30_241,V30,0.0001541897454376,0.0001514807795074,0.0001554209173387,0.00011801092230216004
V30_242,V30,0.0001545944890483,0.000151857291911,0.0001557974297423,0.00011797428038103297
V30_243,V30,0.0002094802327065,0.000205132842864,0.0002104861283579,0.00014764278466468346
V30_244,V30,0.000210193083469,0.0002058231066866,0.0002112410258289,0.00014801109771259223
V30_245,V30,0.0002313934910501,0.0002273466823131,0.0002308105393552,0.00018845493079201102
V30_246,V30,0.0007767312269914,0.000777233229769,0.0007820625439727,0.0007654917025037637
V30_247,V30,0.0008384781592389,0.0008311363013948,0.0008430533264983,0.0008391639834658409
V30_248,V30,0.0008404422638927,0.0008330815708932,0.0008449377433454,0.0008397787407315799
V30_249,V30,0.0008443830233898,0.0008372858791439,0.0008491351494929,0.0008487969935213322
V30_250,V30,0.0012432343201971,0.0012517558909575,0.0012473275764641,0.0012641309046920487
V30_251,V30,0.0013145068462608,0.0013136910845158,0.001320136239929,0.001368811445489747
V30_252,V30,1.9725572064233883e-05,1.9201900733712333e-05,2.22519526131349e-05,-8.015375350260549e-06
V30_253,V30,2.9365686359480635e-05,7.931718624902641e-05,3.364702176924115e-05,-0.0008131014558905138
V30_254,V30,4.31820644574389e-05,0.0001590109027366,7.056082502471794e-05,-0.0008949904241864171
V30_255,V30,9.544795606137035e-05,9.48167060958446e-05,9.616088623131918e-05,8.114218957749169e-05
V30_256,V30,0.0002373215730515,0.0002340609840804,0.0002378003188634,0.0002361984110347673
V30_257,V30,0.0002376334452602,0.0002343120993589,0.0002380651313389,0.00023663806329322725
V30_258,V30,0.0010242021382765,0.00103011953084,0.0010295516678807,0.0010053143640171643
V30_259,V30,0.0011029043765131,0.0010991455564042,0.0011085030248263,0.001097050931362763
V30_260,V30,0.0011030361535026,0.0010992711140434,0.0011086825151788,0.0010878989653169736
V30_261,V30,2.5789635368707503e-05,0.0003357175495829,4.444148310449184e-05,-0.000337348303221968
V30_262,V30,0.0004701100176625,0.0004829940565094,0.0004610675906741,0.0005437666505748807
V30_263,V30,0.0004702097916689,0.0004830567639894,0.0004611353632634,0.0005443021996552708
V30_264,V30,7.61783951319359e-05,0.0002828812541834,0.0001206707004938,-0.0005219290179086909
V30_265,V30,1.5497475978965007e-05,1.5813235595982257e-05,1.5111040230656058e-05,5.8296116101384726e-06
V30_266,V30,0.0001366106950312,8.182723327039385e-05,0.0001154535665649,-0.00027909757136391106
V30_267,V30,0.0001824603022629,0.0001479667172444,0.0001654120951411,-0.00023930567114724795
V30_268,V30,0.0002890358838278,0.0003709835871723,0.0002835702873985,0.00018633347786403557
V30_269,V30,0.0003213425815903,0.0003933229307559,0.0003294888919229,8.75469430546965e-05
V30_270,V30,0.0004327386909349,0.0004624117351398,0.0004479262715787,0.00041846424125460045
V30_271,V30,0.0004556277265107,0.0004845628136041,0.0004704657939894,0.000308623866507315
V30_272,V30,0.000339140632803,0.0003453184642799,0.0003367849678653,0.000355371669756784
V30_273,V30,0.0009790026308599,0.000975024232358,0.0009858437338816,0.0008693401359201146
V30_274,V30,0.0010330311965765,0.0010304333179287,0.0010380606591539,0.0009500816099502127
V30_275,V30,0.0013349260045468,0.0013298808325155,0.0013300916766079,0.0014459999076447637
