Reaction,Dataset,Reference,wB97M-V,MACE-MP-0b3
Amino20x4_59,Amino20x4,4.187002999850581,3.924360352736597,5.953730493637115
Amino20x4_60,Amino20x4,6.014004363689959,5.586113183425693,6.773531446462361
Amino20x4_61,Amino20x4,3.026002541210042,2.931200668921852,2.52440772800136
Amino20x4_62,Amino20x4,3.103002346243523,3.0873441023450603,2.164281232349128
Amino20x4_63,Amino20x4,3.513002603876424,3.293040766710516,7.450076856205299
Amino20x4_64,Amino20x4,4.183003254462922,3.7807563783645,4.992184839303988
Amino20x4_65,Amino20x4,1.339001051071346,1.4010826340682756,-2.2864389069932685
Amino20x4_66,Amino20x4,3.080002241490802,3.058657694968588,7.942136534067874
Amino20x4_67,Amino20x4,3.506002735693285,3.242510503505428,2.6297430708534875
Amino20x4_68,Amino20x4,4.224003468479054,3.959584279292611,5.8542823581043075
Amino20x4_69,Amino20x4,1.2930008415659036,1.4971367642747806,-2.0894263003796465
Amino20x4_70,Amino20x4,2.8280019668219945,2.6113430884156665,5.233405567759372
Amino20x4_71,Amino20x4,3.244002470045857,3.2497551003876315,-0.7399544845496119
Amino20x4_72,Amino20x4,4.057003117128518,3.841942128861136,6.440475231499016
Amino20x4_73,Amino20x4,0.0930000416030623,0.082352147098967,0.1722102591448011
Amino20x4_74,Amino20x4,0.9030005658902434,1.1260447923952717,-3.938184553653177
Amino20x4_75,Amino20x4,1.7070014720959368,1.8825713438717768,1.5546334078238961
Amino20x4_76,Amino20x4,1.772001413456968,2.068725794365992,-3.9777983626790396
Amino20x4_77,Amino20x4,0.8490008656094842,0.855055641764773,1.3378328348487476
Amino20x4_78,Amino20x4,0.8600004791802819,0.6366829722753539,4.321628636414066
Amino20x4_79,Amino20x4,1.355001287640928,1.4286122277640214,1.7764292051729564
Amino20x4_80,Amino20x4,1.4840009202613382,1.411029537750225,0.688175702649843
BUT14DIOL_1,BUT14DIOL,0.1499998646793024,0.107862917241362,0.5956013673323562
BUT14DIOL_2,BUT14DIOL,0.3000003568680788,0.2592813298438166,1.0902778466503944
BUT14DIOL_3,BUT14DIOL,1.3100007007276633,1.245522470739434,2.0346954217140074
BUT14DIOL_4,BUT14DIOL,1.4400012109591993,1.3923215350762637,1.4209972764299905
BUT14DIOL_5,BUT14DIOL,1.7200015858700377,1.634033227193599,1.649642126329162
BUT14DIOL_6,BUT14DIOL,2.070001270121743,1.8703340305760543,4.090877703231332
BUT14DIOL_7,BUT14DIOL,1.7700015407631386,1.776528141307507,1.5657935683183064
BUT14DIOL_8,BUT14DIOL,2.2500017352463804,2.1935428880799286,2.305383887511336
BUT14DIOL_9,BUT14DIOL,2.030001306207263,2.007490282344996,1.9180626801577685
BUT14DIOL_10,BUT14DIOL,2.100001870567078,2.1041278708396467,1.955863315771113
BUT14DIOL_11,BUT14DIOL,2.000001333271402,2.0294143965784466,1.2594958440942496
BUT14DIOL_12,BUT14DIOL,2.150001825460179,2.1264263572540685,1.686203280022633
BUT14DIOL_13,BUT14DIOL,2.22000176231052,2.17034794163026,2.198000445238427
BUT14DIOL_14,BUT14DIOL,2.4200015818829232,2.406721285118377,3.295524599158318
BUT14DIOL_15,BUT14DIOL,2.23000175328914,2.244646192890509,2.4379347434905974
BUT14DIOL_16,BUT14DIOL,2.2500017352463804,2.2506236598660427,2.5213795003170785
BUT14DIOL_17,BUT14DIOL,2.58000206505032,2.5595770081663605,2.93110363347671
BUT14DIOL_18,BUT14DIOL,2.59000205602894,2.558426469549682,2.8180726535468366
BUT14DIOL_19,BUT14DIOL,2.6300020199434204,2.6208649172450382,3.362211472194209
BUT14DIOL_20,BUT14DIOL,2.480002155264118,2.493849469568134,3.219968701175695
BUT14DIOL_21,BUT14DIOL,2.7400019207082424,2.70965964136682,2.7201674438391614
BUT14DIOL_22,BUT14DIOL,2.55000209211446,2.5517069725853143,2.3539538005703573
BUT14DIOL_23,BUT14DIOL,2.530002110157219,2.5324169548583315,1.3652868371520843
BUT14DIOL_24,BUT14DIOL,2.7200019387510017,2.730600385494561,3.277415999591943
BUT14DIOL_25,BUT14DIOL,2.6900019658151413,2.6888645421387505,3.481356417441734
BUT14DIOL_26,BUT14DIOL,2.4900021462427384,2.516340475900668,3.014019625873059
BUT14DIOL_27,BUT14DIOL,2.7200019387510017,2.7165461813201874,2.290312579395066
BUT14DIOL_28,BUT14DIOL,2.830001839515824,2.82027105010904,3.1733013206854754
BUT14DIOL_29,BUT14DIOL,2.850002448982538,2.8113691379392693,2.632657412359222
BUT14DIOL_30,BUT14DIOL,2.850002448982538,2.811370079229196,2.6324978918974935
BUT14DIOL_31,BUT14DIOL,2.520002119178599,2.52789028978202,2.0907366708270914
BUT14DIOL_32,BUT14DIOL,2.6300020199434204,2.6527383824643107,3.1206566055842315
BUT14DIOL_33,BUT14DIOL,3.100002223448042,3.0621504754613618,4.322436980007667
BUT14DIOL_34,BUT14DIOL,2.7200019387510017,2.7246403632905376,3.484055364586699
BUT14DIOL_35,BUT14DIOL,2.830001839515824,2.8132007753486303,3.3936593211919717
BUT14DIOL_36,BUT14DIOL,2.7900018756013427,2.7997715078565606,3.302792619575541
BUT14DIOL_37,BUT14DIOL,2.7900018756013427,2.770758042555275,2.4977926950246423
BUT14DIOL_38,BUT14DIOL,3.060002259533561,3.045828640290187,4.362538718440093
BUT14DIOL_39,BUT14DIOL,3.100002223448042,3.0855213128255894,2.909703673812412
BUT14DIOL_40,BUT14DIOL,3.3000026705299192,3.2459077770461184,3.2723111439936017
BUT14DIOL_41,BUT14DIOL,3.150002178341143,3.1286620871309294,1.8365433908821336
BUT14DIOL_42,BUT14DIOL,3.290002679551299,3.2684732059928283,2.9967296182368384
BUT14DIOL_43,BUT14DIOL,3.5900024089099043,3.5262451873019924,3.775840283999729
BUT14DIOL_44,BUT14DIOL,3.180002151277004,3.1592432593728472,4.002296075398844
BUT14DIOL_45,BUT14DIOL,3.180002151277004,3.159249848223985,4.002260794516729
BUT14DIOL_46,BUT14DIOL,3.3700026073802607,3.346968930852124,5.016536975592847
BUT14DIOL_47,BUT14DIOL,3.450002535209222,3.4058119375274654,5.389738221879189
BUT14DIOL_48,BUT14DIOL,3.33000264346578,3.315027004366975,4.791345713666651
BUT14DIOL_49,BUT14DIOL,3.33000264346578,3.3150342834641,4.791743590696364
BUT14DIOL_50,BUT14DIOL,3.3700026073802607,3.34615065851942,4.473963388120952
BUT14DIOL_51,BUT14DIOL,3.6100030183766174,3.553299128781504,3.528454883646009
BUT14DIOL_52,BUT14DIOL,3.420002562273361,3.400525044701672,3.4220431285776343
BUT14DIOL_53,BUT14DIOL,3.150002178341143,3.15544990184611,3.3365323770206525
BUT14DIOL_54,BUT14DIOL,3.31000266150854,3.314695616594108,4.800492463343748
BUT14DIOL_55,BUT14DIOL,3.450002535209222,3.4546579652450795,4.793311285489829
BUT14DIOL_56,BUT14DIOL,3.3200026524871595,3.332644960347021,4.797807091005811
BUT14DIOL_57,BUT14DIOL,3.570002426952664,3.569660120529265,4.7509057254626335
BUT14DIOL_58,BUT14DIOL,3.520002472059564,3.4796787132421088,2.647553390172438
BUT14DIOL_59,BUT14DIOL,3.5000024901023226,3.497203295822524,4.823325482134626
BUT14DIOL_60,BUT14DIOL,3.650002982291099,3.639354397521767,4.743574494703752
BUT14DIOL_61,BUT14DIOL,3.780002865013161,3.7440568632974784,5.352036024732553
BUT14DIOL_62,BUT14DIOL,4.1500031587315815,4.076429367179919,4.50916444382905
BUT14DIOL_63,BUT14DIOL,4.310003014389504,4.221707411293767,4.77790327505264
BUT14DIOL_64,BUT14DIOL,4.7000032900651645,4.600033500736684,5.897171395522365
ICONF_1,ICONF,0.9000004430947626,0.8121311072131041,-2.0453691483111323
ICONF_2,ICONF,5.290004012822702,4.983170956293296,-1.0901887155447798
ICONF_3,ICONF,0.1299998827220621,0.5257096788441205,-3.2521594437374564
ICONF_4,ICONF,2.330001663075341,2.843093444160936,-5.914158652823068
ICONF_5,ICONF,12.160009110305284,12.256550689888725,-3.379772333117173
ICONF_6,ICONF,0.0999999097862016,0.1242319411823956,-0.6141289440308627
ICONF_7,ICONF,1.0300009533262986,1.020366047345856,0.4510382416081311
ICONF_8,ICONF,3.5100024810809427,3.521417129388091,4.324868658045616
ICONF_9,ICONF,1.6900009854247031,1.5567653499997385,2.966333999844416
ICONF_10,ICONF,1.4000012470447187,1.65047303428942,4.434646078517849
ICONF_11,ICONF,4.390003569727939,4.103025163922186,-4.662841056870065
ICONF_12,ICONF,9.160006796643444,9.220736159576358,9.4693441231339
ICONF_13,ICONF,0.5500001313335828,0.6246044189811082,0.30459091536554095
ICONF_14,ICONF,3.550002444995424,3.513570123360946,4.3247498428141045
ICONF_15,ICONF,1.3300013101943775,1.2614078103066309,1.6164052056006417
ICONF_16,ICONF,3.660002973269719,3.6882722750277153,3.1684027943460062
ICONF_17,ICONF,4.350002978303984,4.355259625089733,4.236006440239996
IDISP_1,IDISP,-9.150006805664823,-15.614303684797807,-23.815203837855552
IDISP_2,IDISP,-60.280045393128695,-60.95411619563643,-39.057108286664196
IDISP_3,IDISP,-1.2100007909414616,-1.167053854273826,-7.194258707869927
IDISP_4,IDISP,9.100006850771724,8.99507634803435,3.6350181104483936
IDISP_5,IDISP,-3.640002991312479,-3.0613630138675627,-3.052270810268717
IDISP_6,IDISP,-1.9600013693569216,0.0994389163265783,-2.6612377640459997
MCONF_1,MCONF,0.3900002756756602,0.8781218233265911,0.6355331165195242
MCONF_2,MCONF,1.740001567827278,2.0168209717125607,0.24868090561532058
MCONF_3,MCONF,1.160000836048361,1.592976600121957,2.458972537108773
MCONF_4,MCONF,2.20000178035328,1.9509841837359567,-0.28317333997362254
MCONF_5,MCONF,2.20000178035328,2.4756677590745344,4.012150637228241
MCONF_6,MCONF,2.680001974836521,2.4197041424116925,1.5369905268728488
MCONF_7,MCONF,2.920002385832879,2.744152958649729,-1.3168039767205046
MCONF_8,MCONF,2.23000175328914,2.702506911870302,1.4572007793387947
MCONF_9,MCONF,2.8400024580039176,2.676654839360263,3.757732919308895
MCONF_10,MCONF,4.240003077539162,4.099292235646402,2.351268033116619
MCONF_11,MCONF,4.4500035155996605,4.232230368716107,1.924607412887937
MCONF_12,MCONF,3.600003027397998,4.07975058657052,4.993400809338017
MCONF_13,MCONF,2.2500017352463804,2.828006735948505,3.6462980381156105
MCONF_14,MCONF,3.7400029010986806,4.220075886722401,4.880809161536771
MCONF_15,MCONF,5.0000036469332425,5.335640141343747,6.386747434079709
MCONF_16,MCONF,5.1100035476980645,4.915430179084624,4.3785342297357825
MCONF_17,MCONF,3.180002151277004,3.804638573220269,1.0562644270035668
MCONF_18,MCONF,3.830002819906262,3.671557995508231,2.7203307136530586
MCONF_19,MCONF,3.8000028469704015,4.1374152559895085,6.609478213579481
MCONF_20,MCONF,3.1100022144266624,3.7299280482438095,2.7341759001115657
MCONF_21,MCONF,5.2700040308654605,5.157847317333038,6.376212327713263
MCONF_22,MCONF,5.310003994779942,5.183895925857826,6.150154268645108
MCONF_23,MCONF,4.500003470492761,5.122487848737249,6.192844122886998
MCONF_24,MCONF,3.850002801863502,4.317800886413316,3.4574383862871376
MCONF_25,MCONF,4.550003425385862,5.193678673056696,6.036701211772988
MCONF_26,MCONF,4.760003863446359,5.132970645478587,5.634282326990426
MCONF_27,MCONF,4.370003587770698,4.683116445409544,6.694596771080218
MCONF_28,MCONF,5.2700040308654605,5.754836299359834,6.888563703836027
MCONF_29,MCONF,5.670004297519742,5.450849186546516,2.080742296056293
MCONF_30,MCONF,4.8600037732325605,5.252260635769231,7.353578461087426
MCONF_31,MCONF,6.240004410810564,6.621107480691501,9.113878636126273
MCONF_32,MCONF,6.260005020277279,6.628915832087259,8.967373587898464
MCONF_33,MCONF,5.850004135134904,6.155038310304608,4.921654642148809
MCONF_34,MCONF,5.370003940651663,5.618523106535382,7.1286441905665745
MCONF_35,MCONF,5.53000442381906,5.930081372174849,5.908571782377309
MCONF_36,MCONF,7.530005757090462,7.350836616573798,5.980356304877929
MCONF_37,MCONF,5.88000473558024,6.30738223658766,6.424534683481873
MCONF_38,MCONF,5.580004378712161,5.9329047255276,7.079647351845721
MCONF_39,MCONF,6.980004998247404,7.389867517596543,9.568551470969096
MCONF_40,MCONF,7.07000554456446,7.458660502689204,9.575288802699532
MCONF_41,MCONF,6.390004902999341,6.69244413821141,6.248194978397318
MCONF_42,MCONF,7.320005319029964,7.773840941283473,9.871804879641251
MCONF_43,MCONF,7.3900058833897795,7.8247812818735,9.799812016028524
MCONF_44,MCONF,6.180004464938843,6.517706344083822,6.994209211296617
MCONF_45,MCONF,7.82000612297992,8.142033003679272,9.530052434957742
MCONF_46,MCONF,7.890006059830262,8.210960589557452,9.646693372373374
MCONF_47,MCONF,6.740005214760521,7.128767602523671,6.186494152231828
MCONF_48,MCONF,8.19000641669834,8.578142236268343,9.62472896991758
MCONF_49,MCONF,8.20000640767696,8.584823266902113,9.624032954457642
MCONF_50,MCONF,7.280005355115483,7.655058417874035,6.116883217625598
MCONF_51,MCONF,8.750006539010544,9.136719857330418,9.518461230451697
PCONF21_1,PCONF21,0.020017552222514,0.9690377804493542,-4.0077913195694
PCONF21_2,PCONF21,1.0100009713690583,1.3034880309081345,-0.1513111021532966
PCONF21_3,PCONF21,0.7000006235223594,1.7289208172827102,-2.1818592567137376
PCONF21_4,PCONF21,0.8500004882016616,1.5636404694157242,-3.270384106416134
PCONF21_5,PCONF21,0.7800005513513205,1.6723428688496675,-1.487731917782453
PCONF21_6,PCONF21,1.920001405442441,2.0575523606960937,-1.119533877459772
PCONF21_7,PCONF21,2.18000179839604,2.295341993034982,3.260563475644736
PCONF21_8,PCONF21,1.6100010575957422,2.53285934906746,2.3173873030414196
PCONF21_9,PCONF21,1.8900014325065808,2.6281813639512466,0.548355651471001
PCONF21_10,PCONF21,2.070001270121743,2.564245302188388,-7.007752722051301
PCONF21_11,PCONF21,1.0700009172407794,0.4371055293887875,-7.840682368048616
PCONF21_12,PCONF21,1.230000772898702,1.1539917426087514,-1.0925018789688632
PCONF21_13,PCONF21,2.440001563840163,1.7413256128408203,-7.035702340855914
PCONF21_14,PCONF21,2.140001834481559,2.4101120325867504,-0.30711975424995397
PCONF21_15,PCONF21,1.47000118389506,0.5495510229155794,-7.915390717709198
PCONF21_16,PCONF21,2.800001866579964,2.401017914321627,-1.1229518537672727
PCONF21_17,PCONF21,2.2700017172036207,1.2713279194889908,-8.545804409580418
PCONF21_18,PCONF21,2.7400019207082424,2.828952518199053,-0.4583959490169183
Pentane14_1,Pentane13,16.55699999990941,16.510864748482874,8.130108860066626
Pentane14_2,Pentane13,7.046999999932108,6.964106606467424,2.4052119886237606
Pentane14_3,Pentane13,9.274000000156152,9.092317914431035,5.4855992168294225
Pentane14_4,Pentane13,3.4919999998317195,3.408397653055055,1.2306726818637514
Pentane14_5,Pentane13,7.151000000236179,6.953172567627068,4.634280144535494
Pentane14_6,Pentane13,5.337000000169774,5.282161399410949,2.223355221095783
Pentane14_7,Pentane13,3.349000000198009,3.248527817374875,1.331670784339181
Pentane14_8,Pentane13,7.10399999996602,6.905093419235388,4.853141456793022
Pentane14_9,Pentane13,3.098000000103723,3.0059031617585448,2.006289542426219
Pentane14_10,Pentane13,3.2260000000918043,3.198291542406117,0.27270845055156906
Pentane14_11,Pentane13,0.9290000002664702,0.9148653895244367,-1.0795168580977277
Pentane14_12,Pentane13,2.799999999739278,2.731714465828959,0.09990471549498485
Pentane14_13,Pentane13,0.5980000001796333,0.6048171627012803,-0.5464877223787097
SCONF_1,SCONF,0.8600004791802819,0.7971806940474222,1.218412987782001
SCONF_2,SCONF,2.280001708182241,2.360784893356811,-1.1832886385878956
SCONF_3,SCONF,3.080002241490802,3.093263838488792,0.016592631825133545
SCONF_4,SCONF,4.600003380278962,4.695950331916868,-4.913821742899199
SCONF_5,SCONF,4.87000376421118,4.954228399615263,-4.547528811394645
SCONF_6,SCONF,4.160003149710201,4.117468988789109,0.8001786598368292
SCONF_7,SCONF,4.380003578749319,4.289615482624551,1.2508707755928326
SCONF_8,SCONF,6.190004455917465,6.330137298875222,-4.278563954127639
SCONF_9,SCONF,6.180004464938843,6.303488979553304,-3.2377475928995945
SCONF_10,SCONF,5.6500043155625015,5.620895657098175,2.792239960231365
SCONF_11,SCONF,5.590004369690781,5.613114602361224,2.2241310461336634
SCONF_12,SCONF,5.930004690473339,6.212560597717403,-2.5902503973788384
SCONF_13,SCONF,6.31000497517038,6.354100818983394,-2.5929087070343764
SCONF_14,SCONF,6.220004428853325,6.218686470754911,0.10836847684055702
SCONF_15,SCONF,0.2000004470818772,0.2236206566398862,-0.14327748351763003
SCONF_16,SCONF,6.160004482981604,5.6644271815441,14.804085280557102
SCONF_17,SCONF,5.54000441479768,4.965922979885181,14.949492611524219
UPU23_1,UPU23,4.87000376421118,5.0027434788333975,-10.706224520071633
UPU23_2,UPU23,2.9700023407259803,3.334579885964808,-10.006484687454039
UPU23_3,UPU23,8.900007031199321,9.271537946098718,-10.349072467817257
UPU23_4,UPU23,2.22000176231052,2.2087886072129312,-4.275999959566521
UPU23_5,UPU23,2.0200013152286425,1.9160208617623544,-1.7377319394232187
UPU23_6,UPU23,3.140002187362523,3.0291242754011485,-2.8223577973388534
UPU23_7,UPU23,0.5700007408002973,-1.0842575559078471,-17.290334153417614
UPU23_8,UPU23,3.3200026524871595,3.38716405021036,-0.27666826521855
UPU23_9,UPU23,7.2600053731582435,8.254422084087416,-2.8677089855062703
UPU23_10,UPU23,3.960002702628324,4.047484927832858,-7.107915194936619
UPU23_11,UPU23,11.130008156978985,11.71719977083243,-5.949774976044503
UPU23_12,UPU23,4.82000380931808,5.7860067028304,-2.2925966594128933
UPU23_13,UPU23,14.410010845551664,14.080186092887578,-3.315638342875934
UPU23_14,UPU23,5.15000413912202,5.314299108975213,-4.30252017255669
UPU23_15,UPU23,5.480003841416485,5.58042531200611,0.41832729516469425
UPU23_16,UPU23,6.840005124546722,7.506917424628801,-3.0804637964368093
UPU23_17,UPU23,3.900002756756603,3.867303489015492,-1.748400775807417
UPU23_18,UPU23,6.430004866913823,6.645222669719455,1.3912354115940868
UPU23_19,UPU23,5.420003895544764,5.768025732570624,-4.046477768026409
UPU23_20,UPU23,6.70000525084604,6.264619599587328,-2.346363249277418
UPU23_21,UPU23,5.6000043606694,6.728483387708379,-0.3881237090536395
UPU23_22,UPU23,10.42000816998748,11.115697050458998,3.2038807514318632
UPU23_23,UPU23,6.090004546131262,6.631113746669829,-2.7172972494416525
