Reaction,Dataset,Reference,MACE-OMOL-0-100M,MACE-OMOL-0-4M,wB97M-V
BH28_PXBH_25,BH28,48.44646294617259,46.90085394518386,46.1495637706107,48.229959062682624
BH28_PXBH_26,BH28,26.6730400687418,23.1929477500084,22.731047167330196,25.418868132905757
BH28_PXBH_27,BH28,14.459847020472036,9.280248963109033,18.905048000574595,12.289895037312052
BH28_PXBH_28,BH28,14.388145277928045,8.100448112030898,19.313132774685688,11.915989940390316
BH76_3,BH46,42.100031673542496,43.28322543191385,32.488580925938074,37.342640132030425
BH76_7,BH46,30.50002331305889,32.68119226179144,23.483548082857663,28.24913860922289
BH76_8,BH46,56.90004279476982,58.42717211230814,57.719795863576714,52.76099538668453
BH76_9,BH46,1.5000011568309202,8.76375943284741,-2.298770131835842,-0.4977852562571784
BH76_10,BH46,104.8000792760636,107.03195243887912,117.07303677837326,101.83145080456572
BH76_13,BH46,-0.6000007137361577,-3.8239759797175883,-2.5237514139867083,-1.0805197330599894
BH76_15,BH46,13.400009874182606,10.904981367762314,17.4442954637038,12.445815328361196
BH76_17,BH46,2.5000021372213586,2.476999766111527,14.311567609102879,2.877951971965673
BH76_21,BH46,-12.300008984005967,-14.202724375303326,-15.653110009574682,-12.533766303274666
BH76_22,BH46,19.80001476816057,19.860639797458383,25.434428012304767,20.18435108056157
BH76_27,BH46,11.000008274256924,9.879600983120143,15.014795670352738,10.573961344338386
BH76_28,BH46,47.70003603421189,46.9937992028424,52.939088711930914,47.12074677266841
BH76_31,BH46,3.2000021332342437,5.104154475164793,-3.8622125811954597,3.3612912071049137
BH76_32,BH46,22.80001708182241,24.750600607293247,25.31614899879365,22.8620540489482
BH76_35,BH46,6.400004893977961,9.054435575285806,9.200915804207229,6.051155183602156
BH76_36,BH46,33.00002482277077,34.0475062987765,34.36860667207927,33.66816271148443
BH76_39,BH46,6.100004537109882,7.101040963769691,4.151132653116421,4.873631020007609
BH76_40,BH46,8.000005960595084,11.127384065096416,13.728334077905535,5.975475658484788
BH76_41,BH46,5.20000409401512,6.771783777813567,13.792089582361369,3.4007113522721326
BH76_42,BH46,21.600016281859567,23.777832449804812,20.759180203899714,19.277367335545524
BH76_43,BH46,11.900008717351687,17.782316249487234,19.025769587863007,10.431514246452588
BH76_44,BH46,15.000011568309203,19.779562046575595,12.533104372072845,14.423764535453426
BH76_47,BH46,9.700007564507882,11.427122621543118,0.4024511616242668,8.853194134174096
BH76_49,BH46,3.400002580316121,2.187539262704061,4.892589008119634,2.410249770904295
BH76_50,BH46,13.700010231050685,12.178007925537617,11.490591581866912,11.728336746220046
BH76_51,BH46,1.800001513698999,4.753427905079722,10.591154528034796,0.9425539940694144
BH76_52,BH46,6.800005160632242,10.77701680347697,13.675690737060501,6.036648921560808
BH76_53,BH46,3.5000024901023226,2.5568862333364017,4.251529098003065,2.358557360208688
BH76_54,BH46,20.400015481896727,20.114943019038463,19.299425562245155,18.33180732007471
BH76_55,BH46,1.6000010666171218,0.7023420230247979,6.7482860425090605,-2.1231516363338336
BH76_56,BH46,33.80002535607933,34.71895039035724,19.823358788643315,29.181932760187788
BH76_57,BH46,14.400010854573045,9.316035478864595,19.407721596903357,11.707560472291132
BH76_58,BH46,8.900007031199321,11.011322139470353,17.915255509606183,6.798336487436589
BH76_59,BH46,2.900002403875639,6.381597778144186,-1.3697036618094096,3.339371610922215
BH76_60,BH46,24.70001850530761,28.946996675058397,25.88652799851724,23.85886853622202
BH76_65,BH46,10.400007560520766,3.4066996653142616,-2.5582367097594463,7.628605755948749
BH76_66,BH46,9.900007384080284,11.125575224317268,-0.9661665880665835,7.813476698612351
BH76_67,BH46,8.900007031199321,13.51617612553085,20.679529639450376,7.647621301091554
BH76_68,BH46,22.000016548513848,25.218461722538745,20.98456992441787,20.872337658714947
BH76_69,BH46,9.800007474294082,13.382304939285081,17.67585336544872,9.096762501283644
BH76_70,BH46,19.400014501506288,22.535336625484884,16.392753023502628,18.232634593309115
BH76_71,BH46,11.300008631125003,11.561622814401193,10.170988713910475,10.710394893452024
BH76_72,BH46,17.800013434889166,19.129210937251866,18.620882604405285,17.36555787803796
BH76_73,BH46,13.900010678132563,14.174794008115047,12.571052206224854,13.295361123209068
BH76_74,BH46,16.9000129917944,19.193128220175463,19.43280546980608,15.861679842179246
BH76_75,BH46,39.700030073616816,38.21346247143436,38.53455775470356,39.44944364053168
BH9_1,BH876,11.740000076561127,10.79588715308804,11.961222090482394,11.014517548305118
BH9_2,BH876,9.010000000000014,10.080430030069232,11.045865187209241,10.25597807198742
BH9_3,BH876,38.50999977168731,38.40543689266524,39.82394650103705,38.27488220016119
BH9_4,BH876,6.559999999999983,7.781089893606802,8.563013020980856,7.9355993294546945
BH9_5,BH876,17.100000261177325,16.79383461677153,16.542577149949842,17.189316445662246
BH9_6,BH876,15.179999999999978,16.305383973504636,16.59351273124545,16.336308179043964
BH9_7,BH876,10.800000000000004,10.126983766752488,10.542411892592204,10.0992294056565
BH9_8,BH876,20.54000029537003,23.13329778632971,19.845334780270285,22.11455710782443
BH9_9,BH876,8.559999999999999,7.557526815577916,7.539163634666494,7.519742337652926
BH9_10,BH876,10.839999999999982,11.598929465876108,11.387390277928912,11.557317886951516
BH9_11,BH876,6.919999999999971,6.33819377442405,9.094118584154446,6.155443555860623
BH9_12,BH876,26.64999980338274,27.326444775477768,28.320983345913678,26.478034659821
BH9_13,BH876,7.939999999999999,8.025822960399273,8.220186632375553,7.950193442767258
BH9_14,BH876,24.569999797301328,25.73610881304075,26.35192894330078,25.146870888318745
BH9_15,BH876,13.670000217963238,15.238089732703662,15.79252511778761,14.155142350607788
BH9_16,BH876,20.449999749052974,20.924620740985077,23.955226311777295,21.049408658634963
BH9_17,BH876,-0.7899999148204667,-1.8579524984942883,-2.5566011828599815,-2.190909921092836
BH9_18,BH876,15.790000187959137,17.13573745704782,16.711417555302983,17.40610816774777
BH9_19,BH876,7.640000000000009,8.895970936161284,9.404057800943475,7.752598804282472
BH9_20,BH876,31.530000000000012,32.07142996734542,34.56544969407111,31.21960637372185
BH9_21,BH876,10.880000000000022,10.455046846135083,12.718590291946926,10.615634562308156
BH9_22,BH876,8.299999999999986,9.492329122565426,12.203686255238821,9.865239531430367
BH9_23,BH876,3.370000097342364,3.1410705208286456,7.0496667585076045,2.837083848715507
BH9_24,BH876,36.53000030290157,36.40175614138307,34.98810278858488,36.44689997626489
BH9_25,BH876,14.829999798992652,16.23449866288157,17.94047494422949,15.771169256134469
BH9_26,BH876,20.63999999999998,21.457374346568702,24.62311970224346,21.19607418892683
BH9_27,BH876,7.960000000000019,8.276658384942067,9.25803872580876,8.15642568642285
BH9_28,BH876,23.9499997291174,24.754041823787226,26.283966387409556,24.23733669377703
BH9_29,BH876,9.349999722633012,8.563047734582668,10.406990589130398,8.462339818111312
BH9_30,BH876,11.720000094603888,12.785016637245342,16.82984414520582,12.173445970703307
BH9_31,BH876,17.039999999999978,17.235024690079694,17.32399036349552,17.275647128312283
BH9_32,BH876,15.200000092711072,16.615794937346294,17.29680169849076,16.644466723856706
BH9_33,BH876,16.960000000000022,15.871475299806223,17.12932088012284,15.97346965095664
BH9_34,BH876,3.8700002737828463,4.17295381019271,4.370967959061625,4.37478539822254
BH9_35,BH876,7.760000000000004,7.47770699217209,9.241241721889601,7.619863105761325
BH9_36,BH876,19.980000173057828,20.57364019029455,21.4443523826365,20.052832750458403
BH9_37,BH876,4.249999930970413,3.704417586288347,7.988471306730086,3.740859765266594
BH9_38,BH876,36.12000004526867,35.68042716234214,34.61068958514835,36.122617136275295
BH9_39,BH876,5.779999805718245,6.73257776439605,8.542760571400473,6.388867667578389
BH9_40,BH876,30.879999752395914,32.623600300892996,34.56098450996934,32.097418521080655
BH9_41,BH876,5.420000130487919,7.2301838777779786,6.816522787035151,6.201834578279336
BH9_42,BH876,25.969999789327094,27.215136382796985,28.016200652671383,26.228995853342205
BH9_43,BH876,16.3800002832072,17.000574960892862,17.865676622110712,17.219844216795572
BH9_44,BH876,9.260000000000016,9.968957860877744,10.834189797777139,10.029724573739731
BH9_45,BH876,12.960000230971735,12.871197809193704,14.483213422411847,12.58174649339515
BH9_46,BH876,9.630000097543851,10.65160613252792,12.783213476558247,10.78255415315269
BH9_47,BH876,7.109999999999975,7.211520084983215,8.14954142106026,6.981056202137179
BH9_48,BH876,24.940000091019748,26.480510122918055,27.224629067736455,25.613017681666328
BH9_49,BH876,6.750000185663349,7.191701570326529,9.193792511708146,6.887090799913686
BH9_50,BH876,21.04999983527966,21.875161324044218,24.10454383218003,21.240176119516267
BH9_51,BH876,18.760000000000023,16.886992126284067,20.1963786553141,16.94314956181587
BH9_52,BH876,2.3999997173972605,2.7561414597935903,3.060039695062507,2.993099960450321
BH9_53,BH876,9.779999999999976,10.70707617151701,11.899241220874096,10.547390585162669
BH9_54,BH876,18.83000000000003,20.1892472460041,20.4327992152875,19.4179226178417
BH9_55,BH876,22.45999981828405,21.524721209566447,23.153318853477092,22.05604937949662
BH9_56,BH876,9.640000000000024,10.308511604365885,10.785031648642692,10.120552616865965
BH9_57,BH876,7.919999999999978,8.625310391666897,10.912793143831857,8.796973615112016
BH9_58,BH876,18.080000004591575,18.190115833439034,20.41602205236459,17.9845755174053
BH9_59,BH876,14.29000000000002,14.064152567126955,16.120362844357473,14.117598521483592
BH9_60,BH876,6.030000207693223,6.612599078897201,9.17938367779344,6.566806575833498
BH9_61,BH876,24.18000014913514,21.947474407012606,24.008519033094124,22.914684272551245
BH9_62,BH876,7.640000000000009,8.720394590251757,7.348719181192027,8.174360032743794
BH9_63,BH876,11.469999999999992,11.365358640984311,11.752034617663837,11.229806385238664
BH9_64,BH876,10.550000000000002,11.682614897275688,14.708882388318527,11.778207622419696
BH9_65,BH876,20.070000091865406,18.37568010734832,21.726112925740242,18.818510947233182
BH9_66,BH876,3.029999776559805,2.912117666278724,3.8880327269482313,2.949784738465547
BH9_67,BH876,13.01999999999999,12.012201935893108,11.3829428737876,11.863222856963
BH9_68,BH876,8.080000000000014,8.654886086241778,8.122142819152641,8.501608105933116
BH9_69,BH876,9.680000000000001,9.069413031881583,9.90621103356155,9.709640964442736
BH9_70,BH876,27.800000020943006,28.97665599034328,29.916230953427167,28.853930671560963
BH9_71,BH876,7.820000000000003,8.783764290004191,10.71812131702572,8.946814970903079
BH9_72,BH876,18.490000000000002,19.042861571518102,21.122254230409908,18.71207712008597
BH9_73,BH876,6.150000099436665,5.772524193049451,5.31338952256651,5.1812000823515785
BH9_74,BH876,31.910000078212736,31.409111958962658,31.93676168207422,31.415313400934185
BH9_75,BH876,6.290000000000024,5.917422525786399,6.212149264470714,5.6065028487256185
BH9_76,BH876,30.93000000000003,30.784798803313915,31.820597011544045,30.686298182649622
BH9_77,BH876,5.3000002387444765,4.5138271662526845,5.023314471622321,4.30944208369258
BH9_78,BH876,27.450000000000024,27.3204974161897,27.53701779789044,26.796628373421004
BH9_79,BH876,5.709999868867904,5.251371418091232,5.898014825024349,4.562178615188392
BH9_80,BH876,24.840000181233542,24.73667753215541,25.30593608241042,24.006033313079374
BH9_81,BH876,7.580000000000011,8.206232374222195,7.599979791377748,8.022545536190963
BH9_82,BH876,20.850000015707256,20.887284167858457,20.714691370548252,20.43779575657194
BH9_83,BH876,13.309999915223441,13.187130099309117,12.76279466893789,13.34596455404049
BH9_84,BH876,13.519999725774463,13.59278060368007,13.585404383868584,14.00362259526259
BH9_85,BH876,5.45000010342378,5.223350553807685,5.5471501415272035,4.765599616399443
BH9_86,BH876,25.56000015920367,25.559147897724937,26.615616282359046,25.50032814974619
BH9_87,BH876,6.100000144543563,6.246458591657939,6.68199364531046,5.6295711011324086
BH9_88,BH876,22.210000043818546,22.11639943211506,22.923524782576706,22.177165359599744
BH9_89,BH876,10.669999999999998,10.80820629987708,11.298747636781764,9.686986240900511
BH9_90,BH876,31.780000195490672,31.702943082379218,30.380900098030533,31.128851874805697
BH9_91,BH876,0.010000000000000012,-3.476979491914338,-2.2445959540331013,-3.3258783373559444
BH9_92,BH876,19.71999999999999,19.703353870274544,23.687521425250182,19.76176128882088
BH9_93,BH876,7.4700001636334745,7.436141498180224,6.736763982787163,7.083960853270324
BH9_94,BH876,21.310000228233257,20.847477590074796,20.87118138379064,20.589554467544637
BH9_95,BH876,0.37000029371841997,-4.916544396337487,-2.828712268507471,-4.752114123982507
BH9_96,BH876,22.45999981828405,22.248371924852137,21.672753461692054,21.50642556553845
BH9_97,BH876,8.099999999999973,9.979103794748408,13.650618425715649,6.636931261559709
BH9_98,BH876,43.7700000465173,48.34318239830456,52.78112609595245,44.720373749883294
BH9_99,BH876,8.849999999999977,10.978967829031525,14.614284171348594,7.468701093486534
BH9_100,BH876,43.49000029911594,48.22719844866304,52.649964243213084,44.38599396872088
BH9_101,BH876,11.449999999999973,13.756158084575562,18.941671017545396,10.15392062141737
BH9_102,BH876,47.83000014889394,52.95769768879295,58.886448817444915,49.16700107628269
BH9_103,BH876,10.150000255941574,12.159253519720787,15.738402419883233,8.517439291491756
BH9_104,BH876,47.06000021603071,51.96744256237743,56.25402873417447,48.09085125647069
BH9_105,BH876,26.56999987555378,27.74970057216375,28.64966343483282,27.418651218403955
BH9_106,BH876,93.72000000000003,95.90969705390634,96.2468537503936,95.01885723915956
BH9_107,BH876,26.76999969512618,28.35448559662161,30.83202895315354,28.332677753256483
BH9_108,BH876,62.04999987068128,64.63629309463224,67.03131935721105,64.14921647590961
BH9_109,BH876,19.07000000000002,24.86961161342303,26.497049734211835,20.23450847767097
BH9_110,BH876,39.400000223803445,47.31380895471295,47.93734800870709,42.55159370353012
BH9_111,BH876,12.199999999999978,14.059613180636244,17.0032338598485,12.394364822559988
BH9_112,BH876,36.76999999999998,39.49604327456027,42.509424031386054,37.401330904847946
BH9_113,BH876,17.83000023012607,18.03409850400914,21.727942444435783,18.07229632182018
BH9_114,BH876,47.85000013085117,50.34193091125611,53.750940804102044,50.09084656562593
BH9_115,BH876,19.749999753040086,19.28380898818589,22.22334867123114,19.48082761881946
BH9_116,BH876,50.91999987132546,53.951897604664936,56.72826625389291,53.30307810549499
BH9_117,BH876,23.079999886467974,22.58927326567672,26.812001762129807,22.712075331352
BH9_118,BH876,45.70000018791942,48.22919428065081,52.360736564796014,47.829960490319486
BH9_119,BH876,24.510000000000005,24.532809421403822,27.382504002820426,24.25595232715577
BH9_120,BH876,44.87000030918447,47.65540398237528,50.996151113047766,47.047752109650624
BH9_121,BH876,24.90000000000002,25.859590776631933,27.140327022948945,24.592317297369878
BH9_122,BH876,60.92000026258773,63.699332700346275,64.5775191190119,62.32528212741271
BH9_123,BH876,21.970000000000006,23.245626962492615,24.799820764485705,21.994409500359374
BH9_124,BH876,60.48000003201897,63.60874617664892,64.47699186514477,62.13818245924928
BH9_125,BH876,25.289999999999978,25.984310069862353,29.70189595933059,24.995603642780047
BH9_126,BH876,60.67999985159137,63.21384501155064,67.07767385241561,62.25495513258857
BH9_127,BH876,23.42999999999998,26.230075986154738,29.332217309610257,24.29664600269084
BH9_128,BH876,53.320000216232195,56.222718557443024,59.76072712011431,54.875713797701295
BH9_129,BH876,15.270000000000008,17.834914731334344,21.71366744679612,15.817899196431442
BH9_130,BH876,59.45999969718076,62.10659283979515,65.82582998329158,60.70211447768658
BH9_131,BH876,19.860000281314388,22.143677171953794,25.201113744901704,20.359510561090616
BH9_132,BH876,70.39999999999966,73.06494043190361,76.28169079135135,71.9084700809076
BH9_133,BH876,22.040000000000013,25.82689864296701,29.44405757343962,24.40520551831607
BH9_134,BH876,59.32999981445871,63.60787943485844,67.31399707989307,61.902316645456864
BH9_135,BH876,19.099999711920304,22.24582560037646,25.212560817606434,21.049373016102805
BH9_136,BH876,56.89000013314696,61.32599333309953,64.2459511335502,59.9166385296548
BH9_137,BH876,12.399999999999991,13.267105253887106,15.685762006172002,12.856747500309138
BH9_138,BH876,62.13999978948887,64.08645727035801,65.95666661142603,63.46637516167198
BH9_139,BH876,8.83000000000002,9.849819146140506,12.636050723176387,8.638510530200234
BH9_140,BH876,68.84999999999967,73.48136823609205,75.34677823962873,70.4769364200129
BH9_141,BH876,24.810000208297684,26.0631977238556,28.84262615996041,25.302737401818234
BH9_142,BH876,57.02000001586903,59.1806193144569,61.358839135689024,58.378805579690926
BH9_143,BH876,26.619999830446883,27.15840380834774,29.85013176264734,26.552373071690912
BH9_144,BH876,73.9499999999998,76.0850049957208,78.55995511309379,75.13221196429433
BH9_145,BH876,23.550000089972595,24.882681317793967,27.18455008370136,23.54573045275154
BH9_146,BH876,54.519999761176095,58.002308655741345,60.36803945962128,56.25074255221381
BH9_147,BH876,27.830000000000034,29.026276087684025,31.43470640203562,27.924152519379984
BH9_148,BH876,47.790000184979455,50.80212889549942,53.10380713104224,49.48124583545063
BH9_149,BH876,29.600000000000005,31.152889068926292,33.376487833039484,29.46351458446759
BH9_150,BH876,50.219999875312574,53.70121061357851,55.980329506652524,51.77294664196653
BH9_151,BH876,21.689999885420825,25.800141562907083,31.19964789397219,24.06331036987197
BH9_152,BH876,38.31999994309353,41.30877973029545,45.896700540078236,39.73094508091143
BH9_153,BH876,1.6499997664912747,7.280129878769332,8.533795866820897,2.97607719722557
BH9_154,BH876,35.569999913935085,40.196189190007,40.40882497715174,35.64616638636784
BH9_155,BH876,7.9799999999999764,13.155067140538875,13.195639794882148,9.062514728461531
BH9_156,BH876,55.019999937616575,56.916835701207994,58.78704146060168,54.34939982723939
BH9_157,BH876,15.119999999999981,19.632217431995596,20.82223977952919,15.838969207499243
BH9_158,BH876,36.68000016758087,36.963647408819604,41.41254089501556,35.525828329793974
BH9_159,BH876,6.609999999999971,13.16035779110506,13.008462759813577,7.92185831525687
BH9_160,BH876,54.79000014510831,59.97856069939028,57.2692011679616,53.493708957631625
BH9_161,BH876,11.620000184817686,16.73342227850391,23.007229619266127,13.002350908104404
BH9_162,BH876,53.25000027938185,58.26632409699302,57.682062188377074,54.827858168178246
BH9_163,BH876,18.27999982416398,17.804563674142337,17.55071395760587,17.59148601256856
BH9_164,BH876,30.480000113251105,31.427974158438314,30.526614315150834,31.41779331847385
BH9_165,BH876,16.5300001478865,15.963492078144826,15.737024560480505,15.821658166431698
BH9_166,BH876,29.810000090174082,30.19626857916034,29.427085357366217,30.52257217579155
BH9_167,BH876,15.489999999999979,15.085599664105802,14.47213267378609,14.973012094619564
BH9_168,BH876,33.649999763511595,34.51234812926625,33.22484067824576,34.57543580112841
BH9_169,BH876,16.99999972388165,16.739076876721057,16.160405253630604,16.581297290358005
BH9_170,BH876,34.42999968735344,35.99172448960136,34.613901657675534,35.6290819389578
BH9_171,BH876,22.73000000000002,23.179466089203977,27.925554163751293,24.1313293848602
BH9_172,BH876,36.08999999999998,36.73331711880233,41.304013480555,37.47122862045776
BH9_173,BH876,37.42000012750824,41.47464871898482,46.84287124577319,39.26171112906816
BH9_174,BH876,39.32000029597449,43.87587280166097,48.61253799354022,40.95033378993516
BH9_175,BH876,14.25999999999999,14.546605241015095,23.026507383940807,13.978349149015587
BH9_176,BH876,27.770000048007144,28.49209695063791,36.7944774874655,28.10076957878183
BH9_177,BH876,28.060000000000016,31.118570255805917,36.775617809950575,29.10138758932811
BH9_178,BH876,31.780000195490672,34.119478256272615,40.559260186618744,32.284075983193055
BH9_179,BH876,8.580000000000018,10.14600399050466,14.857577004110876,8.637316065849856
BH9_180,BH876,47.74000023008636,49.29268672338409,52.80554933829406,48.83031927656131
BH9_181,BH876,16.35000031027134,18.167809890612993,21.00662017177793,16.871662176523426
BH9_182,BH876,48.75999993741509,51.81002824223457,54.39278250132051,50.28163341663741
BH9_183,BH876,16.640000048651324,16.479876445215833,19.766301012890423,16.84522413560688
BH9_184,BH876,53.179999715022035,54.336021478149775,56.745764659774395,54.20196101701773
BH9_185,BH876,16.97999999999998,15.342939593641837,18.66152209640613,16.64724238650332
BH9_186,BH876,59.45999969718076,59.62886662657492,61.28401880798883,60.746174867174375
BH9_187,BH876,26.479999956746198,26.271007189848213,31.450631851989424,26.362022841734035
BH9_188,BH876,51.36000010189422,53.30956354778883,57.5178258024853,53.15259618801547
BH9_189,BH876,-1.3400000461540498,0.23090925394831693,1.7477653818669088,-2.4520129109545823
BH9_190,BH876,88.5100000000001,91.42228836273067,94.87523480649473,88.9395001482514
BH9_191,BH876,1.9800000962952138,3.054874449647229,5.490536222863699,0.3681992788032782
BH9_192,BH876,86.4400000000002,90.6378915719785,94.88521351442607,88.1825350305043
BH9_193,BH876,13.94999999999999,15.353625279346945,18.589087267123833,13.031974249912876
BH9_194,BH876,47.20000008973139,50.77738680773703,54.621758702564385,49.23616849629947
BH9_195,BH876,18.440000307331374,18.967152790400696,23.791995330607847,18.258201086324167
BH9_196,BH876,35.47999999512751,38.39093751342972,43.88069343348256,37.039309582370606
BH9_197,BH876,-1.9500001233593534,-2.201401006903395,2.0945299080312085,-3.966054027523602
BH9_198,BH876,24.260000076964097,26.29580999884549,31.164422120104824,24.10756447149582
BH9_199,BH876,12.390000117680911,10.945484351544863,15.005127097708991,11.72460344136052
BH9_200,BH876,36.11000005429005,37.693009560339554,42.47742569542058,38.8248766839016
BH9_201,BH876,10.450000000000026,9.554706295314922,9.27721022971574,8.002365458979082
BH9_202,BH876,35.89000025276041,38.26580974602847,39.13355083321087,37.16954534593308
BH9_203,BH876,-0.11999989174344192,-0.8900112626677077,-2.5410288244584196,-1.9267496422913817
BH9_204,BH876,26.38000004696,27.124374523527937,26.16944428121318,26.80119796016227
BH9_205,BH876,12.649999883125036,13.013240403553084,15.620712915709149,13.231737372858149
BH9_206,BH876,52.780000075877226,56.546501096004604,58.65149245501539,56.22589254947966
BH9_207,BH876,11.599999999999998,11.842548735177731,13.011438761453533,12.042815754672862
BH9_208,BH876,91.8199999969409,96.46543762463268,97.88952662046574,96.30539266235223
BH9_209,BH876,8.099999999999973,9.615942667584097,11.859853697632563,8.735217521268522
BH9_210,BH876,84.95999999999995,91.46218739823493,95.24152927334238,90.13638184965588
BH9_211,BH876,15.429999885219337,16.375998645331897,18.196665367485895,16.33522578795958
BH9_212,BH876,68.28999999999974,71.50370824204639,72.78645533215807,71.49090714181328
BH9_213,BH876,15.299999999999976,15.771204089711597,17.782755522126568,16.051167434778495
BH9_214,BH876,67.99000000000005,70.66766885965833,72.37622472027876,71.02764538605724
BH9_215,BH876,5.930000297907021,6.509218638540182,8.882577766775853,5.958272423524825
BH9_216,BH876,86.94000000000008,91.73942195291816,94.73984717664652,91.48661193175138
BH9_217,BH876,0.41000025763290066,1.333872267089761,1.2417637394859597,-0.264706965038066
BH9_218,BH876,56.59999976725751,55.9721493551169,55.346069305855465,54.97948874173026
BH9_219,BH876,3.8700002737828463,6.050955566119367,6.497397083862885,3.867389959830401
BH9_220,BH876,58.42000000789479,58.89718386155232,58.84570866104253,57.306696544357145
BH9_221,BH876,16.869999841159586,18.518387951523664,16.457920945942124,17.196300375094044
BH9_222,BH876,41.500000211842114,42.75699336294078,40.47953852478165,41.32187700405636
BH9_223,BH876,5.3800001665734385,8.389557987990463,7.990881155438055,5.9207460391364695
BH9_224,BH876,50.909999880346845,52.521160702871555,51.448025505498116,50.42088090640072
BH9_225,BH876,8.080000000000014,9.723324511979179,15.213781648333121,8.064652927893633
BH9_226,BH876,56.87000015118972,57.14904509577148,55.941924699083174,55.640888308216766
BH9_227,BH876,6.790000000000028,7.283567468760971,13.711267428219518,5.800217784497737
BH9_228,BH876,55.769999888522555,54.705544575723636,54.329281446340524,53.98516916935673
BH9_229,BH876,6.930000023278511,9.627992320577393,11.008069738810367,6.738382287066531
BH9_230,BH876,34.08999999408035,38.466386523496226,41.04852979813582,36.8279261134688
BH9_231,BH876,8.700000000000014,11.206263545572707,12.579086255253145,8.527220093331955
BH9_232,BH876,35.15000029283304,39.690453842600164,42.17814995838023,37.757515510748696
BH9_233,BH876,13.34999987913792,15.690293826602177,17.20582714921792,13.401954839787962
BH9_234,BH876,38.41999985287973,42.97205610577215,44.6675891130343,41.02847886266306
BH9_235,BH876,33.30000007925989,34.53449653784727,32.6710050011767,33.83542410675773
BH9_236,BH876,41.79999994120071,44.75071680263312,43.25834525381773,44.277624462966735
BH9_237,BH876,34.77999999999997,35.852096238521064,33.74211243982294,35.31392239650766
BH9_238,BH876,40.160000165688054,42.471662808376664,41.37203650004719,42.63100214079097
BH9_239,BH876,26.38000004696,30.527194592336315,31.77909168127726,29.461136386379252
BH9_240,BH876,51.44000002972318,54.95691992572355,57.32286993569205,53.63686965924782
BH9_241,BH876,10.06000000000001,10.6833881544574,13.442055099101315,9.419564418863263
BH9_242,BH876,45.52999971377341,47.4286632235369,49.325866814912644,46.32983640433132
BH9_243,BH876,27.85999996681473,27.72984715794083,30.314025683745733,27.51907206152978
BH9_244,BH876,26.230000182280694,27.085278869505718,28.157656081688987,27.03884966593633
BH9_245,BH876,9.789999953201773,11.167166725772777,13.594969886799165,9.197950286514224
BH9_246,BH876,41.82999991413657,44.34758741597168,46.53365767523487,42.65283419940928
BH9_247,BH876,20.349999839266772,21.19060977889402,24.15230470313873,20.84866844057669
BH9_248,BH876,37.370000172615136,38.66308118866824,40.32786545867219,38.04546392068897
BH9_249,BH876,6.989999999999979,9.184902171957697,9.920205884713692,6.407696465904097
BH9_250,BH876,46.28000029218886,50.02037736892801,50.667402353873484,47.66104491728172
BH9_251,BH876,19.13000000000002,20.790990252951673,22.71348444875705,19.922850877247907
